entry_id,contest_id,contest_name,PG,PG,SG,SG,SF,SF,PF,PF,C,,Instructions
30870-15755,PF,Anthony,30870-80809,,,,
30870-40199,SF,Giannis,,,,
30870-9642,PG,Russell,,,,
30870-9488,SF,LeBron,,,,
30870-49111,C,Joel,Rest,,,
30870-9646,SF,Kevin,30870-80809,,,,
