Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2018-11-02,Chris Paul,9000,HOU,PG,@ BKN,,35.0,42.37,5,220.5,-180,112.25,2.5,78.42,27.07,48.08,5.34,W,37,13,27,0.481,5,12,0.417,1,1,1.0,3,4,7,11,2,2,2,4,32,20,66.9
2018-11-02,Victor Oladipo,8900,IND,SG,@ CHI,,34.0,60.41,29,212.5,-320,110.0,-1.5,64.6,26.54,40.4,4.54,W,36,9,19,0.474,1,6,0.16699999999999998,6,6,1.0,2,12,14,5,2,1,0,1,25,5,58.3
2018-11-02,Russell Westbrook,11700,OKC,PG,@ WAS,,35.0,55.02,27,234.0,145,115.25,115.25,70.92,18.72,53.32,4.56,W,26,10,16,0.625,0,1,0.0,3,4,0.75,0,3,3,12,4,0,1,1,23,10,55.6
2018-11-02,Kevin Durant,10700,GSW,SF,MIN,,35.0,53.79,25,243.0,-950,127.25,2.5,73.38,22.04,49.75,4.65,W,36,11,19,0.579,3,5,0.6,8,9,0.889,0,13,13,3,0,1,4,2,33,17,52.1
2018-11-02,Marc Gasol,8100,MEM,C,@ UTA,,32.0,57.04,16,201.5,265,96.75,-2.5,57.82,19.52,36.14,4.46,W,36,6,12,0.5,2,4,0.5,3,6,0.5,1,9,10,7,4,1,3,4,17,9,51.5
2018-11-02,Stephen Curry,10700,GSW,PG,MIN,,35.0,42.46,6,243.0,-950,127.25,2.5,80.37,28.76,48.83,4.56,W,35,11,24,0.458,4,12,0.333,2,2,1.0,1,8,9,7,0,2,4,3,28,6,51.3
2018-11-02,Clint Capela,8400,HOU,C,@ BKN,,31.0,63.15,28,220.5,-180,112.25,2.5,71.22,24.5,40.17,4.78,W,37,8,11,0.727,0,0,,6,10,0.6,4,9,13,5,0,2,0,1,22,15,51.1
2018-11-02,Caris LeVert,7100,BKN,SG,HOU,,33.0,47.39,15,220.5,157,108.25,1.5,53.21,17.76,34.55,4.87,L,30,10,17,0.588,4,6,0.667,5,7,0.7140000000000001,1,3,4,2,3,1,1,5,29,-18,47.8
2018-11-02,Nikola Vucevic,8900,ORL,C,LAC,,30.0,57.46,18,219.5,145,108.0,108,66.11,23.02,39.9,4.48,L,32,10,21,0.476,1,3,0.333,1,2,0.5,2,9,11,3,0,3,1,1,22,-16,47.7
2018-11-02,Deandre Ayton,7700,PHO,C,TOR,,32.0,49.67,7,226.0,500,107.75,-0.25,41.41,7.09,35.12,4.56,L,35,7,10,0.7,0,0,,3,6,0.5,7,11,18,2,0,2,1,1,17,-7,46.6
2018-11-02,Mike Conley,7700,MEM,PG,@ UTA,,33.0,45.22,19,201.5,265,96.75,-2.5,63.51,22.22,36.19,4.7,W,33,7,18,0.389,3,6,0.5,11,13,0.846,2,3,5,5,1,0,0,2,28,-6,44.5
2018-11-02,Draymond Green,8000,GSW,PF,MIN,,35.0,58.0,19,243.0,-950,127.25,2.5,57.08,17.48,38.26,4.78,W,33,4,7,0.5710000000000001,0,2,0.0,1,2,0.5,2,7,9,11,1,3,4,3,9,24,44.3
2018-11-02,Mitchell Robinson,4200,NYK,C,@ DAL,,18.0,53.66,15,216.5,195,105.5, ,22.38,5.44,16.59,3.95,W,34,5,6,0.833,0,0,,3,4,0.75,5,5,10,3,3,1,0,5,13,9,41.5
2018-11-02,Jerami Grant,4900,OKC,PF,@ WAS,,27.0,59.1,29,234.0,145,115.25,115.25,40.44,17.88,20.23,4.13,W,34,9,11,0.818,2,3,0.667,2,3,0.667,0,4,4,4,3,0,1,2,22,13,40.8
2018-11-02,Kawhi Leonard,10300,TOR,SF,@ PHO,,35.0,57.51,30,226.0,-700,118.25,-0.75,74.51,29.83,48.04,4.66,W,30,7,14,0.5,1,2,0.5,4,6,0.667,2,4,6,5,2,1,2,0,19,4,40.7
2018-11-02,Myles Turner,6100,IND,C,@ CHI,,28.0,82.14,30,212.5,-320,110.0,-1.5,53.17,19.85,28.19,4.62,W,27,7,10,0.7,0,3,0.0,4,4,1.0,1,2,3,3,0,6,4,4,18,6,40.1
2018-11-02,Ricky Rubio,6200,UTA,PG,MEM,,34.0,41.74,13,201.5,-330,104.75,-1.5,54.04,19.25,33.13,5.34,L,32,9,17,0.529,3,7,0.429,1,2,0.5,0,2,2,11,1,0,4,4,22,11,39.9
2018-11-02,Kyle Lowry,8900,TOR,PG,@ PHO,,35.0,52.47,26,226.0,-700,118.25,-0.75,68.09,23.06,40.82,4.59,W,32,4,9,0.444,1,5,0.2,2,2,1.0,2,4,6,12,2,0,3,3,11,5,39.2
2018-11-02,Jonas Valanciunas,5800,TOR,C,@ PHO,,18.0,65.24,29,226.0,-700,118.25,-0.75,44.52,17.3,22.27,3.84,W,24,7,10,0.7,1,2,0.5,1,2,0.5,1,6,7,1,1,4,2,6,16,3,38.9
2018-11-02,Lou Williams,5300,LAC,SG,@ ORL,,25.0,46.37,14,219.5,-165,111.5,111.5,45.48,17.18,24.76,4.67,W,21,7,13,0.5379999999999999,5,5,1.0,9,10,0.9,0,3,3,3,1,0,2,1,28,15,37.1
2018-11-02,Luka Doncic,8100,DAL,SG,NYK,,35.0,43.47,8,216.5,-230,111.0,-0.5,50.13,11.25,37.75,4.66,L,35,8,15,0.5329999999999999,2,6,0.333,0,1,0.0,2,7,9,6,1,0,4,3,18,-10,36.8
2018-11-02,Zach LaVine,8400,CHI,SG,IND,,36.0,42.37,14,212.5,260,102.5,-2,61.27,19.15,39.81,4.74,L,35,7,21,0.333,2,7,0.28600000000000003,4,4,1.0,0,6,6,5,1,1,4,5,20,5,36.7
2018-11-02,Dorian Finney-Smith,3600,DAL,SF,NYK,,17.0,32.41,8,216.5,-230,111.0,-0.5,22.89,9.37,11.45,3.18,L,27,8,10,0.8,2,2,1.0,1,2,0.5,5,2,7,2,2,0,1,5,19,-4,35.4
2018-11-02,Paul George,9800,OKC,SF,@ WAS,,36.0,59.1,29,234.0,145,115.25,115.25,69.44,24.51,40.92,4.18,W,29,6,12,0.5,4,6,0.667,1,1,1.0,0,4,4,7,2,0,3,0,17,14,35.3
2018-11-02,Montrezl Harrell,5700,LAC,PF,@ ORL,,25.0,51.9,11,219.5,-165,111.5,111.5,56.44,24.55,28.35,4.97,W,25,4,8,0.5,0,0,,2,4,0.5,2,10,12,1,0,3,0,4,10,21,34.9
2018-11-02,Andrew Wiggins,6500,MIN,SF,@ GSW,,36.0,48.18,20,243.0,635,115.75,2,45.22,16.67,29.25,4.5,L,37,9,23,0.391,4,9,0.444,0,0,,0,4,4,0,2,1,1,2,22,-10,34.8
2018-11-02,Devin Booker,7900,PHO,SG,TOR,,35.0,46.43,13,226.0,500,107.75,-0.25,65.51,21.25,38.29,4.85,L,36,8,20,0.4,2,7,0.28600000000000003,0,1,0.0,1,3,4,6,1,1,3,1,18,-6,34.8
2018-11-02,Carmelo Anthony,6200,HOU,SF,@ BKN,,29.0,53.27,23,220.5,-180,112.25,2.5,50.1,23.74,25.72,4.15,W,31,9,12,0.75,6,9,0.667,4,6,0.667,0,4,4,0,0,1,1,5,28,3,34.8
2018-11-02,Karl-Anthony Towns,9500,MIN,C,@ GSW,,35.0,55.18,14,243.0,635,115.75,2,69.59,23.97,44.81,4.72,L,35,5,13,0.385,2,6,0.333,1,2,0.5,1,10,11,1,2,1,2,0,13,-15,34.7
2018-11-02,Evan Fournier,5700,ORL,SG,LAC,,32.0,29.02,1,219.5,145,108.0,108,47.43,16.74,28.57,5.01,L,28,7,12,0.583,1,2,0.5,4,6,0.667,1,2,3,4,3,0,4,3,19,-6,33.6
2018-11-02,Tyus Jones,4200,MIN,PG,@ GSW,,28.0,41.3,11,243.0,635,115.75,2,43.05,19.76,22.9,5.45,L,41,3,11,0.273,2,7,0.28600000000000003,0,0,,2,3,5,9,2,0,0,2,8,-18,33.5
