Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2018-12-04,Damian Lillard,9900,POR,PG,@ DAL,,35.0,50.15,22,216.5,105,107.5,-1.25,58.44,22.43,46.05,4.65,L,38,10,23,0.435,2,8,0.25,11,12,0.917,2,6,8,8,1,2,6,5,33,-12,57.6
2018-12-04,Myles Turner,7100,IND,C,CHI,,28.0,68.69,30,210.5,-333,109.25,0.75,46.36,21.26,28.39,4.0,W,34,8,17,0.471,0,1,0.0,2,4,0.5,3,8,11,3,1,5,1,1,18,4,52.7
2018-12-04,Aaron Gordon,7400,ORL,PF,@ MIA,,32.0,49.87,20,207.0,125,102.0,-0.75,42.51,18.14,32.93,4.45,W,35,7,16,0.438,3,3,1.0,3,4,0.75,3,10,13,5,1,1,1,1,20,28,48.1
2018-12-04,Rudy Gobert,9500,UTA,C,SAS,,33.0,56.68,24,215.5,-333,111.75,1.5,52.25,16.31,39.49,4.16,W,29,5,7,0.7140000000000001,0,0,,8,10,0.8,3,7,10,4,0,3,1,2,18,30,44.0
2018-12-04,Lauri Markkanen,6200,CHI,PF,@ IND,,28.0,47.34,13,210.5,275,101.25,1.75,38.62,17.36,26.95,4.35,L,32,8,24,0.333,5,13,0.385,0,0,,4,6,10,1,2,1,3,4,21,-12,40.5
2018-12-04,DeAndre Jordan,7500,DAL,C,POR,,32.0,54.7,20,216.5,-118,109.0,-1.75,43.01,20.73,34.6,4.61,W,31,4,8,0.5,0,0,,4,5,0.8,2,14,16,2,1,1,0,1,12,4,40.2
2018-12-04,Nikola Vucevic,9700,ORL,C,@ MIA,,31.0,52.46,9,207.0,125,102.0,-0.75,50.56,19.13,38.8,4.0,W,33,8,16,0.5,2,5,0.4,1,2,0.5,3,7,10,3,1,0,1,1,19,31,37.5
2018-12-04,Hassan Whiteside,8200,MIA,C,ORL,,26.0,54.69,19,207.0,-143,105.0,-0.75,48.03,18.07,38.12,4.65,L,25,6,7,0.857,0,0,,0,2,0.0,2,7,9,1,1,3,1,1,12,-9,35.3
2018-12-04,Darren Collison,6600,IND,PG,CHI,,29.0,46.24,27,210.5,-333,109.25,0.75,35.83,16.3,26.54,4.02,W,35,6,7,0.857,3,4,0.75,8,8,1.0,0,8,8,3,0,0,2,1,23,13,35.1
2018-12-04,Luka Doncic,7200,DAL,SG,POR,,32.0,44.47,11,216.5,-118,109.0,-1.75,36.47,9.84,32.16,4.47,W,32,6,14,0.429,2,4,0.5,7,9,0.778,2,7,9,3,0,0,2,3,21,4,34.3
2018-12-04,Joe Ingles,6100,UTA,SF,SAS,,32.0,32.46,5,215.5,-333,111.75,1.5,39.61,16.67,25.49,4.18,W,27,5,9,0.556,3,6,0.5,0,0,,0,3,3,7,3,0,2,1,13,12,34.1
2018-12-04,De'Anthony Melton,3500,PHO,PG,SAC,,8.0,52.93,29,223.0,200,108.75,-0.25,8.56,1.63,8.3,2.37,L,23,9,12,0.75,3,4,0.75,0,0,,1,1,2,5,1,0,1,4,21,24,32.9
2018-12-04,Al-Farouq Aminu,5400,POR,PF,@ DAL,,29.0,39.67,26,216.5,105,107.5,-1.25,38.42,18.73,25.01,4.63,L,34,5,6,0.833,1,2,0.5,1,2,0.5,3,10,13,2,1,0,1,2,12,5,32.6
2018-12-04,Ricky Rubio,6900,UTA,PG,SAS,,32.0,46.04,25,215.5,-333,111.75,1.5,42.8,16.82,31.56,4.57,W,29,5,10,0.5,2,3,0.667,0,0,,0,5,5,7,3,0,5,0,12,12,32.5
2018-12-04,Jakob Poeltl,4200,SAS,C,@ UTA,,17.0,53.03,13,215.5,275,103.75, ,31.05,13.78,15.55,3.7,L,19,9,11,0.818,0,0,,2,2,1.0,2,5,7,1,0,1,1,1,20,-21,31.9
2018-12-04,C.J. McCollum,7100,POR,SG,@ DAL,,34.0,48.99,25,216.5,105,107.5,-1.25,45.32,19.21,33.82,4.76,L,40,7,19,0.368,2,7,0.28600000000000003,2,2,1.0,1,2,3,4,2,0,2,5,18,9,31.6
2018-12-04,Jonathan Isaac,4900,ORL,SF,@ MIA,,27.0,52.46,9,207.0,125,102.0,-0.75,33.77,18.46,20.63,4.21,W,31,4,5,0.8,0,1,0.0,4,4,1.0,1,5,6,2,2,1,0,1,12,17,31.2
2018-12-04,Dennis Smith Jr.,5900,DAL,PG,POR,,28.0,45.1,5,216.5,-118,109.0,-1.75,36.81,14.9,27.29,4.63,W,31,4,9,0.444,1,4,0.25,3,5,0.6,1,1,2,9,1,1,3,1,12,2,30.9
2018-12-04,Domantas Sabonis,7700,IND,PF,CHI,,26.0,56.9,25,210.5,-333,109.25,0.75,52.98,27.67,35.56,4.62,W,28,4,8,0.5,0,0,,1,2,0.5,2,9,11,2,2,1,4,2,9,6,30.200000000000006
2018-12-04,DeMar DeRozan,8400,SAS,SG,@ UTA,,35.0,39.67,1,215.5,275,103.75, ,49.98,17.32,36.94,4.4,L,24,7,13,0.5379999999999999,0,0,,2,3,0.667,0,2,2,7,0,1,2,2,16,-18,29.9
