Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Emmanuel Mudiay,4000,NYK,PG,47.10008,18.47818,29.66
Kemba Walker,9400,CHA,PG,74.30824,23.135920000000002,47.12
Tim Hardaway Jr.,7200,NYK,SG,67.4172,25.01436,36.84
Buddy Hield,6100,SAC,SG,63.83823,23.8986,36.21
Nemanja Bjelica,4900,SAC,SF,55.71904,19.20048,28.96
Kawhi Leonard,9700,TOR,SF,80.29341,22.62411,49.29
Noah Vonleh,5200,NYK,PF,53.153940000000006,21.379260000000002,32.69
Marvin Williams,4500,CHA,PF,55.337759999999996,23.58522,27.78
Rudy Gobert,8200,UTA,C,71.20359,21.06822,43.71
