entry_id,contest_id,contest_name,PG,PG,SG,SG,SF,SF,PF,PF,C,,Instructions
29621-15755,PF,Anthony,Elbow,,,
29621-9642,PG,Russell,,,,
29621-40199,SF,Giannis,,,,
29621-49111,C,Joel,,,,
29621-55062,C,Nikola,,,,
29621-66115,PG,Ben,,,,
29621-20848,PG,Damian,,,,
29621-12341,SF,Paul,,,,
29621-14507,PG,Kemba,,,,
29621-9874,PF,Kevin,Toe,,,
