Player Name,Salary,Position,Ceiling,Floor,Projection
Damian Lillard,9600,PG,76.76704000000001,24.85056,48.16
Tim Frazier,3600,PG,37.42134,15.414439999999999,19.22
Iman Shumpert,3600,SG,35.43345,14.25414,20.19
Malik Monk,4300,SG,41.86544,17.87816,22.46
Nikola Mirotic,7700,SF,59.93708,22.55656,37.72
Danilo Gallinari,6400,SF,54.256859999999996,21.245910000000002,31.29
Jayson Tatum,6400,PF,49.898,18.71584,32.72
Tobias Harris,7500,PF,62.88312,21.30592,38.32
Joel Embiid,10900,C,78.4472,19.81824,51.61
