Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS,Position #,Play?
2018-11-28,Tony Parker,4000,CHA,PG,ATL,,21.0,44.37,21,231.0,-667,121.25,-1.5,32.54,19.36,19.36,4.84,W,19,3,6,0.5,0,0,,0,0,,0,0,0,3,0,0,2,0,6,15,8.5,1.0,1.0
2018-11-28,D.J. Augustin,4500,ORL,PG,@ POR,,29.0,38.63,5,215.0,360,102.5,102.5,38.61,12.68,23.66,5.26,L,23,3,6,0.5,2,3,0.667,2,2,1.0,0,0,0,5,0,0,0,1,10,2,17.5,1.0,1.0
2018-11-28,Khris Middleton,7400,MIL,SG,CHI,,34.0,41.71,6,229.5,-1200,122.0,1,57.92,25.62,35.73,4.83,W,31,6,13,0.462,3,6,0.5,2,3,0.667,0,6,6,4,0,0,0,3,17,-7,30.2,2.0,1.0
2018-11-28,Jordan Clarkson,5100,CLE,SG,@ OKC,,29.0,45.84,17,216.0,600,101.75,0.25,48.78,29.0,29.0,5.69,L,32,10,22,0.455,4,8,0.5,1,3,0.333,1,2,3,2,1,0,0,2,25,-10,34.6,2.0,1.0
2018-11-28,Nikola Mirotic,7700,NOP,SF,WAS,,34.0,49.88,20,242.0,-250,124.5,0.75,58.48,24.66,38.96,5.06,W,28,4,13,0.308,3,8,0.375,4,4,1.0,1,8,9,2,2,1,1,3,15,8,36.8,3.0,1.0
2018-11-28,Rodney Hood,5200,CLE,SF,@ OKC,,36.0,45.84,17,216.0,600,101.75,0.25,45.18,18.12,28.27,5.44,L,35,5,12,0.417,1,4,0.25,1,2,0.5,1,2,3,4,1,0,0,3,12,-2,24.6,3.0,1.0
2018-11-28,Anthony Davis,12500,NOP,PF,WAS,,38.0,58.68,23,242.0,-250,124.5,0.75,93.01,33.35,64.01,5.12,W,34,9,21,0.429,2,6,0.333,8,9,0.889,4,11,15,3,1,2,3,1,28,23,56.5,4.0,1.0
2018-11-28,P.J. Tucker,4300,HOU,PF,DAL,,36.0,40.53,26,216.5,-225,111.0,111,41.42,18.09,21.43,4.98,L,35,2,7,0.28600000000000003,1,6,0.16699999999999998,0,0,,2,2,4,1,2,0,0,3,5,-22,17.3,4.0,1.0
2018-11-28,Clint Capela,9200,HOU,C,DAL,,35.0,51.16,10,216.5,-225,111.0,111,72.03,36.66,44.11,4.79,L,33,9,12,0.75,0,0,,0,2,0.0,5,3,8,2,0,2,1,2,18,-6,35.6,5.0,1.0
