"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"30548-9488","SF","LeBron","LeBron James","James","51.43157958984375","19","11200","LAL@DEN","LAL","DEN","","","","",""
"30548-15557","C","Andre","Andre Drummond","Drummond","47.69411692899816","17","10600","NY@DET","DET","NY","","","","",""
"30548-9581","C","Marc","Marc Gasol","Gasol","42.594736199629935","19","10000","TOR@MEM","MEM","TOR","","","","",""
"30548-14513","SF","Kawhi","Kawhi Leonard","Leonard","43.86000162760417","15","10000","TOR@MEM","TOR","MEM","","","","",""
"30548-9560","PF","Blake","Blake Griffin","Griffin","44.252940458409924","17","9800","NY@DET","DET","NY","","","","",""
"30548-15684","SG","Victor","Victor Oladipo","Oladipo","40.35625076293945","16","9400","IND@PHO","IND","PHO","O","Knee","","",""
"30548-55062","C","Nikola","Nikola Jokic","Jokic","42.504998779296876","20","9000","LAL@DEN","DEN","LAL","","","","",""
"30548-9575","PG","Mike","Mike Conley","Conley","35.942106548108555","19","8800","TOR@MEM","MEM","TOR","","","","",""
"30548-12363","C","Hassan","Hassan Whiteside","Whiteside","39.93333265516493","18","8500","ATL@MIA","MIA","ATL","","","","",""
"30548-58460","SG","Devin","Devin Booker","Booker","39.23749923706055","16","8500","IND@PHO","PHO","IND","","","","",""
"30548-9535","PG","Kyle","Kyle Lowry","Lowry","38.338094075520836","21","7900","TOR@MEM","TOR","MEM","","","","",""
"30548-16233","SF","Josh","Josh Richardson","Richardson","33.28947368421053","19","7900","ATL@MIA","MIA","ATL","","","","",""
"30548-14516","C","Enes","Enes Kanter","Kanter","33.43809581938244","21","7600","NY@DET","NY","DET","","","","",""
"30548-60021","PF","Pascal","Pascal Siakam","Siakam","30.152381533668155","21","7500","TOR@MEM","TOR","MEM","","","","",""
"30548-66108","PG","Jamal","Jamal Murray","Murray","31.295001220703124","20","7300","LAL@DEN","DEN","LAL","","","","",""
"30548-84673","C","Deandre","Deandre Ayton","Ayton","35.4789460834704","19","7300","IND@PHO","PHO","IND","","","","",""
"30548-84683","PF","Jaren","Jaren Jackson Jr.","Jackson Jr.","28.8631591796875","19","7100","TOR@MEM","MEM","TOR","","","","",""
"30548-84671","PG","Trae","Trae Young","Young","29.545001220703124","20","7000","ATL@MIA","ATL","MIA","","","","",""
"30548-59358","PF","Domantas","Domantas Sabonis","Sabonis","31.88420988384046","19","7000","IND@PHO","IND","PHO","","","","",""
"30548-15846","SG","Tim","Tim Hardaway Jr.","Hardaway Jr.","32.85","20","7000","NY@DET","NY","DET","","","","",""
"30548-23120","SF","TJ","TJ Warren","Warren","28.266665988498264","18","6800","IND@PHO","PHO","IND","","","","",""
"30548-24544","SF","Gary","Gary Harris","Harris","29.226315146998356","19","6800","LAL@DEN","DEN","LAL","GTD","Ankle","","",""
"30548-42661","PF","Noah","Noah Vonleh","Vonleh","24.985714867001487","21","6700","NY@DET","NY","DET","","","","",""
"30548-80806","PG","Lonzo","Lonzo Ball","Ball","23.8526322214227","19","6700","LAL@DEN","LAL","DEN","","","","",""
"30548-17333","SF","Will","Will Barton","Barton","30","2","6700","LAL@DEN","DEN","LAL","O","Groin","","",""
"30548-66236","PF","John","John Collins","Collins","25.26000061035156","5","6700","ATL@MIA","ATL","MIA","","","","",""
"30548-9739","C","JaVale","JaVale McGee","McGee","32.1368408203125","19","6500","LAL@DEN","LAL","DEN","","","","",""
"30548-9673","PG","Goran","Goran Dragic","Dragic","27.583333333333332","12","6500","ATL@MIA","MIA","ATL","O","Knee","","",""
"30548-9729","PF","Paul","Paul Millsap","Millsap","29.814999389648438","20","6400","LAL@DEN","DEN","LAL","","","","",""
"30548-66048","PF","Brandon","Brandon Ingram","Ingram","26.186665852864582","15","6300","LAL@DEN","LAL","DEN","","","","",""
"30548-58253","C","Myles","Myles Turner","Turner","27.37894801089638","19","6300","IND@PHO","IND","PHO","","","","",""
"30548-23716","SF","Kyle","Kyle Anderson","Anderson","22.82105295281661","19","6100","TOR@MEM","MEM","TOR","","","","",""
"30548-15843","PG","Trey","Trey Burke","Burke","22.38333299424913","18","6100","NY@DET","NY","DET","","","","",""
"30548-14503","C","Jonas","Jonas Valanciunas","Valanciunas","26.709524972098215","21","6000","TOR@MEM","TOR","MEM","","","","",""
"30548-9957","PF","Serge","Serge Ibaka","Ibaka","32.33999938964844","20","6000","TOR@MEM","TOR","MEM","","","","",""
"30548-19781","SG","Kent","Kent Bazemore","Bazemore","26.63500061035156","20","5800","ATL@MIA","ATL","MIA","","","","",""
"30548-14523","PG","Reggie","Reggie Jackson","Jackson","25.352941176470587","17","5800","NY@DET","DET","NY","","","","",""
"30548-58377","PF","Kyle","Kyle Kuzma","Kuzma","26.56315853721217","19","5700","LAL@DEN","LAL","DEN","","","","",""
"30548-23572","SF","Taurean","Taurean Prince","Prince","25.276471306295957","17","5700","ATL@MIA","ATL","MIA","","","","",""
"30548-63124","PG","Emmanuel","Emmanuel Mudiay","Mudiay","21.478572300502233","14","5700","NY@DET","NY","DET","","","","",""
"30548-18600","PG","Tyler","Tyler Johnson","Johnson","22.212499618530273","16","5600","ATL@MIA","MIA","ATL","O","Hamstring","","",""
"30548-9585","SG","Dwyane","Dwyane Wade","Wade","24.6999994913737","12","5500","ATL@MIA","MIA","ATL","","","","",""
"30548-70822","SF","Juancho","Juancho Hernangomez","Hernangomez","18.25263093647204","19","5500","LAL@DEN","DEN","LAL","","","","",""
"30548-14530","SF","Bojan","Bojan Bogdanovic","Bogdanovic","23.105000305175782","20","5500","IND@PHO","IND","PHO","","","","",""
"30548-15590","C","Mason","Mason Plumlee","Plumlee","20.36499938964844","20","5500","LAL@DEN","DEN","LAL","","","","",""
"30548-9692","SF","Tyreke","Tyreke Evans","Evans","20.768421373869245","19","5300","IND@PHO","IND","PHO","","","","",""
"30548-14559","PG","Isaiah","Isaiah Thomas","Thomas","23.590625762939453","32","5100","LAL@DEN","DEN","LAL","O","Hip","","",""
"30548-15947","SG","Reggie","Reggie Bullock","Bullock","18.892857142857142","14","5000","NY@DET","DET","NY","","","","",""
"30548-58084","SF","Justise","Justise Winslow","Winslow","22.666666666666668","15","5000","ATL@MIA","MIA","ATL","","","","",""
"30548-16220","SG","Dion","Dion Waiters","Waiters","23.89666748046875","30","4900","ATL@MIA","MIA","ATL","O","Ankle","","",""
"30548-15744","SG","Rodney","Rodney McGruder","McGruder","24.831578304893092","19","4900","ATL@MIA","MIA","ATL","","","","",""
"30548-9624","PG","Darren","Darren Collison","Collison","21.83000030517578","20","4900","IND@PHO","IND","PHO","","","","",""
"30548-12443","PG","Jeremy","Jeremy Lin","Lin","19.780000305175783","20","4900","ATL@MIA","ATL","MIA","","","","",""
"30548-49336","SF","DeAndre'","DeAndre' Bembry","Bembry","22.25","20","4900","ATL@MIA","ATL","MIA","","","","",""
"30548-9455","PG","Rajon","Rajon Rondo","Rondo","24.863636363636363","11","4900","LAL@DEN","LAL","DEN","O","Hand","","",""
"30548-9538","SF","Trevor","Trevor Ariza","Ariza","24.723528693704043","17","4800","IND@PHO","PHO","IND","","","","",""
"30548-16301","C","Dewayne","Dewayne Dedmon","Dedmon","21.778570992606028","14","4800","ATL@MIA","ATL","MIA","","","","",""
"30548-14529","PG","Cory","Cory Joseph","Joseph","20.480000305175782","20","4800","IND@PHO","IND","PHO","","","","",""
"30548-9666","PF","Thaddeus","Thaddeus Young","Young","21.83000030517578","20","4800","IND@PHO","IND","PHO","","","","",""
"30548-84719","SG","Aaron","Aaron Holiday","Holiday","12.05999984741211","10","4800","IND@PHO","IND","PHO","","","","",""
"30548-9956","SG","Wayne","Wayne Ellington","Ellington","18.1999994913737","12","4700","ATL@MIA","MIA","ATL","","","","",""
"30548-80817","C","Bam","Bam Adebayo","Adebayo","20.857894094366777","19","4600","ATL@MIA","MIA","ATL","","","","",""
"30548-40396","SG","Monte","Monte Morris","Morris","20.035000610351563","20","4500","LAL@DEN","DEN","LAL","","","","",""
"30548-9966","PF","James","James Johnson","Johnson","12.100000381469727","4","4500","ATL@MIA","MIA","ATL","","","","",""
"30548-24247","PG","Fred","Fred VanVleet","VanVleet","20.264705882352942","17","4400","TOR@MEM","TOR","MEM","","","","",""
"30548-9758","SG","Danny","Danny Green","Green","19.78095209030878","21","4300","TOR@MEM","TOR","MEM","","","","",""
"30548-15405","PF","JaMychal","JaMychal Green","Green","22.15714372907366","7","4300","TOR@MEM","MEM","TOR","","","","",""
"30548-23447","PF","Richaun","Richaun Holmes","Holmes","13.188888549804688","18","4300","IND@PHO","PHO","IND","","","","",""
"30548-15636","SG","Kentavious","Kentavious Caldwell-Pope","Caldwell-Pope","14.06842041015625","19","4200","LAL@DEN","LAL","DEN","","","","",""
"30548-11074","SG","Garrett","Garrett Temple","Temple","19.92105263157895","19","4200","TOR@MEM","MEM","TOR","","","","",""
"30548-84670","SF","Mikal","Mikal Bridges","Bridges","15.331578304893092","19","4200","IND@PHO","PHO","IND","","","","",""
"30548-84704","SG","Kevin","Kevin Huerter","Huerter","13.947368421052632","19","4200","ATL@MIA","ATL","MIA","","","","",""
"30548-58350","SF","Stanley","Stanley Johnson","Johnson","18.15625","16","4200","NY@DET","DET","NY","","","","",""
"30548-84682","PF","Michael","Michael Porter Jr.","Porter Jr.","0","0","4100","LAL@DEN","DEN","LAL","O","Back","","",""
"30548-68090","SF","OG","OG Anunoby","Anunoby","15.593332926432291","15","4000","TOR@MEM","TOR","MEM","","","","",""
"30548-40562","SG","Josh","Josh Hart","Hart","20.11579011615954","19","3900","LAL@DEN","LAL","DEN","","","","",""
"30548-9448","SG","Jamal","Jamal Crawford","Crawford","10.435293758616728","17","3900","IND@PHO","PHO","IND","","","","",""
"30548-22541","PF","Kelly","Kelly Olynyk","Olynyk","16.316667344835068","18","3800","ATL@MIA","MIA","ATL","","","","",""
"30548-20277","SG","Torrey","Torrey Craig","Craig","10.646666463216146","15","3800","LAL@DEN","DEN","LAL","","","","",""
"30548-17230","SG","Langston","Langston Galloway","Galloway","15.443750381469727","16","3800","NY@DET","DET","NY","","","","",""
"30548-58461","PF","Trey","Trey Lyles","Lyles","19.425","20","3800","LAL@DEN","DEN","LAL","","","","",""
"30548-15814","C","Alex","Alex Len","Len","20.957895379317435","19","3800","ATL@MIA","ATL","MIA","","","","",""
"30548-9473","C","Tyson","Tyson Chandler","Chandler","12.274999618530273","16","3700","LAL@DEN","LAL","DEN","","","","",""
"30548-60233","SG","Dillon","Dillon Brooks","Brooks","13.145455100319602","11","3700","TOR@MEM","MEM","TOR","O","Knee","","",""
