Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS,Position #,Play?
2019-02-13,Jeff Teague,6100,MIN,PG,HOU,,32.0,34.67,3,231.5,163,113.75,1.75,58.16,17.8,34.64,5.68,W,38,11,16,0.688,1,1,1.0,4,4,1.0,0,3,3,12,1,0,1,1,27,12,50.6,1.0,1.0
2019-02-13,Kyle Lowry,8000,TOR,PG,WAS,,34.0,39.98,20,232.5,-400,120.75,-1.5,74.5,20.95,42.94,5.37,W,34,4,12,0.333,4,10,0.4,2,2,1.0,0,4,4,13,3,0,4,5,14,12,43.3,1.0,1.0
2019-02-13,D'Angelo Russell,9000,BKN,SG,@ CLE,,34.0,43.74,29,224.5,-300,116.0,2.25,67.73,19.39,43.78,4.86,W,43,13,30,0.433,5,15,0.333,5,6,0.833,1,6,7,8,0,0,7,5,36,7,49.4,2.0,1.0
2019-02-13,Zach LaVine,8000,CHI,SG,MEM,,36.0,40.23,22,207.0,-118,104.25,0.75,63.02,20.06,41.03,5.13,W,34,5,10,0.5,1,3,0.333,4,4,1.0,1,5,6,7,0,0,4,2,15,25,28.700000000000006,2.0,1.0
2019-02-13,Luol Deng,4100,MIN,SF,HOU,,32.0,26.02,21,231.5,163,113.75,1.75,49.66,8.27,24.84,6.06,W,36,4,9,0.444,1,4,0.25,4,6,0.667,3,5,8,4,0,1,2,2,13,15,29.6,3.0,1.0
2019-02-13,Gordon Hayward,5300,BOS,SF,DET,,29.0,29.33,12,210.0,-160,106.75,106.75,60.97,8.97,30.5,5.75,W,34,5,8,0.625,1,3,0.333,7,8,0.875,0,5,5,8,1,0,2,4,18,2,37.0,3.0,1.0
2019-02-13,Marcus Morris,5100,BOS,PF,DET,,33.0,23.65,8,210.0,-160,106.75,106.75,54.97,11.24,32.39,6.35,W,29,5,12,0.417,1,4,0.25,0,1,0.0,3,3,6,1,0,0,3,2,11,-13,16.7,4.0,1.0
2019-02-13,Pascal Siakam,6800,TOR,PF,WAS,,35.0,30.68,18,232.5,-400,120.75,-1.5,59.38,17.56,38.94,5.73,W,33,15,25,0.6,4,5,0.8,10,12,0.833,3,7,10,2,0,3,4,5,44,24,64.0,4.0,1.0
2019-02-13,Deandre Ayton,7400,PHO,C,@ LAC,,33.0,36.28,28,232.0,275,112.0,112.0,53.82,26.72,38.44,5.19,L,29,9,15,0.6,0,0,,2,3,0.667,2,6,8,2,0,0,0,2,20,-10,32.6,5.0,1.0
