Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Kent Bazemore,3800,ATL,SG,@ SAS,,27.00,23.30,5,229.5,500,109.25,109.25,45.78,9.32,25.39,6.68
Justin Anderson,3600,ATL,SG,@ SAS,,30.00,26.74,25,229.5,500,109.25,109.25,38.27,8.43,22.02,6.12
Alex Len,5300,ATL,C,@ SAS,,30.00,33.35,22,229.5,500,109.25,109.25,52.05,12.90,31.15,5.88
Moritz Wagner,3700,LAL,C,@ OKC,,25.00,29.25,9,226,650,106.75,106.75,29.27,16.56,20.91,5.65
Deyonta Davis ,3500,ATL,C,@ SAS,,22.00,33.35,22,229.5,500,109.25,109.25,38.74,5.09,19.44,5.55
Dennis Schroder,5100,OKC,SG,LAL,,30.00,41.82,29,226,-900,119.25,119.25,45.69,7.63,27.86,5.46
Lance Stephenson,4700,LAL,SF,@ OKC,,27.00,27.34,26,226,650,106.75,106.75,48.39,10.30,25.11,5.34
Jerami Grant,5600,OKC,PF,LAL,,34.00,27.81,5,226,-900,119.25,119.25,59.69,3.82,29.86,5.33
Patty Mills,3500,SAS,PG,ATL,,22.00,26.15,30,229.5,-650,120.25,120.25,36.92,5.13,18.47,5.28
Paul George,10200,OKC,SF,LAL,,38.00,27.81,5,226,-900,119.25,119.25,84.28,24.52,52.84,5.18
Steven Adams,7000,OKC,C,LAL,,34.00,34.33,27,226,-900,119.25,119.25,61.73,16.39,35.95,5.14
Kosta Koufos,3500,SAC,C,HOU,,16.00,27.68,3,225.5,190,110,-1,35.96,3.99,17.99,5.14
DeAndre Bembry,4300,ATL,SF,@ SAS,,28.00,26.74,25,229.5,500,109.25,109.25,36.41,5.70,21.75,5.06
Kevin Huerter,4500,ATL,SG,@ SAS,,30.00,21.04,8,229.5,500,109.25,109.25,31.91,18.44,22.79,5.06
Eric Gordon,4600,HOU,SG,@ SAC,,32.00,24.47,12,225.5,-225,115.5,-0.5,38.55,7.88,23.11,5.02
