Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Alex Len,4700,ATL,C,@ DEN,,29.00,50.45,7,223,700,104.5,-0.75,49.20,17.90,29.78,6.34
Kevin Huerter,3500,ATL,SG,@ DEN,,28.00,31.76,4,223,700,104.5,-0.75,24.67,5.15,19.75,5.64
Jeremy Lin,4200,ATL,PG,@ DEN,,22.00,48.26,19,223,700,104.5,-0.75,40.02,16.98,21.82,5.2
Monte Morris,5200,DEN,SG,ATL,,32.00,48.57,21,223,-1000,118.5,1.25,46.19,20.37,26.35,5.07
Juan Hernangomez,4100,DEN,SF,ATL,,31.00,55.38,30,223,-1000,118.5,1.25,40.24,13.73,20.53,5.01
P.J. Tucker,4800,HOU,PF,GSW,,39.00,35.07,11,216.5,-175,110.25,-0.75,47.84,20.20,23.93,4.99
Draymond Green,8000,GSW,PF,@ HOU,,36.00,61.98,29,216.5,150,106.25,-2.75,57.91,17.58,39.77,4.97
DeAndre Bembry,4800,ATL,SF,@ DEN,,30.00,34.05,9,223,700,104.5,-0.75,41.08,19.79,23.53,4.9
Danilo Gallinari,6500,LAC,SF,SAS,,33.00,47.28,18,216,-250,111.25,-1.25,51.52,17.57,31.49,4.84
Shai Gilgeous-Alexander,6000,LAC,PG,SAS,,35.00,49.02,22,216,-250,111.25,-1.25,35.18,5.68,29,4.83
Clint Capela,8100,HOU,C,GSW,,34.00,47.32,3,216.5,-175,110.25,-0.75,68.92,22.86,38.94,4.81
DeMar DeRozan,8900,SAS,SG,@ LAC,,36.00,42.29,11,216,210,104.75,-2.25,67.77,19.97,42.57,4.78
Nikola Jokic,9700,DEN,C,ATL,,33.00,56.97,18,223,-1000,118.5,1.25,69.39,19.04,46.32,4.78
LaMarcus Aldridge,8400,SAS,PF,@ LAC,,34.00,55.55,14,216,210,104.75,-2.25,68.11,26.22,40.16,4.78
Eric Gordon,5000,HOU,SG,GSW,,30.00,48.82,22,216.5,-175,110.25,-0.75,42.38,17.61,23.77,4.75
Andre Iguodala,3900,GSW,SG,@ HOU,,25.00,28.14,1,216.5,150,106.25,-2.75,33.52,10.90,18.53,4.75
Gary Harris,7000,DEN,SF,ATL,,35.00,46.10,17,223,-1000,118.5,1.25,54.28,19.31,32.84,4.69
Bryn Forbes,3700,SAS,PG,@ LAC,,28.00,34.84,11,216,210,104.75,-2.25,29.62,10.51,17.34,4.69
Paul Millsap,6200,DEN,PF,ATL,,27.00,55.38,30,223,-1000,118.5,1.25,47.75,18.33,28.82,4.65
Rudy Gay,5600,SAS,SF,@ LAC,,26.00,50.21,21,216,210,104.75,-2.25,49.19,20.07,25.86,4.62
Kent Bazemore,6300,ATL,SG,@ DEN,,30.00,39.59,5,223,700,104.5,-0.75,49.15,13.88,29.03,4.61
Kevon Looney,3900,GSW,C,@ HOU,,19.00,51.64,12,216.5,150,106.25,-2.75,33.25,14.18,17.79,4.56
Patrick Beverley,4800,LAC,PG,SAS,,28.00,43.52,14,216,-250,111.25,-1.25,36.88,13.72,21.85,4.55
Chris Paul,9000,HOU,PG,GSW,,35.00,44.15,6,216.5,-175,110.25,-0.75,63.93,20.06,40.85,4.54
Tobias Harris,8300,LAC,PF,SAS,,35.00,47.28,18,216,-250,111.25,-1.25,58.83,20.14,37.64,4.53
Klay Thompson,7500,GSW,SG,@ HOU,,36.00,28.14,1,216.5,150,106.25,-2.75,53.69,19.62,33.83,4.51
James Harden,11700,HOU,SG,GSW,,37.00,44.15,6,216.5,-175,110.25,-0.75,71.23,19.13,52.41,4.48
Marco Belinelli,3500,SAS,SG,@ LAC,,20.00,34.84,11,216,210,104.75,-2.25,26.81,11.43,15.64,4.47
Kevin Durant,11800,GSW,SF,@ HOU,,37.00,44.37,10,216.5,150,106.25,-2.75,79.98,27.42,52.62,4.46
Trey Lyles,4600,DEN,PF,ATL,,20.00,55.38,30,223,-1000,118.5,1.25,37.86,16.94,20.43,4.44
Marcin Gortat,3700,LAC,C,SAS,,18.00,59.59,27,216,-250,111.25,-1.25,27.53,9.73,16.33,4.41
Trae Young,7400,ATL,PG,@ DEN,,31.00,48.26,19,223,700,104.5,-0.75,36.26,3.66,32.67,4.41
Montrezl Harrell,7500,LAC,PF,SAS,,28.00,45.62,2,216,-250,111.25,-1.25,58.73,25.85,33.05,4.41
Quinn Cook,5800,GSW,PG,@ HOU,,31.00,43.98,5,216.5,150,106.25,-2.75,42.60,15.09,25.4,4.38
Omari Spellman,4500,ATL,PF,@ DEN,,26.00,45.12,13,223,700,104.5,-0.75,21.56,2.18,19.42,4.32
Jamal Murray,7500,DEN,PG,ATL,,32.00,48.57,21,223,-1000,118.5,1.25,55.20,19.10,31.89,4.25
Derrick White,5900,SAS,PG,@ LAC,,29.00,45.81,19,216,210,104.75,-2.25,47.00,20.88,25.04,4.24
Mason Plumlee,3700,DEN,C,ATL,,15.00,55.45,20,223,-1000,118.5,1.25,30.70,12.11,15.6,4.22
James Ennis,3800,HOU,SF,GSW,,24.00,35.07,11,216.5,-175,110.25,-0.75,28.77,12.29,15.73,4.14
Patty Mills,3900,SAS,PG,@ LAC,,24.00,49.63,24,216,210,104.75,-2.25,28.98,12.56,16.04,4.11
Lou Williams,6800,LAC,SG,SAS,,27.00,49.11,23,216,-250,111.25,-1.25,46.82,16.47,26.6,3.91
Shaun Livingston,3500,GSW,PG,@ HOU,,16.00,43.07,12,216.5,150,106.25,-2.75,25.30,9.81,12.88,3.68
Dante Cunningham,3900,SAS,SF,@ LAC,,22.00,50.21,21,216,210,104.75,-2.25,25.73,10.02,14.32,3.67
Vince Carter,3700,ATL,SF,@ DEN,,19.00,31.76,4,223,700,104.5,-0.75,26.05,11.60,13.23,3.58
Mike Scott,3600,LAC,PF,SAS,,16.00,47.28,18,216,-250,111.25,-1.25,24.39,14.43,12.2,3.39
Miles Plumlee,3500,ATL,C,@ DEN,,13.00,50.45,7,223,700,104.5,-0.75,22.14,11.50,11.5,3.29
Damian Jones,3600,GSW,C,@ HOU,,14.00,51.64,12,216.5,150,106.25,-2.75,23.57,8.29,11.79,3.28
Davis Bertans,3600,SAS,SF,@ LAC,,13.00,55.55,14,216,210,104.75,-2.25,20.82,8.73,10.9,3.03
Malik Beasley,3500,DEN,SG,ATL,,15.00,45.50,30,223,-1000,118.5,1.25,19.89,9.95,9.95,2.84
Gary Clark,4500,HOU,SF,GSW,,18.00,46.43,15,216.5,-175,110.25,-0.75,15.38,2.49,12.68,2.82
Isaiah Hartenstein,3500,HOU,PF,GSW,,11.00,46.43,15,216.5,-175,110.25,-0.75,10.97,1.77,9.04,2.58
Gerald Green,3500,HOU,SF,GSW,,12.00,48.82,22,216.5,-175,110.25,-0.75,17.87,7.25,8.94,2.55
Jonas Jerebko,3900,GSW,PF,@ HOU,,12.00,44.37,10,216.5,150,106.25,-2.75,19.83,7.66,9.92,2.54
Alex Poythress,3500,ATL,PF,@ DEN,,12.00,45.12,13,223,700,104.5,-0.75,16.99,7.58,8.5,2.43
Tyrone Wallace,3500,LAC,SG,SAS,,12.00,49.11,23,216,-250,111.25,-1.25,15.84,8.35,8.35,2.39
Jakob Poeltl,3500,SAS,C,@ LAC,,8.00,55.90,22,216,210,104.75,-2.25,16.25,7.20,8.13,2.32
Alfonzo McKinnie,3500,GSW,SF,@ HOU,,10.00,34.64,9,216.5,150,106.25,-2.75,14.21,7.11,7.11,2.03
Sindarius Thornwell,3500,LAC,SG,SAS,,7.00,31.70,3,216,-250,111.25,-1.25,8.42,4.21,4.21,1.2
Jordan Bell,3800,GSW,C,@ HOU,,4.00,51.64,12,216.5,150,106.25,-2.75,6.99,3.05,3.6,0.95
Boban Marjanovic,4800,LAC,C,SAS,,1.00,59.59,27,216,-250,111.25,-1.25,2.56,1.28,1.28,0.27
