Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Taj Gibson,4800,MIN,PF,NYK,,30.00,30.78,11,223.5,-275,115,115,66.35,12.45,33.19,6.91
Dario Saric,4300,MIN,PF,NYK,,28.00,33.21,26,223.5,-275,115,115,42.72,12.46,28.18,6.55
Ryan Arcidiacono,3500,CHI,PG,@ DET,,30.00,19.37,8,214,290,102.75,-1.75,40.48,6.08,20.25,5.79
Wayne Selden,3500,CHI,SG,@ DET,,26.00,38.70,16,214,290,102.75,-1.75,38.40,5.58,20.21,5.77
Elfrid Payton,6700,NOP,PG,@ ATL,,34.00,24.16,28,238,-118,119.75,119.75,58.13,17.30,36.58,5.46
Derrick Rose,5300,MIN,PG,NYK,,24.00,42.47,27,223.5,-275,115,115,57.73,7.22,28.88,5.45
Patty Mills,3600,SAS,PG,MIL,,23.00,21.80,19,228.5,110,113.25,113.25,38.90,4.87,19.46,5.41
Gorgui Dieng,3500,MIN,C,NYK,,18.00,30.78,11,223.5,-275,115,115,33.40,5.05,18.84,5.38
Davis Bertans,3600,SAS,SF,MIL,,24.00,30.59,15,228.5,110,113.25,113.25,38.52,5.07,19.27,5.35
Danny Green,4300,TOR,SG,@ MIA,,30.00,27.32,25,214,105,106.25,106.25,35.63,7.83,22.96,5.34
Trae Young,8300,ATL,PG,NOP,,34.00,37.22,10,238,105,118.25,118.25,61.94,25.70,44.24,5.33
Jeremy Lin,3700,TOR,PG,@ MIA,,22.00,37.18,8,214,105,106.25,106.25,33.31,8.11,19.63,5.31
Terrence Ross,5200,ORL,SG,@ MEM,,28.00,19.89,7,207.5,-110,104.25, ,55.05,5.70,27.54,5.3
Bryn Forbes,3800,SAS,PG,MIL,,28.00,36.23,5,228.5,110,113.25,113.25,31.77,5.26,20.08,5.28
Kris Dunn,5800,CHI,PG,@ DET,,32.00,38.70,16,214,290,102.75,-1.75,51.68,17.30,30.51,5.26
Jeff Teague,6900,MIN,PG,NYK,,32.00,42.47,27,223.5,-275,115,115,60.83,18.62,36.23,5.25
Marco Belinelli,3700,SAS,SG,MIL,,24.00,21.37,18,228.5,110,113.25,113.25,32.14,5.65,19.34,5.23
Keita Bates-Diop,3500,MIN,SF,NYK,,30.00,33.21,26,223.5,-275,115,115,25.56,13.80,18.26,5.22
Frank Jackson,4800,NOP,PG,@ ATL,,32.00,44.58,30,238,-118,119.75,119.75,35.01,17.38,25.01,5.21
Jakob Poeltl,4600,SAS,C,MIL,,22.00,25.44,1,228.5,110,113.25,113.25,47.44,4.94,23.73,5.16
Darius Miller,3700,NOP,SF,@ ATL,,26.00,30.70,30,238,-118,119.75,119.75,37.98,6.33,19,5.14
Pascal Siakam,7600,TOR,PF,@ MIA,,35.00,28.88,11,214,105,106.25,106.25,61.37,19.13,38.89,5.12
Langston Galloway,3500,DET,SG,CHI,,23.00,22.92,25,214,-350,111.25,-1.25,35.68,4.46,17.85,5.1
Wayne Ellington,3900,DET,SG,CHI,,27.00,28.32,27,214,-350,111.25,-1.25,34.63,6.08,19.88,5.1
Josh Okogie,3800,MIN,SG,NYK,,26.00,25.72,16,223.5,-275,115,115,27.13,15.35,19.38,5.1
Bam Adebayo,5400,MIA,PF,TOR,,27.00,29.44,6,214,-118,107.75,107.75,46.70,8.28,27.42,5.08
Shaquille Harrison,3500,CHI,PG,@ DET,,22.00,19.37,8,214,290,102.75,-1.75,35.26,5.05,17.64,5.04
Kevin Huerter,4100,ATL,SG,NOP,,28.00,19.69,6,238,105,118.25,118.25,28.88,11.99,20.63,5.03
Taurean Prince,5000,ATL,SF,NOP,,30.00,24.19,9,238,105,118.25,118.25,45.55,9.31,24.96,4.99
Draymond Green,6900,GSW,PF,PHO,,32.00,34.18,26,234,-2000,125.5,-0.5,50.24,16.17,34.34,4.98
Stephen Curry,9300,GSW,PG,PHO,,35.00,39.36,19,234,-2000,125.5,-0.5,78.71,17.04,46.3,4.98
Anthony Davis,7400,NOP,PF,@ ATL,,21.00,26.88,5,238,-118,119.75,119.75,51.39,17.22,36.71,4.96
Alex Len,4700,ATL,C,NOP,,22.00,33.08,22,238,105,118.25,118.25,41.87,9.40,23.26,4.95
John Collins,7900,ATL,PF,NOP,,32.00,32.65,19,238,105,118.25,118.25,70.55,15.34,38.74,4.9
DeMarcus Cousins,8900,GSW,C,PHO,,30.00,34.18,26,234,-2000,125.5,-0.5,62.94,23.58,43.5,4.89
Clint Capela,8000,HOU,C,@ DAL,,34.00,31.40,14,222.5,-400,115.5,-0.25,78.00,15.76,39.02,4.88
Tyus Jones,3600,MIN,PG,NYK,,20.00,18.37,2,223.5,-275,115,115,30.48,4.67,17.5,4.86
LaMarcus Aldridge,8400,SAS,PF,MIL,,32.00,30.59,15,228.5,110,113.25,113.25,59.15,20.75,40.68,4.84
Kelly Olynyk,6400,MIA,PF,TOR,,31.00,30.93,16,214,-118,107.75,107.75,49.61,10.54,30.91,4.83
Cheick Diallo,3900,NOP,PF,@ ATL,,18.00,33.84,24,238,-118,119.75,119.75,37.48,5.68,18.75,4.81
Kenrich Williams,5200,NOP,SF,@ ATL,,32.00,30.70,30,238,-118,119.75,119.75,35.03,17.39,25.02,4.81
Jalen Brunson,4900,DAL,PG,HOU,,32.00,22.33,22,222.5,320,107,-0.75,33.01,18.68,23.58,4.81
Jimmy Butler,8200,PHI,SG,IND,,35.00,27.02,21,218,-250,112,112,61.36,21.20,39.26,4.79
Kevin Durant,10000,GSW,SF,PHO,,35.00,37.74,30,234,-2000,125.5,-0.5,70.17,24.41,47.77,4.78
James Harden,12200,HOU,SG,@ DAL,,36.00,41.81,25,222.5,-400,115.5,-0.25,81.66,40.77,58.33,4.78
Serge Ibaka,5400,TOR,PF,@ MIA,,26.00,28.12,5,214,105,106.25,106.25,46.78,8.06,25.83,4.78
Dirk Nowitzki,3800,DAL,PF,HOU,,19.00,31.94,17,222.5,320,107,-0.75,30.51,4.77,18.13,4.77
Anthony Tolliver,3600,MIN,PF,NYK,,20.00,33.21,26,223.5,-275,115,115,31.04,5.39,17.15,4.76
Julius Randle,9100,NOP,PF,@ ATL,,34.00,26.88,5,238,-118,119.75,119.75,76.94,18.92,43.2,4.75
Noah Vonleh,5200,NYK,PF,@ MIN,,28.00,34.05,23,223.5,230,108.5,108.5,42.00,10.57,24.65,4.74
Blake Griffin,8700,DET,PF,CHI,,35.00,27.88,8,214,-350,111.25,-1.25,73.21,23.65,41.2,4.74
Damyean Dotson,4800,NYK,SG,@ MIN,,29.00,23.91,6,223.5,230,108.5,108.5,38.99,10.80,22.64,4.72
Troy Daniels,3500,PHO,SG,@ GSW,,18.00,21.15,16,234,1200,108.5,-0.5,32.92,4.58,16.47,4.71
Ish Smith,4700,DET,PG,CHI,,24.00,18.54,3,214,-350,111.25,-1.25,41.30,6.63,22.11,4.7
Kevin Knox,4200,NYK,SF,@ MIN,,25.00,24.88,11,223.5,230,108.5,108.5,27.57,13.68,19.69,4.69
Reggie Jackson,5500,DET,PG,CHI,,28.00,42.38,26,214,-350,111.25,-1.25,39.06,14.11,25.75,4.68
Wesley Matthews,4700,IND,SG,@ PHI,,32.00,19.32,5,218,210,106,106,39.07,9.96,21.89,4.66
Norman Powell,3500,TOR,SF,@ MIA,,21.00,22.47,23,214,105,106.25,106.25,32.58,4.45,16.3,4.66
J.J. Redick,5500,PHI,SF,IND,,32.00,21.52,22,218,-250,112,112,43.21,10.38,25.63,4.66
Allonzo Trier,5000,NYK,SG,@ MIN,,27.00,24.88,11,223.5,230,108.5,108.5,32.51,18.39,23.22,4.64
Andre Drummond,10400,DET,C,CHI,,35.00,37.23,30,214,-350,111.25,-1.25,67.58,25.44,48.27,4.64
Kyle Lowry,8500,TOR,PG,@ MIA,,36.00,37.18,8,214,105,106.25,106.25,68.32,19.18,39.38,4.63
