Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Ersan Ilyasova,3600,MIL,PF,ORL,,25.00,32.84,24,221.5,-275,114,114,40.43,4.21,22.03,6.12
Jabari Parker,3900,WAS,SF,@ CHI,,24.00,31.44,20,227,-133,114.5,114.5,43.84,4.33,23.43,6.01
Khris Middleton,6500,MIL,SG,ORL,,34.00,25.49,16,221.5,-275,114,114,52.97,12.91,37.41,5.76
Delon Wright,4300,MEM,SG,NOP,,26.00,23.72,24,214.5,-118,108,108,39.85,10.01,24.42,5.68
Allonzo Trier,3700,NYK,SG,TOR,,25.00,27.76,24,215.5,750,101,101,28.80,15.55,20.57,5.56
Ivan Rabb,6400,MEM,PF,NOP,,32.00,32.19,13,214.5,-118,108,108,69.48,9.61,35.61,5.56
Lauri Markkanen,7900,CHI,PF,WAS,,37.00,27.18,5,227,115,112.5,112.5,75.71,21.32,42.99,5.44
JaMychal Green,3700,LAC,PF,@ BOS,,21.00,27.70,10,228.5,550,108.5,1,40.18,4.24,20.1,5.43
Marcus Morris,5100,BOS,PF,LAC,,28.00,24.84,13,228.5,-700,120,1,47.07,10.19,27.69,5.43
Jordan Clarkson,5600,CLE,SG,@ IND,,31.00,26.95,21,211,800,98.5,1.5,44.82,14.75,30.22,5.4
Kevin Knox,4900,NYK,SF,TOR,,35.00,27.76,24,215.5,750,101,101,36.88,20.86,26.34,5.38
John Collins,7400,ATL,PF,CHA,,30.00,30.59,5,228.5,110,113.5, ,72.15,15.45,39.62,5.35
Malcolm Brogdon,6300,MIL,SG,ORL,,31.00,40.55,22,221.5,-275,114,114,61.83,11.74,33.44,5.31
Dennis Smith Jr.,6500,NYK,PG,TOR,,34.00,33.90,1,215.5,750,101,101,58.34,14.22,34.26,5.27
Ivica Zubac,3900,LAC,C,@ BOS,,22.00,35.08,26,228.5,550,108.5,1,38.17,10.20,20.4,5.23
Steven Adams,6900,OKC,C,@ HOU,,34.00,29.16,3,236.5,120,117,0.25,61.38,16.31,35.85,5.2
Jaren Jackson,6900,MEM,PF,NOP,,33.00,33.60,27,214.5,-118,108,108,49.81,20.67,35.58,5.16
Bojan Bogdanovic,5800,IND,SF,CLE,,34.00,21.69,19,211,-1200,112.5,1,50.94,9.89,29.7,5.12
Larry Nance,6600,CLE,PF,@ IND,,30.00,28.08,11,211,800,98.5,1.5,67.19,4.44,33.61,5.09
David Nwaba,4200,CLE,SG,@ IND,,29.00,26.14,19,211,800,98.5,1.5,42.16,9.32,21.37,5.09
Avery Bradley,3600,MEM,SG,NOP,,29.00,17.35,2,214.5,-118,108,108,35.41,5.71,18.29,5.08
Dewayne Dedmon,5100,ATL,C,CHA,,25.00,30.59,5,228.5,110,113.5, ,41.91,11.45,25.84,5.07
Eric Gordon,4700,HOU,SG,OKC,,30.00,28.39,25,236.5,-138,119.5,0.75,39.73,8.12,23.82,5.07
Fred VanVleet,4600,TOR,PG,@ NYK,,27.00,18.55,4,215.5,-1100,114.5,114.5,44.29,6.22,23.31,5.07
Marvin Williams,5500,CHA,PF,@ ATL,,31.00,36.30,28,228.5,-125,115,-1,55.59,6.62,27.81,5.06
Eric Bledsoe,8200,MIL,PG,ORL,,33.00,40.55,22,221.5,-275,114,114,83.02,17.28,41.53,5.06
Darren Collison,6700,IND,PG,CLE,,32.00,22.19,20,211,-1200,112.5,1,55.20,15.69,33.6,5.01
Marquese Chriss,3500,CLE,PF,@ IND,,22.00,28.08,11,211,800,98.5,1.5,34.29,4.30,17.54,5.01
Collin Sexton,5200,CLE,PG,@ IND,,35.00,34.45,4,211,800,98.5,1.5,36.16,17.95,25.83,4.97
Trae Young,7300,ATL,PG,CHA,,31.00,35.47,8,228.5,110,113.5, ,50.71,28.69,36.22,4.96
Sterling Brown,3500,MIL,SG,ORL,,20.00,20.91,15,221.5,-275,114,114,34.64,5.10,17.33,4.95
Domantas Sabonis,6200,IND,PF,CLE,,25.00,32.73,17,211,-1200,112.5,1,56.85,4.45,30.68,4.95
Deng Adel,3500,CLE,SF,@ IND,,29.00,26.14,19,211,800,98.5,1.5,24.00,13.57,17.14,4.9
Taurean Prince,5100,ATL,SF,CHA,,30.00,25.05,15,228.5,110,113.5, ,45.53,9.73,24.95,4.89
Davis Bertans,4400,SAS,SF,@ UTA,,26.00,30.80,18,221,260,106.75,-0.75,43.02,7.02,21.52,4.89
Kemba Walker,10000,CHA,PG,@ ATL,,36.00,42.06,26,228.5,-125,115,-1,88.42,21.85,48.45,4.85
Bobby Portis,6500,WAS,PF,@ CHI,,28.00,27.19,8,227,-133,114.5,114.5,63.07,6.06,31.55,4.85
Damyean Dotson,3800,NYK,SG,TOR,,26.00,25.29,17,215.5,750,101,101,31.41,8.26,18.39,4.84
Michael Kidd-Gilchrist,3600,CHA,SF,@ ATL,,19.00,32.38,30,228.5,-125,115,-1,34.74,7.07,17.38,4.83
Trevor Ariza,6000,WAS,SF,@ CHI,,34.00,29.28,27,227,-133,114.5,114.5,42.70,8.98,28.89,4.82
