Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
DeMarre Carroll,4000,BKN,SF,@ WAS,,26.00,36.88,17,224.5,210,109,1.25,44.26,17.87,22.42,5.61
Garrett Temple,4600,MEM,SG,SAC,,35.00,39.25,26,212.5,-250,109.25,-1.5,46.99,18.04,25.06,5.45
Allen Crabbe,4200,BKN,SG,@ WAS,,30.00,42.74,29,224.5,210,109,1.25,42.63,14.77,22.59,5.38
Enes Kanter,6000,NYK,C,@ NOP,,25.00,59.67,28,227.5,500,108.25,-0.5,51.68,23.05,31.4,5.23
Emmanuel Mudiay,4000,NYK,PG,@ NOP,,22.00,59.07,30,227.5,500,108.25,-0.5,33.06,12.97,20.82,5.21
Mike Muscala,3600,PHI,C,UTA,,25.00,58.49,21,216.5,-143,109.75,0.25,37.40,18.71,18.71,5.2
Danny Green,4200,TOR,SG,@ BOS,,30.00,33.57,7,218,110,108,1.75,35.97,13.72,21.5,5.12
Tim Hardaway Jr.,7000,NYK,SG,@ NOP,,33.00,49.80,25,227.5,500,108.25,-0.5,65.40,24.27,35.74,5.11
Giannis Antetokounmpo,11500,MIL,SF,CHI,,35.00,50.21,21,225,-1200,119.75,0.75,81.77,25.64,58.41,5.08
Justise Winslow,5100,MIA,SF,@ IND,,30.00,32.01,3,214,180,104.25,1.25,47.04,15.19,25.92,5.08
Markieff Morris,4800,WAS,PF,BKN,,27.00,61.80,29,224.5,-250,115.5,0.75,41.80,13.47,24.23,5.05
Kevin Knox,4900,NYK,PF,@ NOP,,30.00,49.80,25,227.5,500,108.25,-0.5,29.97,5.10,24.63,5.03
Tyreke Evans,4200,IND,SF,MIA,,20.00,50.89,25,214,-214,109.75,1.75,33.07,11.43,21.08,5.02
Malcolm Brogdon,5400,MIL,SG,CHI,,33.00,47.34,17,225,-1200,119.75,0.75,49.14,19.26,27.12,5.02
Domantas Sabonis,6700,IND,PF,MIA,,29.00,53.44,15,214,-214,109.75,1.75,58.29,26.11,33.48,5
Iman Shumpert,3900,SAC,SG,@ MEM,,28.00,35.47,15,212.5,210,103.25, ,33.29,13.94,19.49,5
Spencer Dinwiddie,6000,BKN,PG,@ WAS,,30.00,54.91,28,224.5,210,109,1.25,53.96,20.98,29.93,4.99
D'Angelo Russell,7200,BKN,SG,@ WAS,,32.00,54.91,28,224.5,210,109,1.25,58.35,17.77,35.69,4.96
Khris Middleton,7500,MIL,SG,CHI,,34.00,37.53,2,225,-1200,119.75,0.75,70.73,26.59,37.09,4.95
