Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Jabari Parker,3900,WAS,SF,@ DET,,26.00,29.53,11,225,210,109.5,1.75,47.15,4.66,25.2,6.46
Josh Okogie,3500,MIN,SG,LAC,,32.00,25.04,12,233,-175,118.25,4.75,29.50,16.69,21.07,6.02
Ivica Zubac,3900,LAC,C,@ MIN,,24.00,30.64,7,233,150,114.75,5.75,43.29,11.57,23.14,5.93
Chasson Randle,3500,WAS,SG,@ DET,,29.00,39.97,20,225,210,109.5,1.75,41.40,4.97,20.71,5.92
Dario Saric,3700,MIN,PF,LAC,,26.00,33.54,26,233,-175,118.25,4.75,37.33,6.44,21.91,5.92
Kevin Knox,4600,NYK,SF,@ CLE,,34.00,24.77,11,209,105,103.75,-1,37.77,18.75,26.98,5.87
Malik Beasley,4600,DEN,SG,MIA,,32.00,27.33,25,213,-450,111.25,111.25,49.51,8.15,25.22,5.48
Allonzo Trier,3600,NYK,SG,@ CLE,,24.00,24.77,11,209,105,103.75,-1,27.55,15.59,19.68,5.47
Brandon Knight,3500,CLE,PG,NYK,,24.00,43.59,28,209,-118,105.25,-1,28.70,6.40,19.11,5.46
Steven Adams,6900,OKC,C,POR,,35.00,30.89,9,231.5,-188,118,-0.5,64.35,17.09,37.48,5.43
Will Barton,5400,DEN,SF,MIA,,30.00,22.45,2,213,-450,111.25,111.25,50.28,11.30,29.13,5.39
Rodions Kurucs,3500,BKN,PF,@ TOR,,24.00,29.38,10,227,450,108.5,0.25,26.31,13.06,18.79,5.37
Marquese Chriss,3600,CLE,PF,NYK,,23.00,33.28,25,209,-118,105.25,-1,37.75,4.59,19.3,5.36
Rondae Hollis-Jefferson,4200,BKN,PF,@ TOR,,24.00,29.38,10,227,450,108.5,0.25,44.01,5.56,22.24,5.3
Dion Waiters,4400,MIA,SG,@ DEN,,32.00,24.13,8,213,360,101.75,101.75,36.08,9.73,23.16,5.26
Kevin Love,4600,CLE,PF,NYK,,19.00,33.28,25,209,-118,105.25,-1,36.53,10.90,24.16,5.25
Blake Griffin,9000,DET,PF,WAS,,36.00,30.27,16,225,-250,115.5,3.25,83.16,26.86,46.8,5.2
Dennis Smith Jr.,6900,NYK,PG,@ CLE,,33.00,43.79,29,209,105,103.75,-1,63.95,15.59,35.43,5.13
Jordan Clarkson,5800,CLE,SG,NYK,,31.00,24.55,9,209,-118,105.25,-1,59.47,10.35,29.75,5.13
Jeff Teague,5600,MIN,PG,LAC,,28.00,41.35,25,233,-175,118.25,4.75,48.25,14.77,28.74,5.13
Michael Kidd-Gilchrist,3600,CHA,SF,@ IND,,21.00,25.91,21,215,200,105,-0.25,36.70,7.47,18.36,5.1
Bam Adebayo,4100,MIA,PF,@ DEN,,22.00,33.09,19,213,360,101.75,101.75,34.63,5.35,20.91,5.1
Domantas Sabonis,6200,IND,PF,CHA,,25.00,31.52,10,215,-225,110,-0.25,58.48,4.58,31.56,5.09
Bojan Bogdanovic,5800,IND,SF,CHA,,33.00,24.99,28,215,-225,110,-0.25,50.20,9.75,29.27,5.05
Patrick Beverley,5100,LAC,PG,@ MIN,,30.00,19.62,9,233,150,114.75,5.75,45.63,9.63,25.69,5.04
Kawhi Leonard,9900,TOR,SF,BKN,,35.00,25.04,13,227,-550,118.5,0.25,74.85,19.97,49.8,5.03
Darren Collison,6700,IND,PG,CHA,,32.00,21.52,16,215,-225,110,-0.25,55.12,15.67,33.55,5.01
