Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Rodney McGruder,3500,MIA,SG,CHA,,32.00, , ,220,-160,111.75,111.75,42.88,17.73,22.3,6.37
Antonio Blakeney,3600,CHI,SG,DET,,24.00, , ,216.5,167,106,106,38.38,14.68,22.94,6.37
Kyle O'Quinn,3500,IND,C,BKN,,16.00, , ,214,-380,111.25,111.25,40.00,15.89,21.3,6.09
Bobby Portis,5900,CHI,PF,DET,,32.00, , ,216.5,167,106,106,63.92,27.65,35.63,6.04
Derrick Jones,3500,MIA,SF,CHA,,23.00, , ,220,-160,111.75,111.75,39.13,17.22,20.65,5.9
Terry Rozier,4800,BOS,PG,@ NYK,,25.00, , ,210.5,-500,110,110,47.56,17.58,27.21,5.67
Fred VanVleet,4500,TOR,PG,@ WAS,,28.00, , ,219.5,105,108.75,108.75,43.03,18.45,25.27,5.62
Rajon Rondo,4700,LAL,PG,HOU,,27.00, , ,237,135,116.75,116.75,45.39,18.56,26.07,5.55
Cameron Payne,3900,CHI,PG,DET,,24.00, , ,216.5,167,106,106,38.52,14.20,21.64,5.55
Norman Powell,3500,TOR,SF,@ WAS,,25.00, , ,219.5,105,108.75,108.75,38.06,17.07,19.24,5.5
Thaddeus Young,5200,IND,PF,BKN,,30.00, , ,214,-380,111.25,111.25,51.01,22.25,28.42,5.47
Jamal Murray,6000,DEN,PG,PHO,,33.00, , ,224,-600,117.25,117.25,55.76,22.40,32.42,5.4
Jeff Green,3900,WAS,SF,TOR,,26.00, , ,219.5,-125,110.75,110.75,39.95,17.15,20.84,5.34
Derrick Rose,4000,MIN,PG,@ DAL,,26.00, , ,220,105,109.25,-0.25,42.58,21.30,21.3,5.33
Patty Mills,4000,SAS,PG,@ POR,,30.00, , ,214,157,105,105,42.50,21.26,21.26,5.32
Dario Saric,5700,PHI,PF,ORL,,30.00, , ,217.5,-1400,115,115,48.82,17.37,30.06,5.27
Kelly Olynyk,5000,MIA,PF,CHA,,24.00, , ,220,-160,111.75,111.75,44.38,18.07,26.34,5.27
James Ennis,3500,HOU,SF,@ LAL,,27.00, , ,237,-155,120.25,120.25,35.84,17.24,18.03,5.15
Danny Green,5000,TOR,SG,@ WAS,,33.00, , ,219.5,105,108.75,108.75,44.78,19.52,25.72,5.14
Aron Baynes,3600,BOS,C,@ NYK,,19.00, , ,210.5,-500,110,110,31.79,14.54,18.47,5.13
Marcus Smart,4900,BOS,SG,@ NYK,,27.00, , ,210.5,-500,110,110,46.55,18.79,25.16,5.13
C.J. Miles,3500,TOR,SF,@ WAS,,20.00, , ,219.5,105,108.75,108.75,35.74,15.64,17.88,5.11
Ryan Arcidiacono,3600,CHI,PG,DET,,22.00, , ,216.5,167,106,106,35.40,14.18,18.37,5.1
Spencer Dinwiddie,5600,BKN,PG,@ IND,,31.00, , ,214,300,102.75,102.75,51.57,19.05,28.43,5.08
Pau Gasol,5300,SAS,C,@ POR,,21.19, , ,214,157,105,105,48.31,16.26,26.75,5.05
D.J. Augustin,4700,ORL,PG,@ PHI,,27.00, , ,217.5,850,102.5,102.5,40.79,21.18,23.74,5.05
Reggie Bullock,4300,DET,SG,@ CHI,,29.00, , ,216.5,-195,110.5,110.5,39.91,14.76,21.61,5.03
Jaylen Brown,5300,BOS,SG,@ NYK,,30.00, , ,210.5,-500,110,110,50.68,18.00,26.55,5.01
Ish Smith,4000,DET,PG,@ CHI,,23.00, , ,216.5,-195,110.5,110.5,40.02,16.92,20.02,5.01
Kyle Lowry,8200,TOR,PG,@ WAS,,35.00, , ,219.5,105,108.75,108.75,66.29,26.35,40.92,4.99
