Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Collin Sexton,4000,CLE,PG,OKC,,30.00,45.74,10,219,210,106.5,-1.25,30.47,4.62,25.52,6.38
Derrick White,3700,SAS,PG,@ MIA,,27.00,36.89,2,218,105,108,0.5,43.88,21.95,21.95,5.93
Derrick Rose,5500,MIN,PG,@ LAL,,35.00,54.19,26,236.5,195,115.5,-0.5,48.84,17.89,31.55,5.74
Davis Bertans,3500,SAS,SF,@ MIA,,26.00,47.10,4,218,105,108,0.5,36.23,13.55,19.72,5.63
Tyler Johnson,4100,MIA,PG,SAS,,31.00,51.29,24,218,-125,110,1,42.99,18.31,22.6,5.51
Dario Saric,4700,PHI,PF,@ IND,,30.00,47.00,14,216.5,125,107,107,42.08,13.65,25.85,5.5
Anthony Davis,11800,NOP,PF,CHI,,38.00,77.62,30,229.5,-750,120,120,100.90,31.12,63.38,5.37
DeAndre Bembry,4900,ATL,SF,NYK,,30.00,35.69,14,221.5,-105,110.25, ,44.16,16.63,26.32,5.37
Brandon Ingram,5900,LAL,PF,MIN,,34.00,53.61,27,236.5,-230,121, ,55.87,18.21,30.92,5.24
Cedi Osman,5900,CLE,SF,OKC,,35.00,35.00,12,219,210,106.5,-1.25,49.27,13.68,30.68,5.2
Jordan Clarkson,4700,CLE,SG,OKC,,28.00,45.23,13,219,210,106.5,-1.25,48.82,20.05,24.42,5.2
Cameron Payne,4400,CHI,PG,@ NOP,,26.00,57.75,29,229.5,550,109.5,109.5,38.38,14.89,22.39,5.09
Domantas Sabonis,6100,IND,PF,PHI,,27.00,54.12,18,216.5,-145,109.5,109.5,58.06,26.27,30.98,5.08
Rodney McGruder,5100,MIA,SG,SAS,,33.00,31.90,5,218,-125,110,1,45.00,17.71,25.82,5.06
Joe Ingles,6000,UTA,SF,DAL,,33.00,32.36,6,215.5,-500,112.5,-1.5,53.07,19.87,30.24,5.04
Terrence Ross,4800,ORL,SG,DET,,30.00,38.98,23,209.5,110,103.75,103.75,48.28,23.42,24.19,5.04
Dennis Schroder,7000,OKC,SG,@ CLE,,33.00,48.70,20,219,-250,112.5,-0.75,52.84,16.33,34.97,5
Garrett Temple,4200,MEM,SG,DEN,,30.00,34.06,11,205.5,135,100.75,100.75,38.56,15.63,20.98,5
Jrue Holiday,8800,NOP,SG,CHI,,38.00,45.81,11,229.5,-750,120,120,71.17,21.27,43.85,4.98
Kyle Kuzma,6300,LAL,PF,MIN,,32.00,54.16,26,236.5,-230,121, ,48.14,19.49,31.38,4.98
Jakob Poeltl,3500,SAS,C,@ MIA,,18.00,54.78,20,218,105,108,0.5,34.86,15.42,17.44,4.98
Wayne Ellington,3500,MIA,SG,SAS,,23.00,36.17,16,218,-125,110,1,33.20,14.10,17.43,4.98
LaMarcus Aldridge,8000,SAS,PF,@ MIA,,35.00,47.10,4,218,105,108,0.5,63.94,20.37,39.79,4.97
Josh Richardson,7600,MIA,SF,SAS,,36.00,47.28,20,218,-125,110,1,63.43,23.51,37.31,4.91
Mike Conley,7300,MEM,PG,DEN,,32.00,49.10,25,205.5,135,100.75,100.75,58.69,20.85,35.7,4.89
Justise Winslow,5700,MIA,SF,SAS,,32.00,36.17,16,218,-125,110,1,45.54,15.61,27.87,4.89
Iman Shumpert,3600,SAC,SG,TOR,,23.00,31.61,3,232,300,112,0.75,29.74,13.45,17.35,4.82
Danny Green,5000,TOR,SG,@ SAC,,30.00,36.29,17,232,-380,120,0.75,38.05,14.88,24.08,4.82
Ish Smith,4600,DET,PG,@ ORL,,27.00,42.35,13,209.5,-130,105.75,105.75,35.88,14.97,22.15,4.82
Paul George,10500,OKC,SF,@ CLE,,38.00,43.10,4,219,-250,112.5,-0.75,82.87,31.75,50.56,4.82
Jeremy Lin,3800,ATL,PG,NYK,,19.00,41.12,1,221.5,-105,110.25, ,35.37,18.31,18.31,4.82
Glenn Robinson,3800,DET,SF,@ ORL,,27.00,31.51,5,209.5,-130,105.75,105.75,32.90,11.42,18.27,4.81
Julius Randle,7200,NOP,C,CHI,,26.00,77.62,30,229.5,-750,120,120,60.44,27.19,34.5,4.79
Rodney Hood,5100,CLE,SG,OKC,,30.00,45.23,13,219,210,106.5,-1.25,44.66,15.48,24.42,4.79
Aaron Gordon,8100,ORL,PF,DET,,34.00,39.36,1,209.5,110,103.75,103.75,61.63,22.14,38.71,4.78
Harrison Barnes,5100,DAL,SF,@ UTA,,32.00,49.08,19,215.5,390,103,-1.5,38.38,14.13,24.4,4.78
Justin Jackson,3700,SAC,SF,TOR,,26.00,31.61,3,232,300,112,0.75,35.28,17.65,17.65,4.77
Damyean Dotson,5200,NYK,SG,@ ATL,,32.00,42.94,28,221.5,-115,111.25, ,41.97,14.41,24.76,4.76
Pascal Siakam,5800,TOR,PF,@ SAC,,30.00,58.54,26,232,-380,120,0.75,44.46,14.32,27.6,4.76
Alex Abrines,4100,OKC,SG,@ CLE,,28.00,38.28,21,219,-250,112.5,-0.75,38.98,19.50,19.5,4.76
Jimmy Butler,9200,MIN,SG,@ LAL,,37.00,49.79,24,236.5,195,115.5,-0.5,72.17,24.80,43.74,4.75
LeBron James,11200,LAL,SF,MIN,,35.00,54.16,26,236.5,-230,121, ,75.69,18.37,53.08,4.74
Steven Adams,7800,OKC,C,@ CLE,,35.00,59.24,27,219,-250,112.5,-0.75,57.27,21.98,36.88,4.73
Markelle Fultz,4800,PHI,SG,@ IND,,25.00,43.29,6,216.5,125,107,107,35.34,12.60,22.67,4.72
Marvin Bagley III,5000,SAC,PF,TOR,,22.00,43.15,5,232,300,112,0.75,28.60,4.62,23.58,4.72
E'Twaun Moore,4700,NOP,SF,CHI,,30.00,39.50,24,229.5,-750,120,120,37.60,13.94,22.17,4.72
Kelly Olynyk,4900,MIA,PF,SAS,,24.00,45.15,1,218,-125,110,1,37.28,13.52,23.11,4.72
Nikola Vucevic,8800,ORL,C,DET,,31.00,55.23,15,209.5,110,103.75,103.75,65.99,24.85,41.48,4.71
J.J. Redick,5200,PHI,SG,@ IND,,30.00,34.96,17,216.5,125,107,107,48.36,19.94,24.5,4.71
