Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Jonas Jerebko,3800,GSW,PF,@ ATL,,25.00,54.41,29,235.5,-667,123.25,2,34.30,14.81,22.93,6.03
Julius Randle,7100,NOP,C,LAC,,32.00,54.18,15,235,-118,118.25,-1.75,58.02,31.45,41.77,5.88
Tomas Satoransky ,3800,WAS,PG,@ NYK,,23.00,46.45,9,228.5,-125,115.25,0.5,31.38,12.36,21.96,5.78
Jordan Bell,3500,GSW,C,@ ATL,,20.00,60.01,27,235.5,-667,123.25,2,32.33,16.56,19.57,5.59
Allen Crabbe,4300,BKN,SG,CLE,,30.00,35.09,13,210.5,-250,108.25,-0.75,37.73,15.57,23.7,5.51
Taurean Prince,5600,ATL,SF,GSW,,32.00,34.14,10,235.5,500,112.25,1.5,43.35,18.54,30.79,5.5
Shabazz Napier,4100,BKN,PG,CLE,,24.00,43.98,20,210.5,-250,108.25,-0.75,40.83,18.04,22.19,5.41
Alec Burks,4000,CLE,SG,@ BKN,,26.00,41.65,6,210.5,210,102.25,-0.75,36.16,21.55,21.55,5.39
Larry Nance,5300,CLE,PF,@ BKN,,27.00,58.20,24,210.5,210,102.25,-0.75,43.58,22.36,28.3,5.34
Patrick Beverley,3700,LAC,PG,@ NOP,,22.00,57.54,30,235,105,116.75,-0.75,36.66,19.45,19.45,5.26
E'Twaun Moore,4600,NOP,SF,LAC,,32.00,33.52,8,235,-118,118.25,-1.75,37.38,16.66,24.21,5.26
Tim Hardaway Jr.,7300,NYK,SG,WAS,,36.00,44.79,14,228.5,110,113.25, ,59.03,26.45,38.33,5.25
Nikola Jokic,8500,DEN,C,@ TOR,,32.00,53.74,11,218,240,105.5,105.5,58.49,17.72,44.31,5.21
Trey Lyles,3700,DEN,PF,@ TOR,,18.00,46.19,11,218,240,105.5,105.5,30.33,16.53,19.26,5.21
Andrew Wiggins,5900,MIN,SG,HOU,,33.00,44.08,9,222.5,110,110.25,0.75,39.65,17.27,30.29,5.13
Karl-Anthony Towns,9400,MIN,C,HOU,,36.00,54.62,16,222.5,110,110.25,0.75,64.85,27.37,48.11,5.12
Rondae Hollis-Jefferson,6000,BKN,PF,CLE,,30.00,43.86,7,210.5,-250,108.25,-0.75,46.71,19.81,30.57,5.1
Kelly Oubre,4300,WAS,SF,@ NYK,,24.00,37.60,19,228.5,-125,115.25,0.5,38.57,17.86,21.83,5.08
Danny Green,4700,TOR,SG,DEN,,30.00,32.86,6,218,-275,112.5,112.5,34.06,16.47,23.8,5.06
Spencer Dinwiddie,6300,BKN,PG,CLE,,31.00,51.13,25,210.5,-250,108.25,-0.75,49.69,22.09,31.83,5.05
Anthony Davis,12700,NOP,PF,LAC,,37.00,54.18,15,235,-118,118.25,-1.75,92.89,33.44,64.06,5.04
Tristan Thompson,6700,CLE,C,@ BKN,,35.00,64.84,30,210.5,210,102.25,-0.75,46.47,20.32,33.75,5.04
Ed Davis,3700,BKN,PF,CLE,,18.00,51.57,12,210.5,-250,108.25,-0.75,34.09,13.94,18.66,5.04
Langston Galloway,3700,DET,SG,OKC,,24.00,39.61,28,218,115,108,-1.75,32.54,16.22,18.66,5.04
Andre Iguodala,3800,GSW,SG,@ ATL,,22.00,43.13,30,235.5,-667,123.25,2,29.30,11.20,19.05,5.01
Kevin Huerter,4200,ATL,SG,GSW,,27.00,38.59,23,235.5,500,112.25,1.5,23.24,8.57,21.05,5.01
Kevon Looney,3800,GSW,C,@ ATL,,21.00,60.01,27,235.5,-667,123.25,2,27.43,12.10,18.93,4.98
Jeff Green,4100,WAS,SF,@ NYK,,26.00,55.98,30,228.5,-125,115.25,0.5,30.22,15.14,20.32,4.96
Taj Gibson,4300,MIN,PF,HOU,,24.00,54.01,17,222.5,110,110.25,0.75,28.81,11.77,21.14,4.92
Noah Vonleh,5500,NYK,PF,WAS,,30.00,49.79,19,228.5,110,113.25, ,38.21,17.62,27.02,4.91
Jarrett Allen,6300,BKN,C,CLE,,29.00,51.57,12,210.5,-250,108.25,-0.75,42.55,18.74,30.88,4.9
James Ennis,3900,HOU,SF,@ MIN,,29.00,38.10,22,222.5,-125,112.25,1.25,30.28,14.80,19.07,4.89
Reggie Bullock,4600,DET,SG,OKC,,30.00,38.03,21,218,115,108,-1.75,36.58,15.41,22.47,4.88
Chris Paul,8200,HOU,PG,@ MIN,,35.00,42.98,2,222.5,-125,112.25,1.25,54.56,19.14,39.88,4.86
John Wall,9500,WAS,PG,@ NYK,,35.00,46.45,9,228.5,-125,115.25,0.5,52.07,18.13,46.12,4.85
John Collins,7100,ATL,PF,GSW,,30.00,49.92,6,235.5,500,112.25,1.5,52.78,21.50,34.34,4.84
Steven Adams,7300,OKC,C,@ DET,,34.00,52.81,13,218,-133,110,-0.75,46.44,23.20,35.26,4.83
Clint Capela,8700,HOU,C,@ MIN,,35.00,54.66,18,222.5,-125,112.25,1.25,61.59,26.47,42.01,4.83
Dario Saric,4500,MIN,PF,HOU,,24.00,43.49,5,222.5,110,110.25,0.75,36.52,17.66,21.75,4.83
Jonas Valanciunas,4800,TOR,C,DEN,,19.00,48.87,4,218,-275,112.5,112.5,41.91,21.29,23.14,4.82
Emmanuel Mudiay,5000,NYK,PG,WAS,,28.00,46.94,28,228.5,110,113.25, ,31.35,13.28,24.02,4.8
Eric Gordon,5500,HOU,SG,@ MIN,,31.00,47.26,21,222.5,-125,112.25,1.25,40.37,19.53,26.32,4.79
Blake Griffin,9200,DET,PF,OKC,,36.00,44.59,1,218,115,108,-1.75,56.42,21.23,43.87,4.77
Bradley Beal,8100,WAS,SG,@ NYK,,35.00,44.30,10,228.5,-125,115.25,0.5,60.94,26.24,38.64,4.77
Andre Drummond,10000,DET,C,OKC,,34.00,50.27,7,218,115,108,-1.75,57.37,21.74,47.57,4.76
Dennis Schroder,5800,OKC,SG,@ DET,,29.00,47.01,11,218,-133,110,-0.75,42.11,21.70,27.61,4.76
Paul George,8600,OKC,SF,@ DET,,36.00,41.47,2,218,-133,110,-0.75,57.00,25.21,40.92,4.76
Jeff Teague,6900,MIN,PG,HOU,,33.00,47.41,12,222.5,110,110.25,0.75,46.68,16.68,32.71,4.74
Cedi Osman,5000,CLE,SF,@ BKN,,32.00,31.64,3,210.5,210,102.25,-0.75,29.62,10.99,23.68,4.74
Jamal Murray,7000,DEN,PG,@ TOR,,36.00,45.05,4,218,240,105.5,105.5,51.59,21.26,33.11,4.73
Jared Dudley,3500,BKN,SF,CLE,,21.00,37.25,17,210.5,-250,108.25,-0.75,29.54,14.48,16.57,4.73
Russell Westbrook,11400,OKC,PG,@ DET,,36.00,47.01,11,218,-133,110,-0.75,59.86,18.41,53.83,4.72
Avery Bradley,4100,LAC,SG,@ NOP,,30.00,35.58,17,235,105,116.75,-0.75,28.51,12.72,19.33,4.71
Mario Hezonja,3700,NYK,SF,WAS,,17.00,39.31,25,228.5,110,113.25, ,26.22,11.11,17.41,4.71
Dewayne Dedmon,5000,ATL,C,GSW,,22.00,49.92,6,235.5,500,112.25,1.5,33.41,14.11,23.51,4.7
Tim Frazier,5200,NOP,PG,LAC,,28.00,43.59,17,235,-118,118.25,-1.75,38.43,16.66,24.29,4.67
Stephen Curry,9700,GSW,PG,@ ATL,,31.00,51.55,27,235.5,-667,123.25,2,62.69,24.58,45.1,4.65
Terrance Ferguson,3500,OKC,SG,@ DET,,22.00,39.57,27,218,-133,110,-0.75,21.14,14.63,16.26,4.65
