Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Cheick Diallo,3800,NOP,PF,LAL,,26.00,34.04,26,233,230,113.25,113.25,56.79,8.61,28.41,7.48
Kyle O'Quinn,3500,IND,C,@ WAS,,20.00,33.66,25,226.5,-110,113.75,2.5,52.15,5.22,26.09,7.45
Ivan Rabb,3800,MEM,PF,@ CLE,,27.00,33.52,25,208.5,105,103.5,3.25,41.06,13.96,26.39,6.94
Kent Bazemore,4800,ATL,SG,PHO,,31.00,23.60,3,233.5,-150,118.5,0.75,56.43,11.50,32.58,6.79
Taj Gibson,3900,MIN,PF,@ MIL,,30.00,25.50,1,230,600,108.5,0.75,52.39,10.93,26.21,6.72
Miles Bridges,3600,CHA,SF,BKN,,26.00,29.06,8,227.5,-160,115.5,1.25,33.39,18.03,23.85,6.63
Jahlil Okafor,4500,NOP,C,LAL,,27.00,34.04,26,233,230,113.25,113.25,57.81,6.94,28.92,6.43
Kelly Oubre,5200,PHO,SF,@ ATL,,32.00,32.07,30,233.5,130,115,-0.25,52.57,10.16,32.55,6.26
Stanley Johnson,3500,NOP,SF,LAL,,25.00,25.85,19,233,230,113.25,113.25,42.34,4.86,21.88,6.25
Domantas Sabonis,6000,IND,PF,@ WAS,,28.00,32.49,19,226.5,-110,113.75,2.5,68.85,5.39,36.66,6.11
Boban Marjanovic,5000,PHI,C,POR,,25.00,30.92,10,229.5,-143,115.75, ,48.05,12.91,30.09,6.02
Kevin Love,5700,CLE,PF,MEM,,27.00,28.45,9,208.5,-118,105,2.75,52.19,14.60,34.27,6.01
Derrick Jones,3500,MIA,SF,DET,,23.00,23.22,27,209.5,-160,106.5,2,40.04,6.17,20.03,5.72
Dwyane Wade,5400,MIA,SG,DET,,28.00,24.21,7,209.5,-160,106.5,2,47.41,8.87,29.95,5.55
Steven Adams,6400,OKC,C,SAC,,33.00,32.43,18,238.5,-225,122.75, ,60.63,16.10,35.31,5.52
Jeff Green,5000,WAS,SF,IND,,30.00,24.97,2,226.5,-105,112.75,2.5,52.81,10.10,27.29,5.46
Austin Rivers,3700,HOU,SG,@ GSW,,30.00,18.70,5,231.5,600,109.75,-3.5,40.02,4.62,20.02,5.41
Bobby Portis,6600,WAS,PF,IND,,30.00,30.33,14,226.5,-105,112.75,2.5,71.22,6.59,35.63,5.4
Chris Paul,8000,HOU,PG,@ GSW,,35.00,38.35,17,231.5,600,109.75,-3.5,62.77,19.53,42.82,5.35
Buddy Hield,6300,SAC,SG,@ OKC,,32.00,22.96,26,238.5,190,115.75, ,59.14,14.02,33.62,5.34
Kenrich Williams,6100,NOP,SF,LAL,,35.00,25.85,19,233,230,113.25,113.25,45.39,18.84,32.42,5.31
Tyler Johnson,4700,PHO,PG,@ ATL,,30.00,41.36,25,233.5,130,115,-0.25,41.35,8.25,24.76,5.27
John Collins,7600,ATL,PF,PHO,,33.00,34.65,27,233.5,-150,118.5,0.75,72.91,16.02,40.04,5.27
Kelly Olynyk,4500,MIA,PF,DET,,28.00,28.40,8,209.5,-160,106.5,2,37.71,8.00,23.67,5.26
Eric Bledsoe,6300,MIL,PG,MIN,,31.00,37.22,12,230,-800,121.5,1.75,66.09,13.75,33.06,5.25
DeMarcus Cousins,7800,GSW,C,HOU,,29.00,32.47,19,231.5,-800,121.75, ,59.12,22.15,40.86,5.24
Salah Mejri,3500,DAL,C,@ UTA,,18.00,30.00,7,213,550,100.75,-1.75,36.41,6.11,18.35,5.24
Khris Middleton,6400,MIL,SG,MIN,,32.00,24.91,13,230,-800,121.5,1.75,47.22,11.51,33.35,5.21
Jalen Brunson,3800,DAL,PG,@ UTA,,30.00,19.14,8,213,550,100.75,-1.75,27.72,15.42,19.8,5.21
Darren Collison,6300,IND,PG,@ WAS,,32.00,22.56,20,226.5,-110,113.75,2.5,53.56,14.88,32.84,5.21
Elfrid Payton,5100,NOP,PG,LAL,,28.00,16.42,1,233,230,113.25,113.25,41.52,12.48,26.38,5.17
Gerald Green,3700,HOU,SF,@ GSW,,30.00,27.81,23,231.5,600,109.75,-3.5,33.59,5.45,19.04,5.15
Nicolas Batum,5200,CHA,SF,BKN,,34.00,24.90,15,227.5,-160,115.5,1.25,46.34,11.53,26.68,5.13
Maurice Harkless,3600,POR,SF,@ PHI,,25.00,24.84,14,229.5,125,113.75, ,36.90,6.79,18.46,5.13
Otto Porter,6800,CHI,SF,BOS,,35.00,21.42,4,220,500,104.75,-0.5,63.12,12.67,34.72,5.11
Josh Jackson,5900,PHO,PF,@ ATL,,30.00,29.35,28,233.5,130,115,-0.25,56.11,13.52,30.12,5.11
Rodney Hood,3600,POR,SF,@ PHI,,25.00,26.83,20,229.5,125,113.75, ,30.65,5.06,18.34,5.09
Trae Young,8500,ATL,PG,PHO,,34.00,40.30,21,233.5,-150,118.5,0.75,60.52,25.12,43.23,5.09
Brook Lopez,5300,MIL,C,MIN,,28.00,33.49,23,230,-800,121.5,1.75,51.17,10.77,26.93,5.08
De'Aaron Fox,7200,SAC,PG,@ OKC,,33.00,38.02,15,238.5,190,115.75, ,58.29,17.97,36.59,5.08
Devin Booker,8200,PHO,SG,@ ATL,,35.00,41.36,25,233.5,130,115,-0.25,74.87,17.56,41.62,5.08
Thaddeus Young,6000,IND,PF,@ WAS,,33.00,27.63,4,226.5,-110,113.75,2.5,51.58,13.12,30.43,5.07
Julius Randle,7900,NOP,PF,LAL,,32.00,33.17,21,233,230,113.25,113.25,71.09,17.42,39.78,5.04
Draymond Green,6700,GSW,PF,HOU,,32.00,32.47,19,231.5,-800,121.75, ,49.47,15.91,33.63,5.02
Bogdan Bogdanovic,5800,SAC,SG,@ OKC,,30.00,27.79,22,238.5,190,115.75, ,47.84,11.29,28.96,4.99
Justin Holiday,3900,MEM,SG,@ CLE,,28.00,21.81,20,208.5,105,103.5,3.25,34.22,11.08,19.4,4.97
Jarrett Allen,6200,BKN,C,@ CHA,,28.00,28.89,5,227.5,138,112,-0.25,61.53,13.30,30.78,4.96
Dwight Powell,5000,DAL,C,@ UTA,,30.00,32.19,18,213,550,100.75,-1.75,49.48,7.72,24.75,4.95
Caris LeVert,5900,BKN,SG,@ CHA,,27.00,34.75,3,227.5,138,112,-0.25,45.43,12.43,29.18,4.95
Dewayne Dedmon,5400,ATL,C,PHO,,25.00,33.10,21,233.5,-150,118.5,0.75,43.00,11.29,26.51,4.91
Josh Richardson,6000,MIA,SF,DET,,35.00,24.21,7,209.5,-160,106.5,2,47.18,11.83,29.43,4.91
