Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Mason Plumlee,4300,DEN,C,PHO,,30.00,60.61,28,222,-1600,118.5,118.5,77.46,11.08,38.75,9.01
Shabazz Napier,3800,BKN,PG,NYK,,27.00,42.53,22,221.5,-450,115.25,-1.75,53.72,7.68,27.34,7.19
Derrick Jones,3700,MIA,SF,@ CLE,,26.00,36.74,19,207,-400,107.75,-1.75,48.96,7.54,24.49,6.62
Will Barton,5100,DEN,SF,PHO,,28.00,48.01,24,222,-1600,118.5,118.5,52.43,17.21,32.91,6.45
Bobby Portis,5300,CHI,PF,LAC,,30.00,60.65,29,222.5,150,109,109,65.61,6.07,32.82,6.19
Jerryd Bayless,4000,MIN,PG,@ UTA,,34.00,40.04,1,218,400,104,-2,45.70,6.01,22.86,5.72
Michael Kidd-Gilchrist,3600,CHA,SF,@ MIL,,23.00,38.42,22,229.5,550,109,0.5,40.70,8.29,20.36,5.66
Elie Okobo,3600,PHO,PG,@ DEN,,28.00,38.82,7,222,1000,103.5,103.5,28.18,15.94,20.13,5.59
Jamal Murray,6900,DEN,PG,PHO,,34.00,51.77,24,222,-1600,118.5,118.5,58.70,13.65,38.44,5.57
Gary Harris,4400,DEN,SF,PHO,,28.00,48.01,24,222,-1600,118.5,118.5,34.31,8.73,24.51,5.57
Shai Gilgeous-Alexander,4300,LAC,PG,@ CHI,,30.00,39.88,11,222.5,-175,113.5,113.5,33.19,19.18,23.71,5.51
Kelly Oubre,6000,PHO,SF,@ DEN,,34.00,37.31,17,222,1000,103.5,103.5,58.45,9.14,32.42,5.4
Trey Burke,3700,NYK,PG,@ BKN,,20.00,49.52,14,221.5,360,106.25,-0.75,34.67,5.85,19.95,5.39
Austin Rivers,4500,HOU,SG,TOR,,37.00,40.09,14,228,138,112.25,112.25,48.42,5.59,24.22,5.38
Patrick Beverley,4800,LAC,PG,@ CHI,,34.00,39.88,11,222.5,-175,113.5,113.5,45.64,9.64,25.71,5.36
Josh Jackson,5300,PHO,PF,@ DEN,,32.00,42.60,4,222,1000,103.5,103.5,52.85,12.74,28.37,5.35
Allonzo Trier,5000,NYK,SG,@ BKN,,32.00,44.29,11,221.5,360,106.25,-0.75,37.37,21.14,26.69,5.34
Justin Holiday,4900,MEM,SG,SAC,,35.00,40.80,29,214,-125,108,108,45.92,14.86,26.03,5.31
Noah Vonleh,5900,NYK,PF,@ BKN,,32.00,58.80,25,221.5,360,106.25,-0.75,53.22,13.40,31.23,5.29
DeMarre Carroll,4700,BKN,SF,NYK,,30.00,41.23,28,221.5,-450,115.25,-1.75,49.72,6.42,24.87,5.29
Pascal Siakam,6200,TOR,PF,@ HOU,,32.00,53.79,11,228,-175,115.75,115.75,51.60,16.09,32.7,5.27
D.J. Wilson,3800,MIL,PF,CHA,,20.00,48.24,20,229.5,-700,120.5,0.5,40.06,4.81,20.04,5.27
Eric Gordon,5400,HOU,SG,TOR,,36.00,48.56,26,228,138,112.25,112.25,47.24,9.66,28.32,5.24
Ante Zizic,5400,CLE,C,MIA,,30.00,49.37,3,207,320,99.25,-1.25,47.00,11.95,28.26,5.23
Montrezl Harrell,7200,LAC,PF,@ CHI,,30.00,63.71,30,222.5,-175,113.5,113.5,62.29,4.51,37.3,5.18
Cedi Osman,4600,CLE,SF,MIA,,32.00,37.47,18,207,320,99.25,-1.25,39.78,11.73,23.69,5.15
Jarrett Allen,6600,BKN,C,NYK,,28.00,57.37,25,221.5,-450,115.25,-1.75,67.85,14.66,33.94,5.14
Mikal Bridges,4200,PHO,SF,@ DEN,,32.00,37.31,17,222,1000,103.5,103.5,30.13,14.96,21.52,5.12
Marvin Williams,5000,CHA,PF,@ MIL,,31.00,43.41,3,229.5,550,109,0.5,51.21,6.10,25.62,5.12
Paul Millsap,5800,DEN,PF,PHO,,28.00,46.94,12,222,-1600,118.5,118.5,48.26,12.15,29.55,5.09
Josh Okogie,4500,MIN,SG,@ UTA,,34.00,40.04,1,218,400,104,-2,31.79,18.37,22.71,5.05
