Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Frank Ntilikina,3800,NYK,PG,ATL,,28.00, , ,217,-160,110.25,1.75,48.50,24.68,24.68,6.49
Alex Len,5100,ATL,C,@ NYK,,29.00, , ,217,140,106.75,1.75,58.15,23.04,30.8,6.04
De'Aaron Fox,5200,SAC,PG,UTA,,31.00, , ,205,320,98.25,-1,55.24,21.49,30.74,5.91
Ed Davis,3500,BKN,C,@ DET,,21.00, , ,212,220,103,-0.5,39.32,15.38,20.48,5.85
Montrezl Harrell,3800,LAC,PF,DEN,,20.00, , ,224, ,112,-1,44.06,17.90,22.04,5.8
Cody Zeller,4600,CHA,C,MIL,,27.00, , ,221,140,109,1.5,50.16,22.50,26.47,5.75
Cedi Osman,4500,CLE,SF,@ TOR,,31.00, , ,215,850,101, ,47.80,25.67,25.67,5.7
D.J. Augustin,4200,ORL,PG,MIA,,30.00, , ,208.5,110,103,-1,44.10,16.38,23.81,5.67
Fred VanVleet,3700,TOR,PG,CLE,,24.00, , ,215,-1400,114,1,37.00,14.16,20.95,5.66
Hassan Whiteside,6900,MIA,C,@ ORL,,28.00, , ,208.5,-130,105.5,-1,71.46,27.65,39.05,5.66
Guillermo Hernangomez,4000,CHA,C,MIL,,20.00, , ,221,140,109,1.5,45.08,17.00,22.55,5.64
Bam Adebayo,4100,MIA,C,@ ORL,,24.00, , ,208.5,-130,105.5,-1,42.86,16.87,22.43,5.47
Enes Kanter,7000,NYK,C,ATL,,30.00, , ,217,-160,110.25,1.75,65.37,28.51,38.27,5.47
Chandler Parsons,3500,MEM,SF,@ IND,,25.00, , ,205,265,98.75,-1.5,38.08,15.20,19.05,5.44
Trey Burke,4900,NYK,PG,ATL,,28.00, , ,217,-160,110.25,1.75,41.31,16.82,26.62,5.43
James Ennis,3500,HOU,SF,NOP,,28.00, , ,232.5,-380,120.25,2.25,37.80,18.91,18.91,5.4
D'Angelo Russell,6700,BKN,PG,@ DET,,32.50, , ,212,220,103,-0.5,56.67,22.75,35.89,5.36
Trae Young,6100,ATL,PG,@ NYK,,33.00, , ,217,140,106.75,1.75,40.33,7.69,32.19,5.28
Luka Doncic,6700,DAL,SG,@ PHO,,33.50, , ,213,-125,107.25,0.5,43.80,8.36,34.96,5.22
Deandre Ayton,7200,PHO,C,DAL,,35.00, , ,213,105,105.75,-2.5,43.72,6.36,37.43,5.2
