Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
D.J. Wilson,3500,MIL,PF,@ CLE,,30.00,28.63,9,225.5,-275,115.75,115.75,50.51,6.32,25.27,7.22
Antonio Blakeney,3500,CHI,SG,WAS,,30.00,28.01,30,231,138,113.75,-1.25,48.54,4.66,24.28,6.94
Emmanuel Mudiay,5000,NYK,PG,UTA,,36.00,19.21,6,210.5,650,99,-0.75,59.48,14.49,34.26,6.85
Pat Connaughton,4200,MIL,SG,@ CLE,,35.00,23.53,25,225.5,-275,115.75,115.75,57.55,8.00,28.79,6.85
Ersan Ilyasova,3500,MIL,PF,@ CLE,,26.00,28.63,9,225.5,-275,115.75,115.75,39.58,3.78,22.1,6.31
Eric Bledsoe,7400,MIL,PG,@ CLE,,34.00,42.25,28,225.5,-275,115.75,115.75,90.91,19.28,45.59,6.16
Danuel House Jr.,3900,HOU,SF,@ MEM,,33.00,40.13,22,214.5,-250,110,-0.25,46.56,9.32,23.29,5.97
Shaquille Harrison,3800,CHI,PG,WAS,,30.00,22.89,23,231,138,113.75,-1.25,37.16,9.89,22.48,5.92
Mario Hezonja,4700,NYK,SF,UTA,,32.00,18.83,2,210.5,650,99,-0.75,44.25,6.95,27.47,5.84
Cheick Diallo,4500,NOP,PF,@ ORL,,26.00,32.93,22,224,320,107.5,-1.75,52.35,7.94,26.19,5.82
Khris Middleton,7600,MIL,SG,@ CLE,,35.00,24.13,9,225.5,-275,115.75,115.75,63.75,17.09,43.37,5.71
John Jenkins,3500,NYK,SF,UTA,,28.00,35.79,4,210.5,650,99,-0.75,27.86,16.70,19.9,5.69
Ryan Arcidiacono,3700,CHI,PG,WAS,,28.00,22.89,23,231,138,113.75,-1.25,40.12,6.02,20.07,5.42
Marcus Morris,5600,BOS,PF,@ PHI,,32.00,25.16,14,224,130,110.25,-1.25,49.79,10.78,29.29,5.23
Brook Lopez,6400,MIL,C,@ CLE,,33.00,26.53,4,225.5,-275,115.75,115.75,60.56,13.37,33.42,5.22
Fred VanVleet,5300,TOR,PG,@ OKC,,30.00,19.55,10,227,190,111,111,51.81,7.28,27.27,5.15
Kris Dunn,5700,CHI,PG,WAS,,30.00,39.11,17,231,138,113.75,-1.25,50.16,16.56,29.11,5.11
Wayne Selden,3700,CHI,SG,WAS,,26.00,39.11,17,231,138,113.75,-1.25,35.80,4.30,18.84,5.09
Aaron Gordon,7500,ORL,PF,NOP,,35.00,34.42,28,224,-400,116.5,0.75,64.75,15.54,37.71,5.03
DeAndre Jordan,6600,NYK,C,UTA,,28.00,30.32,7,210.5,650,99,-0.75,46.49,20.36,33.21,5.03
Bradley Beal,10300,WAS,SG,@ CHI,,39.00,22.60,3,231,-160,117.25,-0.75,80.41,26.32,51.71,5.02
D.J. Augustin,5500,ORL,PG,NOP,,32.00,23.07,25,224,-400,116.5,0.75,49.42,11.02,27.55,5.01
Steven Adams,6400,OKC,C,TOR,,32.00,30.36,8,227,-225,116,116,55.05,14.62,32.06,5.01
Goran Dragic,5500,MIA,PG,@ SAS,,29.00,22.29,21,211,190,102.5,1.25,44.90,5.51,27.56,5.01
Evan Fournier,5600,ORL,SG,NOP,,33.00,20.86,10,224,-400,116.5,0.75,43.20,11.89,27.98,5
Tim Frazier,4100,MIL,PG,@ CLE,,20.00,23.98,27,225.5,-275,115.75,115.75,40.80,5.33,20.41,4.98
Jeff Green,4400,WAS,SF,@ CHI,,28.00,32.96,25,231,-160,117.25,-0.75,41.67,8.11,21.93,4.98
Al Horford,6700,BOS,C,@ PHI,,33.00,32.06,16,224,130,110.25,-1.25,53.42,16.87,33.2,4.96
Damyean Dotson,5700,NYK,SG,UTA,,36.00,20.81,2,210.5,650,99,-0.75,49.74,13.08,28.26,4.96
Justin Holiday,3700,MEM,SG,HOU,,30.00,22.09,18,214.5,210,104.5,-1.75,32.23,10.43,18.27,4.94
Darius Miller,4000,NOP,SF,@ ORL,,31.00,22.44,4,224,320,107.5,-1.75,39.30,6.55,19.66,4.92
Bobby Portis,5600,WAS,PF,@ CHI,,25.00,27.66,6,231,-160,117.25,-0.75,45.73,9.64,27.55,4.92
Nikola Vucevic,10500,ORL,C,NOP,,34.00,32.94,22,224,-400,116.5,0.75,81.52,19.63,51.4,4.9
Russell Westbrook,11500,OKC,PG,TOR,,37.00,33.71,1,227,-225,116,116,78.96,30.85,56.4,4.9
Kevin Knox,4500,NYK,SF,UTA,,34.00,27.20,24,210.5,650,99,-0.75,30.90,12.82,22.07,4.9
Tomas Satoransky,6700,WAS,PG,@ CHI,,37.00,41.28,24,231,-160,117.25,-0.75,64.24,10.92,32.79,4.89
Joakim Noah,5700,MEM,C,HOU,,25.00,27.77,3,214.5,210,104.5,-1.75,55.63,8.99,27.83,4.88
Tim Hardaway Jr.,5300,DAL,SG,@ POR,,32.00,24.66,15,217.5,450,103.75, ,47.90,10.65,25.85,4.88
Lauri Markkanen,7400,CHI,PF,WAS,,32.00,29.54,12,231,138,113.75,-1.25,63.52,17.89,36.07,4.87
Marco Belinelli,3600,SAS,SG,MIA,,23.00,23.13,23,211,-225,108.5,0.75,29.04,5.10,17.47,4.85
Dorian Finney-Smith,4300,DAL,SF,@ POR,,32.00,20.16,1,217.5,450,103.75, ,40.25,7.70,20.8,4.84
