Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Garrett Temple,3900,MEM,SG,@ SAC,,35.00, , ,220.5,-145,111.5,111.5,45.43,20.12,24.36,6.25
Marvin Bagley III,5000,SAC,PF,MEM,,29.00, , ,220.5,125,109,109,38.25,7.74,29.88,5.98
Eric Gordon,5600,HOU,SG,UTA,,36.00, , ,217.5,-115,109.25,109.25,55.32,21.83,32.58,5.82
Gerald Green,3700,HOU,SF,UTA,,28.00, , ,217.5,-115,109.25,109.25,40.13,21.55,21.55,5.82
Kelly Oubre,4200,WAS,SF,@ GSW,,30.00, , ,236.5,460,113.25,0.5,43.81,20.73,24.45,5.82
Kyle Anderson,4100,MEM,SF,@ SAC,,25.00, , ,220.5,-145,111.5,111.5,38.83,12.84,23.65,5.77
Enes Kanter,7200,NYK,C,@ MIA,,31.00, , ,218,280,105,105,66.49,23.91,41.02,5.7
Rodney McGruder,4500,MIA,SG,NYK,,32.00, , ,218,-360,113,113,47.56,15.57,25.61,5.69
Michael Carter-Williams,3500,HOU,PG,UTA,,22.00, , ,217.5,-115,109.25,109.25,35.32,11.79,19.82,5.66
Isaiah Canaan,4400,PHO,PG,LAL,,30.00, , ,238,197,116.25,116.25,41.07,16.12,24.92,5.66
Kemba Walker,8400,CHA,PG,@ CHI,,36.00, , ,229.5,-200,117,117,76.03,25.04,47.25,5.63
Tyler Johnson,3500,MIA,PG,NYK,,24.00, , ,218,-360,113,113,38.94,16.13,19.48,5.57
Josh Okogie,3900,MIN,SG,@ TOR,,29.00, , ,229,350,110.25,110.25,26.88,4.83,21.66,5.55
Cameron Payne,3700,CHI,PG,CHA,,24.00, , ,229.5,170,112.5,112.5,33.64,10.04,20.49,5.54
Devin Booker,8000,PHO,SG,LAL,,38.00, , ,238,197,116.25,116.25,75.78,21.06,44.34,5.54
Mario Hezonja,4700,NYK,SF,@ MIA,,28.00, , ,218,280,105,105,51.33,25.68,25.68,5.46
Carmelo Anthony,4600,HOU,SF,UTA,,30.00, , ,217.5,-115,109.25,109.25,50.05,21.88,25.04,5.44
Bojan Bogdanovic,4300,IND,SF,@ SAS,,33.00, , ,211,105,104.75,104.75,46.12,17.95,23.19,5.39
Bobby Portis,6900,CHI,PF,CHA,,32.00, , ,229.5,170,112.5,112.5,62.90,25.60,36.89,5.35
