Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Trey Burke,4200,DAL,PG,MEM,,33.00,41.31,24,211.5,-175,107.75,107.75,54.09,8.36,31.89,7.59
Nemanja Bjelica,3700,SAC,SF,@ UTA,,28.00,29.85,11,222,360,106,106,41.28,10.63,24.38,6.59
Mario Hezonja,4700,NYK,SF,@ HOU,,37.00,23.33,22,217,1400,99.75,99.75,48.64,8.41,30.57,6.5
Justin Anderson,3600,ATL,SG,@ ORL,,30.00,22.90,5,225.5,320,108.25,108.25,39.85,8.86,23.14,6.43
Josh Jackson,5800,PHO,PF,NOP,,36.00,29.63,29,229.5,125,113.25,113.25,63.25,16.45,36.88,6.36
Ian Clark,3900,NOP,SG,@ PHO,,30.00,23.56,23,229.5,-145,116.25,116.25,48.70,10.40,24.36,6.25
Cory Joseph,3900,IND,PG,BOS,,30.00,21.04,19,213.5,-105,106.25,-0.75,38.48,9.99,24.2,6.21
Troy Brown Jr.,4200,WAS,SF,SAS,,33.00,27.02,26,225,230,109,-1.5,35.59,14.77,25.42,6.05
Tyreke Evans,4300,IND,SF,BOS,,25.00,27.60,26,213.5,-105,106.25,-0.75,47.54,13.19,25.92,6.03
Taurean Prince,4600,ATL,SF,@ ORL,,30.00,22.90,5,225.5,320,108.25,108.25,50.57,9.22,27.68,6.02
Tyler Dorsey,3900,MEM,SG,@ DAL,,32.00,20.92,6,211.5,150,103.75,103.75,38.99,10.42,23.46,6.02
Damyean Dotson,4700,NYK,SG,@ HOU,,38.00,25.16,16,217,1400,99.75,99.75,48.65,13.48,28.25,6.01
Dirk Nowitzki,3800,DAL,PF,MEM,,22.00,30.07,12,211.5,-175,107.75,107.75,41.07,8.24,22.64,5.96
Patty Mills,3500,SAS,PG,@ WAS,,24.00,22.90,23,225,-275,116,-0.5,41.48,5.19,20.75,5.93
Kosta Koufos,3500,SAC,C,@ UTA,,20.00,31.21,9,222,360,106,106,41.50,4.61,20.76,5.93
Elie Okobo,3600,PHO,PG,NOP,,25.00,22.92,24,229.5,125,113.25,113.25,29.02,12.04,20.73,5.76
Maxi Kleber,5100,DAL,PF,MEM,,32.00,29.72,9,211.5,-175,107.75,107.75,58.59,6.77,29.31,5.75
Kevon Looney,3700,GSW,C,CLE,,20.00,33.01,21,225.5,-2000,120.5,120.5,33.24,7.29,20.96,5.66
Troy Daniels,4300,PHO,SG,NOP,,30.00,21.62,12,229.5,125,113.25,113.25,48.66,7.55,24.34,5.66
Frank Kaminsky,4200,CHA,PF,TOR,,28.00,28.55,6,224,210,109.25,109.25,47.12,5.11,23.57,5.61
Justin Jackson,4700,DAL,SF,MEM,,34.00,21.36,10,211.5,-175,107.75,107.75,52.59,7.52,26.31,5.6
Evan Fournier,5800,ORL,SG,ATL,,34.00,21.82,13,225.5,-400,117.25,117.25,49.79,14.08,32.29,5.57
Julian Washburn,3600,MEM,SF,@ DAL,,26.00,23.96,7,211.5,150,103.75,103.75,27.89,16.12,19.92,5.53
Elfrid Payton,7200,NOP,PG,@ PHO,,30.00,23.35,27,229.5,-145,116.25,116.25,62.54,18.62,39.36,5.47
Dorian Finney-Smith,3600,DAL,SF,MEM,,27.00,23.97,8,211.5,-175,107.75,107.75,38.00,7.27,19.64,5.46
Gary Harris,4300,DEN,SF,POR,,30.00,23.84,8,216,-250,111,-0.25,32.82,8.34,23.44,5.45
Billy Garrett,3500,NYK,SG,@ HOU,,24.00, , ,217,1400,99.75,99.75,26.66,15.08,19.04,5.44
John Jenkins,3500,NYK,SF,@ HOU,,24.00,35.34,1,217,1400,99.75,99.75,26.66,15.08,19.04,5.44
Danny Green,4300,TOR,SG,@ CHA,,29.00,26.20,24,224,-250,114.75,114.75,35.90,7.89,23.13,5.38
Dwayne Bacon,3700,CHA,SG,TOR,,25.00,22.77,18,224,210,109.25,109.25,39.62,6.82,19.82,5.36
Rudy Gay,5700,SAS,SF,@ WAS,,27.00,30.02,12,225,-275,116,-0.5,53.53,7.46,30.43,5.34
Kyle Lowry,6400,TOR,PG,@ CHA,,33.00,36.08,5,224,-250,114.75,114.75,59.02,16.57,34.02,5.32
Marcus Morris,4400,BOS,PF,@ IND,,26.00,25.03,15,213.5,-110,107.25,-0.75,30.29,20.50,23.3,5.3
Will Barton,4700,DEN,SF,POR,,30.00,23.84,8,216,-250,111,-0.25,42.80,9.62,24.8,5.28
Jeremy Lamb,5400,CHA,SG,TOR,,30.00,25.19,17,224,210,109.25,109.25,54.34,8.90,28.51,5.28
Alex Len,5000,ATL,C,@ ORL,,25.00,33.98,25,225.5,320,108.25,108.25,44.07,10.91,26.36,5.27
Goran Dragic,6500,MIA,PG,@ MIN,,35.00,19.77,10,218.5,-175,111.25,1.75,59.06,14.21,34.16,5.26
Luke Kennard,3800,DET,SG,@ OKC,,25.00,26.31,29,216,210,105,105,37.27,6.44,19.94,5.25
Marvin Bagley III,6600,SAC,PF,@ UTA,,32.00,29.85,11,222,360,106,106,48.50,26.98,34.64,5.25
Kelly Olynyk,4600,MIA,PF,@ MIN,,25.00,33.54,25,218.5,-175,111.25,1.75,38.50,8.02,24.09,5.24
Nikola Vucevic,9700,ORL,C,ATL,,32.00,27.75,5,225.5,-400,117.25,117.25,80.68,21.06,50.87,5.24
Jakob Poeltl,4100,SAS,C,@ WAS,,20.00,33.80,24,225,-275,116,-0.5,32.90,8.64,21.43,5.23
Bobby Portis,6500,WAS,PF,SAS,,30.00,24.16,1,225,230,109,-1.5,58.05,10.86,33.95,5.22
Dennis Schroder,5000,OKC,SG,DET,,30.00,38.20,15,216,-250,111,111,42.74,7.14,26.06,5.21
