Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Josh Jackson,5600,PHO,PF,SAC,,36.00,43.80,9,223,200,108.75,-0.25,51.93,24.13,35.64,6.36
Mikal Bridges,4300,PHO,SF,SAC,,31.00,35.98,14,223,200,108.75,-0.25,29.10,10.73,26.36,6.13
Deandre Ayton,6800,PHO,C,SAC,,31.00,60.41,25,223,200,108.75,-0.25,43.96,16.21,39.82,5.86
Tyreke Evans,5300,IND,SF,CHI,,27.00,41.90,7,210.5,-333,109.25,0.75,43.90,15.69,30.4,5.74
Elie Okobo,4700,PHO,PG,SAC,,30.00,43.97,19,223,200,108.75,-0.25,28.66,10.57,25.96,5.52
Nemanja Bjelica,4400,SAC,SF,@ PHO,,24.00,50.76,23,223,-225,114.25,-1.25,39.38,15.80,23.91,5.43
Trevor Ariza,5600,PHO,SF,SAC,,36.00,35.98,14,223,200,108.75,-0.25,39.65,15.22,30.13,5.38
Justise Winslow,4400,MIA,SF,ORL,,23.00,32.72,5,207,-143,105,-0.75,36.24,17.50,23.58,5.36
James Johnson,3900,MIA,PF,ORL,,19.00,49.90,21,207,-143,105,-0.75,27.27,10.71,20.72,5.31
Evan Fournier,5200,ORL,SG,@ MIA,,32.00,36.48,19,207,125,102,-0.75,35.32,14.70,27.42,5.27
Royce O'Neale,3700,UTA,SF,SAS,,23.00,36.80,17,215.5,-333,111.75,1.5,28.74,14.03,18.86,5.1
Wendell Carter,5800,CHI,PF,@ IND,,30.00,51.33,6,210.5,275,101.25,1.75,27.87,3.31,29.52,5.09
Davis Bertans,3500,SAS,SF,@ UTA,,21.00,57.49,23,215.5,275,103.75, ,26.71,11.63,17.78,5.08
Kosta Koufos,3500,SAC,C,@ PHO,,16.00,62.35,29,223,-225,114.25,-1.25,34.18,17.72,17.72,5.06
Cory Joseph,4400,IND,PG,CHI,,29.00,46.24,27,210.5,-333,109.25,0.75,39.95,17.81,22.01,5
Rudy Gay,5500,SAS,SF,@ UTA,,27.00,49.32,19,215.5,275,103.75, ,35.67,13.65,27.46,4.99
Dwyane Wade,5700,MIA,SG,ORL,,24.00,45.98,18,207,-143,105,-0.75,39.62,18.67,28.24,4.95
Troy Daniels,3500,PHO,SG,SAC,,18.00,41.80,30,223,200,108.75,-0.25,31.31,17.30,17.3,4.94
Jae Crowder,5400,UTA,SF,SAS,,32.00,36.80,17,215.5,-333,111.75,1.5,38.88,14.99,26.43,4.89
Thaddeus Young,5500,IND,PF,CHI,,28.00,52.71,26,210.5,-333,109.25,0.75,38.14,14.27,26.67,4.85
Jonathon Simmons,3900,ORL,SF,@ MIA,,25.00,46.87,21,207,125,102,-0.75,28.51,12.34,18.93,4.85
