Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Seth Curry,3500,POR,PG,PHO,,23.00,35.73,15,211,-1000,111.75,-3,37.67,19.88,19.88,5.68
Elie Okobo,4100,PHO,PG,@ POR,,28.00,38.95,11,211,700,99.25,-1.5,22.83,4.57,22.08,5.39
De'Anthony Melton,4500,PHO,PG,@ POR,,26.00,45.53,4,211,700,99.25,-1.5,24.37,4.46,24.1,5.36
Evan Turner,4600,POR,SF,PHO,,32.00,50.60,29,211,-1000,111.75,-3,36.33,20.43,24.55,5.34
Nik Stauskas,3600,POR,SG,PHO,,26.00,35.73,15,211,-1000,111.75,-3,31.14,14.63,18.85,5.24
Josh Jackson,5500,PHO,PF,@ POR,,30.00,44.51,11,211,700,99.25,-1.5,40.77,18.88,27.81,5.06
Noah Vonleh,5000,NYK,PF,@ BOS,,29.00,41.90,2,218,750,102.25,-0.25,45.51,14.40,25.3,5.06
Derrick Favors,5100,UTA,PF,HOU,,24.00,55.63,18,216,-118,108.75,-0.5,32.65,15.77,25.27,4.95
P.J. Tucker,4400,HOU,PF,@ UTA,,35.00,29.98,1,216,105,107.25, ,41.60,17.96,21.41,4.87
Mario Hezonja,3500,NYK,SF,@ BOS,,20.00,34.04,8,218,750,102.25,-0.25,26.60,11.08,17.04,4.87
Al Horford,6900,BOS,C,NYK,,30.00,61.66,27,218,-1100,115.75,0.75,44.23,17.35,32.86,4.76
Richaun Holmes,5100,PHO,PF,@ POR,,22.00,55.20,20,211,700,99.25,-1.5,41.13,16.86,24.08,4.72
Chris Paul,8100,HOU,PG,@ UTA,,35.00,47.18,9,216,105,107.25, ,51.25,18.22,37.88,4.68
Jayson Tatum,7100,BOS,PF,NYK,,34.00,55.07,30,218,-1100,115.75,0.75,41.87,17.12,32.92,4.64
Mikal Bridges,4900,PHO,SF,@ POR,,32.00,41.37,29,211,700,99.25,-1.5,23.40,4.68,22.63,4.62
Marcus Morris,5700,BOS,PF,NYK,,29.00,39.14,25,218,-1100,115.75,0.75,35.57,13.77,26.33,4.62
Emmanuel Mudiay,5700,NYK,PG,@ BOS,,32.00,37.44,7,218,750,102.25,-0.25,35.50,16.37,26.24,4.6
Damian Lillard,10500,POR,PG,PHO,,36.00,51.65,23,211,-1000,111.75,-3,61.60,23.33,48.2,4.59
Kyrie Irving,9000,BOS,PG,NYK,,33.00,47.31,10,218,-1100,115.75,0.75,56.13,21.94,41.24,4.58
Jusuf Nurkic,8500,POR,C,PHO,,27.00,62.18,29,211,-1000,111.75,-3,49.34,21.27,38.61,4.54
Terry Rozier,3700,BOS,PG,NYK,,18.00,46.29,18,218,-1100,115.75,0.75,26.62,13.81,16.74,4.52
Eric Gordon,5100,HOU,SG,@ UTA,,30.00,40.54,2,216,105,107.25, ,34.94,16.93,22.78,4.47
Tim Hardaway Jr.,7400,NYK,SG,@ BOS,,34.00,41.76,5,218,750,102.25,-0.25,51.17,22.36,33.08,4.47
Zach Collins,3600,POR,PF,PHO,,17.00,56.53,20,211,-1000,111.75,-3,24.56,12.09,16.03,4.45
Enes Kanter,7100,NYK,C,@ BOS,,27.00,49.64,4,218,750,102.25,-0.25,42.04,15.69,31.56,4.45
Ricky Rubio,7200,UTA,PG,HOU,,32.00,38.19,9,216,-118,108.75,-0.5,41.75,16.90,31.82,4.42
Trevor Ariza,5800,PHO,SF,@ POR,,32.00,41.37,29,211,700,99.25,-1.5,33.48,12.53,25.46,4.39
Gordon Hayward,6400,BOS,SF,NYK,,29.00,55.07,30,218,-1100,115.75,0.75,40.91,19.54,28.08,4.39
Joe Ingles,6200,UTA,SF,HOU,,33.00,36.57,19,216,-118,108.75,-0.5,41.93,17.77,27.21,4.39
Jamal Crawford,3700,PHO,SG,@ POR,,21.00,44.51,11,211,700,99.25,-1.5,28.50,16.24,16.24,4.39
James Harden,11400,HOU,SG,@ UTA,,37.00,47.18,9,216,105,107.25, ,57.62,18.71,49.89,4.38
James Ennis,4000,HOU,SF,@ UTA,,30.00,29.98,1,216,105,107.25, ,27.48,13.02,17.47,4.37
Donovan Mitchell,8500,UTA,SG,HOU,,35.00,47.64,12,216,-118,108.75,-0.5,47.80,19.68,36.52,4.3
Maurice Harkless,4300,POR,SF,PHO,,25.00,31.42,2,211,-1000,111.75,-3,29.07,12.35,18.41,4.28
Deandre Ayton,6700,PHO,C,@ POR,,26.00,54.29,12,211,700,99.25,-1.5,29.66,5.94,28.68,4.28
Clint Capela,9100,HOU,C,@ UTA,,35.00,54.20,18,216,105,107.25, ,56.48,24.24,38.66,4.25
Jae Crowder,5500,UTA,SF,HOU,,29.00,32.74,6,216,-118,108.75,-0.5,39.10,17.74,23.19,4.22
Al-Farouq Aminu,5900,POR,PF,PHO,,29.00,31.42,2,211,-1000,111.75,-3,37.83,18.29,24.55,4.16
Marcus Smart,5400,BOS,SG,NYK,,28.00,47.31,10,218,-1100,115.75,0.75,31.83,12.44,22.18,4.11
Rudy Gobert,9800,UTA,C,HOU,,33.00,53.77,17,216,-118,108.75,-0.5,52.42,16.39,39.41,4.02
Meyers Leonard,3500,POR,PF,PHO,,13.00,56.53,20,211,-1000,111.75,-3,24.48,11.39,14.01,4
Aron Baynes,3700,BOS,C,NYK,,15.00,55.94,24,218,-1100,115.75,0.75,23.39,12.56,14.61,3.95
Jaylen Brown,4700,BOS,SG,NYK,,22.00,39.14,25,218,-1100,115.75,0.75,32.07,14.09,16.94,3.6
Kevin Knox,5400,NYK,PF,@ BOS,,26.00,41.76,5,218,750,102.25,-0.25,20.59,4.74,19.44,3.6
Mitchell Robinson,3700,NYK,C,@ BOS,,16.00,45.95,1,218,750,102.25,-0.25,13.70,3.16,12.94,3.5
Kyle Korver,3600,UTA,SG,HOU,,17.00,36.57,19,216,-118,108.75,-0.5,21.53,9.71,12.29,3.41
Nene Hilario,3500,HOU,C,@ UTA,,13.00,54.20,18,216,105,107.25, ,19.48,10.13,11.83,3.38
Allonzo Trier,3700,NYK,SG,@ BOS,,16.00,41.76,5,218,750,102.25,-0.25,12.53,2.89,11.83,3.2
Courtney Lee,3600,NYK,SG,@ BOS,,16.00,34.04,8,218,750,102.25,-0.25,21.10,11.23,11.23,3.12
Damyean Dotson,5800,NYK,SG,@ BOS,,24.00,33.92,7,218,750,102.25,-0.25,31.14,15.21,18.06,3.11
Royce O'Neale,3800,UTA,SF,HOU,,16.00,32.74,6,216,-118,108.75,-0.5,17.72,8.69,11.67,3.07
Troy Daniels,3700,PHO,SG,@ POR,,17.00,38.65,25,211,700,99.25,-1.5,18.90,10.21,10.72,2.9
Raul Neto,3600,UTA,PG,HOU,,13.00,38.19,9,216,-118,108.75,-0.5,18.97,9.49,10.27,2.85
Jake Layman,3500,POR,SF,PHO,,12.00,31.42,2,211,-1000,111.75,-3,16.35,8.35,9.91,2.83
Gerald Green,3500,HOU,SF,@ UTA,,13.00,40.54,2,216,105,107.25, ,16.70,7.83,9.65,2.76
Gary Clark,3500,HOU,SF,@ UTA,,12.00,48.12,15,216,105,107.25, ,8.70,1.59,8.61,2.46
Thabo Sefolosha,3500,UTA,SF,HOU,,8.00,32.74,6,216,-118,108.75,-0.5,8.71,4.92,5.82,1.66
Ryan Anderson,3500,PHO,PF,@ POR,,6.00,51.11,24,211,700,99.25,-1.5,5.98,4.07,4.07,1.16
Semi Ojeleye,3500,BOS,SF,NYK,,2.00,39.14,25,218,-1100,115.75,0.75,2.37,1.24,1.24,0.35
Danuel House,3700,HOU,SF,@ UTA,,2.00,47.18,9,216,105,107.25, ,1.32,0.99,1.1,0.3
