Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Georges Niang,3600,UTA,PF,@ LAC,,35.00,30.74,17,225,250,108.5,108.5,68.45,6.51,34.24,9.51
Kyle O'Quinn,3500,IND,C,@ ATL,,24.00,27.97,4,225.5,190,110,-3.25,59.23,6.87,29.63,8.47
Boban Marjanovic,3500,PHI,C,CHI,,24.00,35.93,28,219,-225,112.5,112.5,57.49,5.15,28.76,8.22
Anthony Tolliver,3500,MIN,PF,@ DEN,,29.00,30.94,19,218.5,600,103.25,103.25,46.06,7.28,25.45,7.27
Greg Monroe,3500,PHI,C,CHI,,20.00,35.93,28,219,-225,112.5,112.5,40.87,7.68,25.18,7.19
Ersan Ilyasova,3500,MIL,PF,OKC,,29.00,27.14,3,228,180,111.5,111.5,45.76,4.76,24.94,7.13
Royce O'Neale,3600,UTA,SF,@ LAC,,35.00,26.10,23,225,250,108.5,108.5,41.71,9.68,25.62,7.12
Ekpe Udoh,3600,UTA,C,@ LAC,,30.00,36.63,29,225,250,108.5,108.5,43.70,4.67,25.23,7.01
Wes Iwundu,3500,ORL,SF,@ CHA,,30.00,26.17,24,218,150,107,107,41.26,2.43,24.27,6.93
Zhaire Smith,3500,PHI,SG,CHI,,32.00,23.85,25,219,-225,112.5,112.5,33.57,20.12,23.98,6.85
T.J. McConnell,3500,PHI,PG,CHI,,28.00,19.43,9,219,-225,112.5,112.5,47.56,5.09,23.79,6.8
Tim Frazier,3600,MIL,PG,OKC,,27.00,20.64,14,228,180,111.5,111.5,48.96,6.39,24.49,6.8
Tyreke Evans,4000,IND,SF,@ ATL,,28.00,26.80,24,225.5,190,110,-3.25,48.52,15.23,27.06,6.77
Gorgui Dieng,4000,MIN,C,@ DEN,,26.00,31.74,14,218.5,600,103.25,103.25,47.70,6.70,26.78,6.7
Rodney Hood,4200,POR,SF,SAC,,29.00,23.91,8,226,-145,114.5,114.5,46.65,8.03,28.07,6.68
TJ Leaf,3500,IND,PF,@ ATL,,28.00,27.97,4,225.5,190,110,-3.25,46.68,6.23,23.35,6.67
Cory Joseph,4000,IND,PG,@ ATL,,32.00,27.38,30,225.5,190,110,-3.25,46.19,8.21,26.32,6.58
Grayson Allen,3500,UTA,SG,@ LAC,,30.00,21.32,7,225,250,108.5,108.5,31.95,18.07,22.82,6.52
D.J. Wilson,4000,MIL,PF,OKC,,28.00,27.14,3,228,180,111.5,111.5,51.63,6.20,25.83,6.46
Wayne Selden,3900,CHI,SG,@ PHI,,26.00,39.02,17,219,190,106.5,106.5,42.40,9.32,24.65,6.32
Rawle Alkins,3700,CHI,SG,@ PHI,,28.00,24.48,13,219,190,106.5,106.5,32.69,16.23,23.35,6.31
Kevon Looney,4000,GSW,C,@ MEM,,26.00,30.71,7,214.5,-250,110.25,110.25,47.26,9.53,25.14,6.29
Doug McDermott,3500,IND,SF,@ ATL,,32.00,22.54,12,225.5,190,110,-3.25,43.90,7.03,21.96,6.27
Taurean Prince,4500,ATL,SF,IND,,30.00,25.38,19,225.5,-225,115.5,3.75,50.79,10.85,27.83,6.18
Naz Mitrou-Long,3500,UTA,SG,@ LAC,,28.00,24.50,14,225,250,108.5,108.5,29.81,16.86,21.29,6.08
Khem Birch,3600,ORL,PF,@ CHA,,28.00,30.08,5,218,150,107,107,34.46,6.32,21.88,6.08
Tyler Zeller,3700,MEM,C,GSW,,25.00,32.10,17,214.5,210,104.25,104.25,44.48,6.79,22.25,6.01
Thon Maker,3700,DET,C,@ NYK,,25.00,31.40,10,206.5,-450,108,108,44.40,5.55,22.21,6
Shake Milton,3500,PHI,SG,CHI,,28.00,41.00,23,219,-225,112.5,112.5,29.41,17.63,21.01,6
Seth Curry,4000,POR,PG,SAC,,32.00,21.37,8,226,-145,114.5,114.5,47.60,6.36,23.81,5.95
Damyean Dotson,4800,NYK,SG,DET,,35.00,23.60,5,206.5,360,98.5,98.5,50.05,13.17,28.44,5.93
Ish Smith,3900,DET,PG,@ NYK,,25.00,20.96,17,206.5,-450,108,108,42.70,6.86,22.86,5.86
