Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Thomas Bryant ,3500,WAS,C,LAC,,22.00,54.84,12,232.5,-105,115.75,0.25,28.11,17.30,21.62,6.18
Enes Kanter,6500,NYK,C,POR,,27.00,56.97,18,221,240,107,0.25,58.36,26.08,35.24,5.42
Mario Hezonja,3800,NYK,SF,POR,,22.00,37.45,23,221,240,107,0.25,39.68,17.61,19.85,5.22
D'Angelo Russell,7300,BKN,SG,@ MIA,,33.00,52.34,26,216,125,106.5, ,61.69,18.79,37.73,5.17
Rodney McGruder,4900,MIA,SG,BKN,,32.00,29.58,2,216,-143,109.5, ,45.85,15.64,25.07,5.12
Justise Winslow,5000,MIA,SF,BKN,,27.00,31.93,3,216,-143,109.5, ,45.93,14.34,25.29,5.06
D.J. Augustin,4700,ORL,PG,TOR,,29.00,41.30,11,220,210,106.75,-1,44.64,13.76,23.73,5.05
C.J. McCollum,6700,POR,SG,@ NYK,,35.00,46.88,18,221,-275,114,-0.25,53.07,18.87,33.4,4.99
Derrick Jones,3500,MIA,SF,BKN,,22.00,29.58,2,216,-143,109.5, ,34.72,17.37,17.37,4.96
Fred VanVleet,4500,TOR,PG,@ ORL,,24.00,38.06,4,220,-250,113.25,-0.5,41.92,18.32,22.31,4.96
Josh Richardson,7700,MIA,SF,BKN,,36.00,39.64,3,216,-143,109.5, ,66.61,22.34,38.13,4.95
Al-Farouq Aminu,5500,POR,PF,@ NYK,,32.00,36.68,18,221,-275,114,-0.25,48.92,20.35,27.13,4.93
Wayne Ellington,4200,MIA,SG,BKN,,30.00,31.93,3,216,-143,109.5, ,36.29,14.15,20.68,4.92
Jusuf Nurkic,8000,POR,C,@ NYK,,29.00,55.24,21,221,-275,114,-0.25,61.28,21.95,39.26,4.91
Delon Wright,3800,TOR,PG,@ ORL,,22.00,38.06,4,220,-250,113.25,-0.5,35.84,14.77,18.51,4.87
