Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Bobby Portis,4800,CHI,PF,@ ORL,,25.00,49.70,2,210.5,200,102.5,0.25,49.44,22.45,26.54,5.53
Eric Gordon,5100,HOU,SG,LAL,,36.00,51.00,29,226,-214,115.75,1.5,39.88,18.71,27.43,5.38
Bryn Forbes,3500,SAS,PG,LAC,,25.00,51.95,24,221.5,-138,112,-0.5,26.83,11.30,18.58,5.31
Josh Hart,4500,LAL,SG,@ HOU,,33.00,36.91,21,226,180,110.25,1.5,33.18,16.51,23.89,5.31
Nikola Vucevic,8800,ORL,C,CHI,,33.00,67.96,30,210.5,-225,108,0.75,58.55,21.60,46.65,5.3
De'Anthony Melton,6000,PHO,PG,DAL,,33.00,52.99,26,209,200,101.5,-0.5,34.46,12.70,31.21,5.2
Jonathan Isaac,5100,ORL,SF,CHI,,28.00,67.96,30,210.5,-225,108,0.75,42.26,23.07,25.69,5.04
Josh Jackson,5500,PHO,PF,DAL,,30.00,46.13,18,209,200,101.5,-0.5,38.57,17.20,27.47,4.99
TJ Warren,6400,PHO,SF,DAL,,32.00,46.13,18,209,200,101.5,-0.5,41.83,18.29,31.81,4.97
Harrison Barnes,5700,DAL,SF,@ PHO,,33.00,51.30,25,209,-225,107.5,-1.5,36.16,16.26,28.23,4.95
Deandre Ayton,7400,PHO,C,DAL,,31.00,53.14,9,209,200,101.5,-0.5,40.08,14.77,36.3,4.91
LaMarcus Aldridge,8400,SAS,PF,LAC,,33.00,56.26,21,221.5,-138,112,-0.5,59.46,26.13,41.09,4.89
Chris Paul,8200,HOU,PG,LAL,,34.00,49.29,18,226,-214,115.75,1.5,53.20,19.64,40,4.88
DeAndre Jordan,7200,DAL,C,@ PHO,,31.00,61.55,29,209,-225,107.5,-1.5,43.40,20.95,34.97,4.86
Avery Bradley,3900,LAC,SG,@ SAS,,33.00,32.49,4,221.5,120,109.5,-0.5,27.92,12.23,18.7,4.79
Kris Dunn,5400,CHI,PG,@ ORL,,25.00,47.62,10,210.5,200,102.5,0.25,40.67,22.08,25.71,4.76
D.J. Augustin,4700,ORL,PG,CHI,,28.00,46.16,29,210.5,-225,108,0.75,35.71,12.95,22.33,4.75
Justin Holiday,5400,CHI,SG,@ ORL,,34.00,40.02,28,210.5,200,102.5,0.25,37.20,17.14,25.62,4.74
Dennis Smith Jr.,5500,DAL,PG,@ PHO,,29.00,53.04,27,209,-225,107.5,-1.5,35.80,14.83,26.02,4.73
Marcin Gortat,3500,LAC,C,@ SAS,,19.00,54.82,21,221.5,120,109.5,-0.5,24.35,9.86,16.51,4.72
Clint Capela,9100,HOU,C,LAL,,34.00,57.75,25,226,-214,115.75,1.5,64.41,25.12,42.8,4.7
Tobias Harris,8000,LAC,PF,@ SAS,,36.00,52.17,26,221.5,120,109.5,-0.5,50.17,20.64,37.33,4.67
Trevor Ariza,5400,PHO,SF,DAL,,28.00,37.20,20,209,200,101.5,-0.5,33.18,12.73,25.21,4.67
Wesley Matthews,5300,DAL,SG,@ PHO,,32.00,34.16,9,209,-225,107.5,-1.5,36.63,15.52,24.52,4.63
P.J. Tucker,4400,HOU,PF,LAL,,34.00,37.13,19,226,-214,115.75,1.5,39.39,17.20,20.38,4.63
Shai Gilgeous-Alexander,5700,LAC,PG,@ SAS,,32.00,50.08,20,221.5,120,109.5,-0.5,30.73,9.66,26.24,4.6
Jerian Grant,3500,ORL,PG,CHI,,20.00,46.16,29,210.5,-225,108,0.75,27.02,14.13,16.09,4.6
Montrezl Harrell,6700,LAC,PF,@ SAS,,26.00,49.72,3,221.5,120,109.5,-0.5,45.84,23.98,30.7,4.58
Aaron Gordon,8000,ORL,PF,CHI,,34.00,49.82,19,210.5,-225,108,0.75,46.81,19.87,36.4,4.55
Kentavious Caldwell-Pope,4100,LAL,SG,@ HOU,,26.00,36.91,21,226,180,110.25,1.5,34.93,16.19,18.57,4.53
Luka Doncic,7400,DAL,SG,@ PHO,,33.00,47.82,23,209,-225,107.5,-1.5,39.29,12.35,33.55,4.53
James Harden,11500,HOU,SG,LAL,,36.00,49.29,18,226,-214,115.75,1.5,60.19,19.02,52.11,4.53
LeBron James,11700,LAL,SF,@ HOU,,36.00,42.57,3,226,180,110.25,1.5,67.40,20.94,52.74,4.51
Evan Fournier,6000,ORL,SG,CHI,,31.00,34.38,11,210.5,-225,108,0.75,34.25,13.95,27.03,4.51
JaVale McGee,5800,LAL,C,@ HOU,,23.00,54.85,22,226,180,110.25,1.5,37.33,16.19,25.98,4.48
Wendell Carter,6300,CHI,PF,@ ORL,,30.00,49.70,2,210.5,200,102.5,0.25,29.21,5.85,28.25,4.48
Lauri Markkanen,6600,CHI,PF,@ ORL,,32.00,48.29,15,210.5,200,102.5,0.25,42.29,19.24,29.51,4.47
Terrence Ross,5500,ORL,SG,CHI,,29.00,34.38,11,210.5,-225,108,0.75,37.58,20.67,24.29,4.42
Danilo Gallinari,7200,LAC,SF,@ SAS,,33.00,52.17,26,221.5,120,109.5,-0.5,45.30,18.65,31.77,4.41
Mohamed Bamba,3900,ORL,C,CHI,,15.00,58.20,26,210.5,-225,108,0.75,17.45,3.11,17.19,4.41
DeMar DeRozan,9600,SAS,SG,LAC,,35.00,46.87,21,221.5,-138,112,-0.5,58.05,20.29,42.19,4.39
Rudy Gay,6400,SAS,SF,LAC,,28.00,53.62,29,221.5,-138,112,-0.5,35.63,13.91,27.88,4.36
Patty Mills,3700,SAS,PG,LAC,,22.00,42.45,19,221.5,-138,112,-0.5,24.28,12.57,16.13,4.36
Lonzo Ball,7300,LAL,PG,@ HOU,,35.00,39.79,10,226,180,110.25,1.5,41.94,15.90,31.3,4.29
Jonathon Simmons,3500,ORL,SF,CHI,,22.00,43.19,6,210.5,-225,108,0.75,22.89,9.91,14.97,4.28
Derrick White,4600,SAS,PG,LAC,,23.00,42.45,19,221.5,-138,112,-0.5,31.70,16.36,19.64,4.27
Zach LaVine,8100,CHI,SG,@ ORL,,34.00,47.62,10,210.5,200,102.5,0.25,48.63,21.01,34.56,4.27
Ryan Arcidiacono,3600,CHI,PG,@ ORL,,25.00,37.72,7,210.5,200,102.5,0.25,23.96,9.84,15.33,4.26
Marco Belinelli,3700,SAS,SG,LAC,,20.00,33.01,6,221.5,-138,112,-0.5,23.04,12.02,15.73,4.25
Tyson Chandler,3900,LAL,C,@ HOU,,21.00,54.85,22,226,180,110.25,1.5,31.82,16.47,16.47,4.22
Gerald Green,4100,HOU,SF,LAL,,22.00,51.00,29,226,-214,115.75,1.5,29.51,13.83,17.05,4.16
Patrick Beverley,4600,LAC,PG,@ SAS,,25.00,45.60,27,221.5,120,109.5,-0.5,36.48,19.08,19.08,4.15
Jakob Poeltl,4100,SAS,C,LAC,,16.00,60.51,28,221.5,-138,112,-0.5,33.82,15.02,16.92,4.13
Kyle Kuzma,7900,LAL,PF,@ HOU,,37.00,42.57,3,226,180,110.25,1.5,42.33,18.07,32.56,4.12
Nene Hilario,3500,HOU,C,LAL,,15.00,57.75,25,226,-214,115.75,1.5,23.36,12.38,14.34,4.1
Danuel House,3500,HOU,SF,LAL,,19.00,49.29,18,226,-214,115.75,1.5,23.55,10.81,14.22,4.06
Davis Bertans,3600,SAS,SF,LAC,,18.00,56.26,21,221.5,-138,112,-0.5,25.03,11.53,14.41,4
Lance Stephenson,3500,LAL,SF,@ HOU,,16.00,44.04,11,226,180,110.25,1.5,23.58,10.95,13.72,3.92
Richaun Holmes,4800,PHO,PF,DAL,,17.00,48.83,3,209,200,101.5,-0.5,32.03,13.17,18.71,3.9
Dante Cunningham,3600,SAS,SF,LAC,,20.00,53.62,29,221.5,-138,112,-0.5,24.30,10.36,12.96,3.6
Mikal Bridges,4800,PHO,SF,DAL,,24.00,37.20,20,209,200,101.5,-0.5,18.27,6.74,16.55,3.45
Devin Harris,3900,DAL,PG,@ PHO,,16.00,53.04,27,209,-225,107.5,-1.5,23.17,13.09,13.09,3.36
Jawun Evans,3500,PHO,PG,DAL,,15.00,52.99,26,209,200,101.5,-0.5,21.76,11.62,11.62,3.32
Dorian Finney-Smith,4400,DAL,SF,@ PHO,,20.00,34.62,8,209,-225,107.5,-1.5,22.90,11.05,14.56,3.31
Jabari Parker,5300,CHI,SF,@ ORL,,19.00,48.29,15,210.5,200,102.5,0.25,29.07,14.36,16.87,3.18
Mike Scott,3500,LAC,PF,@ SAS,,14.00,52.17,26,221.5,120,109.5,-0.5,20.65,12.15,10.33,2.95
Jamal Crawford,3700,PHO,SG,DAL,,15.00,46.13,18,209,200,101.5,-0.5,18.87,10.75,10.75,2.91
Milos Teodosic,3500,LAC,PG,@ SAS,,12.00,45.60,27,221.5,120,109.5,-0.5,18.82,8.57,9.49,2.71
Jalen Brunson,5500,DAL,PG,@ PHO,,20.00,44.51,24,209,-225,107.5,-1.5,14.39,3.32,13.59,2.47
Brandon Knight,3500,HOU,PG,LAL,,10.00,49.29,18,226,-214,115.75,1.5,11.94,6.25,8.58,2.45
Sviatoslav Mykhailiuk,3500,LAL,SG,@ HOU,,13.00,34.58,7,226,180,110.25,1.5,8.13,1.49,8.04,2.3
Dirk Nowitzki,4700,DAL,PF,@ PHO,,12.00,55.73,18,209,-225,107.5,-1.5,15.40,8.78,10.62,2.26
Robin Lopez,3500,CHI,C,@ ORL,,8.00,54.99,23,210.5,200,102.5,0.25,14.49,7.25,7.25,2.07
Maxi Kleber,3800,DAL,PF,@ PHO,,8.00,51.30,25,209,-225,107.5,-1.5,11.97,6.03,7.31,1.92
