Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Dwight Powell,3700,DAL,PF,@ CLE,,28.00,52.15,8,209.5,-225,107.5,-1.25,53.03,8.41,26.53,7.17
Monte Morris,4700,DEN,SG,@ MIN,,34.00,49.91,16,221.5,105,110,-1,43.82,24.79,31.3,6.66
Torrey Craig,3600,DEN,SG,@ MIN,,28.00,38.01,20,221.5,105,110,-1,45.62,5.43,22.82,6.34
Maxi Kleber,3800,DAL,PF,@ CLE,,26.00,47.94,17,209.5,-225,107.5,-1.25,47.42,4.55,23.72,6.24
Mike Muscala,3800,PHI,C,@ SAC,,28.00,56.78,22,233,-143,118,-1,43.13,4.54,22.7,5.97
Kenrich Williams,4600,NOP,PF,@ SAS,,31.00,37.78,18,230,400,109.75,-1.25,37.79,21.03,26.99,5.87
Malik Beasley,4700,DEN,SG,@ MIN,,31.00,38.01,20,221.5,105,110,-1,54.75,6.52,27.39,5.83
George Hill,3700,MIL,PG,@ WAS,,25.00,44.61,27,226.5,-275,116.75,-1,38.80,5.64,21.12,5.71
Lance Stephenson,3700,LAL,SF,@ GSW,,24.00,42.02,3,234,900,109.5,-3.25,41.30,4.21,21.04,5.69
Michael Kidd-Gilchrist,3900,CHA,SF,CHI,,23.00,38.69,23,216,-275,111.5,-0.5,44.24,8.70,22.13,5.67
Kentavious Caldwell-Pope,4000,LAL,SG,@ GSW,,30.00,38.72,27,234,900,109.5,-3.25,45.28,6.98,22.65,5.66
Josh Okogie,3900,MIN,SG,DEN,,30.00,42.29,4,221.5,-118,111.5,1.5,30.90,17.48,22.07,5.66
Sterling Brown,3600,MIL,SG,@ WAS,,25.00,38.00,25,226.5,-275,116.75,-1,39.67,5.65,20.31,5.64
Bobby Portis,5900,CHI,PF,@ CHA,,28.00,57.94,23,216,240,104.5,-1,66.39,6.38,33.21,5.63
Austin Rivers,3800,HOU,SG,@ UTA,,35.00,42.14,20,223,240,108,0.25,42.62,5.01,21.32,5.61
Reggie Bullock,4200,DET,SG,LAC,,33.00,35.67,11,215.5,-133,108.75,0.5,44.15,11.76,23.51,5.6
Taurean Prince,4900,ATL,SF,@ PHO,,29.00,35.04,6,235,110,116.5,0.25,48.52,6.99,27.32,5.58
D.J. Wilson,3500,MIL,PF,@ WAS,,21.00,46.69,9,226.5,-275,116.75,-1,38.88,4.86,19.45,5.56
Willy Hernangomez,4100,CHA,C,CHI,,17.00,57.26,26,216,-275,111.5,-0.5,44.52,5.39,22.27,5.43
Landry Shamet,3600,PHI,PG,@ SAC,,28.00,40.82,29,233,-143,118,-1,27.27,15.43,19.48,5.41
Dario Saric,3700,MIN,PF,DEN,,20.00,48.24,18,221.5,-118,111.5,1.5,33.81,5.83,19.84,5.36
Luka Doncic,9000,DAL,SG,@ CLE,,34.00,47.77,24,209.5,-225,107.5,-1.25,67.38,33.45,48.13,5.35
Josh Jackson,5900,PHO,PF,ATL,,32.00,51.91,30,235,-125,118.5,-0.25,55.23,14.52,31.56,5.35
Harrison Barnes,5500,DAL,SF,@ CLE,,34.00,47.94,17,209.5,-225,107.5,-1.25,46.65,11.47,29.34,5.33
Kevin Durant,9400,GSW,SF,LAL,,35.00,44.43,4,234,-1400,124.5,1.25,73.42,25.54,49.98,5.32
Terrence Ross,5300,ORL,SG,BKN,,31.00,30.26,1,221,-150,112,2,56.33,7.10,28.18,5.32
Deandre Ayton,7000,PHO,C,ATL,,30.00,56.65,24,235,-125,118.5,-0.25,51.77,29.29,36.98,5.28
Willie Cauley-Stein,6100,SAC,C,PHI,,28.00,53.22,16,233,125,115,-1,47.01,16.92,32.11,5.26
Darius Miller,5000,NOP,SF,@ SAS,,35.00,37.78,18,230,400,109.75,-1.25,52.59,6.97,26.31,5.26
Shai Gilgeous-Alexander,4600,LAC,PG,@ DET,,31.00,40.91,15,215.5,115,106.75, ,33.77,19.51,24.12,5.24
Devin Booker,8700,PHO,SG,ATL,,35.00,54.95,30,235,-125,118.5,-0.25,77.71,21.36,45.55,5.24
Paul Millsap,5400,DEN,PF,@ MIN,,29.00,50.00,27,221.5,105,110,-1,45.32,10.47,28.31,5.24
Jeremy Lamb,5700,CHA,SG,CHI,,30.00,44.67,11,216,-275,111.5,-0.5,50.94,13.23,29.79,5.23
Salah Mejri,3500,DAL,C,@ CLE,,16.00,51.67,7,209.5,-225,107.5,-1.25,36.54,6.22,18.28,5.22
Mason Plumlee,4100,DEN,C,@ MIN,,19.00,51.04,5,221.5,105,110,-1,41.77,5.57,21.42,5.22
Kyle Kuzma,6000,LAL,PF,@ GSW,,34.00,47.90,16,234,900,109.5,-3.25,46.48,16.32,31.32,5.22
Will Barton,6400,DEN,SF,@ MIN,,33.00,47.13,23,221.5,105,110,-1,58.73,11.81,33.35,5.21
Klay Thompson,6900,GSW,SG,LAL,,34.00,40.10,27,234,-1400,124.5,1.25,60.69,16.96,35.93,5.21
Ben Simmons,9700,PHI,PG,@ SAC,,36.00,46.14,28,233,-143,118,-1,71.35,30.18,50.46,5.2
Jalen Brunson,3600,DAL,PG,@ CLE,,23.00,44.34,26,209.5,-225,107.5,-1.25,26.01,12.91,18.58,5.16
Evan Fournier,5600,ORL,SG,BKN,,35.00,30.26,1,221,-150,112,2,44.56,12.60,28.9,5.16
Kemba Walker,8500,CHA,PG,CHI,,35.00,50.99,20,216,-275,111.5,-0.5,81.65,21.05,43.85,5.16
James Johnson,3800,MIA,PF,IND,,23.00,45.88,8,204,-133,103.25,-0.5,28.49,9.35,19.57,5.15
Jimmy Butler,8600,PHI,SG,@ SAC,,36.00,43.65,8,233,-143,118,-1,63.48,21.83,44.27,5.15
Khris Middleton,6700,MIL,SG,@ WAS,,35.00,43.46,7,226.5,-275,116.75,-1,52.25,9.91,34.42,5.14
Collin Sexton,4300,CLE,PG,DAL,,30.00,54.64,29,209.5,200,102,0.75,30.97,12.85,22.12,5.14
Bam Adebayo,4400,MIA,PF,IND,,23.00,50.87,4,204,-133,103.25,-0.5,37.92,6.36,22.56,5.13
D.J. Augustin,4400,ORL,PG,BKN,,28.00,40.76,14,221,-150,112,2,40.51,9.12,22.57,5.13
Kelly Olynyk,3500,MIA,PF,IND,,22.00,53.77,13,204,-133,103.25,-0.5,28.12,7.75,17.97,5.13
Gerald Green,3500,HOU,SF,@ UTA,,22.00,40.38,1,223,240,108,0.25,32.81,5.12,17.91,5.12
Andre Drummond,9200,DET,C,LAC,,33.00,60.99,29,215.5,-133,108.75,0.5,65.97,24.83,47.12,5.12
JaVale McGee,4800,LAL,C,@ GSW,,22.00,54.07,19,234,900,109.5,-3.25,49.00,6.13,24.51,5.11
Buddy Hield,6500,SAC,SG,PHI,,34.00,32.36,5,233,125,115,-1,57.35,14.42,33.23,5.11
Kris Dunn,6800,CHI,PG,@ CHA,,34.00,49.78,15,216,240,104.5,-1,58.76,19.67,34.69,5.1
Nikola Vucevic,10000,ORL,C,BKN,,34.00,58.52,24,221,-150,112,2,80.93,21.13,51.03,5.1
DeMar DeRozan,8100,SAS,SG,NOP,,35.00,47.99,25,230,-500,120.25,-1.25,75.34,21.84,41.28,5.1
Jahlil Okafor,7500,NOP,C,@ SAS,,35.00,52.49,12,230,400,109.75,-1.25,67.17,15.89,38.1,5.08
