Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Mason Plumlee,5100,DEN,C,@ POR,,33.00,31.98,16,217.5,290,104.75,104.75,65.98,17.69,39.32,7.71
Dwayne Bacon,3700,CHA,SG,@ DET,,33.00,23.53,22,216,230,104.75,0.5,54.86,10.09,28.41,7.68
Trey Lyles,3500,DEN,PF,@ POR,,27.00,32.85,25,217.5,290,104.75,104.75,48.47,7.12,25.62,7.32
Monte Morris,4200,DEN,SG,@ POR,,33.00,36.59,8,217.5,290,104.75,104.75,42.95,24.82,30.68,7.3
JaMychal Green,4200,LAC,PF,@ GSW,,30.00,27.43,3,236.5,500,112.75,112.75,47.26,12.30,29.43,7.01
Jaylen Adams,3500,ATL,SG,@ MIL,,31.00,36.70,11,235,550,111.75,111.75,33.54,18.66,23.96,6.85
Dirk Nowitzki,3800,DAL,PF,@ MEM,,23.00,29.97,12,214,-115,107.5,107.5,45.68,9.28,25.49,6.71
Royce O'Neale,3500,UTA,SF,@ LAL,,30.00,25.57,20,217,-700,114.5,114.5,37.50,8.71,22.81,6.52
Wesley Matthews,4300,IND,SG,BKN,,33.00,19.01,2,220.5,-140,111.5,0.25,51.45,12.71,27.93,6.5
Damyean Dotson,4600,NYK,SG,WAS,,35.00,24.68,12,226,150,111, ,52.57,13.83,29.87,6.49
Alex Len,5000,ATL,C,@ MIL,,30.00,26.76,2,235,550,111.75,111.75,52.90,13.11,31.66,6.33
Ray Spalding,3500,PHO,PF,@ HOU,,27.00,30.78,16,224,1400,102.75,-0.25,30.55,17.28,21.82,6.23
Tyler Dorsey,3900,MEM,SG,DAL,,27.00,21.80,12,214,-100,106.5,106.5,39.37,10.48,24.26,6.22
Thabo Sefolosha,3500,UTA,SF,@ LAL,,24.00,25.57,20,217,-700,114.5,114.5,43.50,5.44,21.76,6.22
Taurean Prince,4600,ATL,SF,@ MIL,,33.00,29.18,29,235,550,111.75,111.75,51.72,8.90,28.34,6.16
Justin Holiday,4700,MEM,SG,DAL,,33.00,21.80,12,214,-100,106.5,106.5,50.04,15.80,28.37,6.04
Spencer Dinwiddie,5200,BKN,PG,@ IND,,28.00,35.63,3,220.5,120,109,1.25,51.96,7.56,31.13,5.99
DeMarre Carroll,4600,BKN,SF,@ IND,,29.00,25.06,14,220.5,120,109,1.25,43.23,12.87,27.45,5.97
Miles Bridges,4900,CHA,SF,@ DET,,32.00,28.34,5,216,230,104.75,0.5,40.56,23.44,28.97,5.91
Sam Dekker,3500,WAS,SF,@ NYK,,24.00,27.24,26,226,-175,115, ,38.15,3.64,20.69,5.91
Jakob Poeltl,4400,SAS,C,@ CLE,,22.00,33.01,21,219.5,-400,114, ,39.98,10.63,25.93,5.89
Tyus Jones,5800,MIN,PG,OKC,,35.00,20.57,13,229,230,111.25,-0.5,55.27,12.51,33.54,5.78
Jahlil Okafor,4200,NOP,C,@ SAC,,23.00,32.34,18,234.5,500,111.5,-1.75,42.19,10.10,24.22,5.77
Ryan Broekhoff,3500,DAL,PF,@ MEM,,24.00,22.28,13,214,-115,107.5,107.5,28.21,15.70,20.15,5.76
Dennis Schroder,5600,OKC,SG,@ MIN,,29.00,37.93,14,229,-275,117.75,-0.5,52.40,8.01,32.03,5.72
