Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Eric Bledsoe,7400,MIL,PG,52.01335,21.78215,35.65
D.J. Augustin,4500,ORL,PG,38.61312,12.68176,23.66
Khris Middleton,7400,MIL,SG,57.918330000000005,25.61841,35.73
Devin Booker,8800,PHO,SG,62.3877,24.54328,41.18
Nikola Mirotic,7700,NOP,SF,58.47896,24.66168,38.96
Jonathan Isaac,4700,ORL,SF,42.51668,23.2879,26.02
Larry Nance,6000,CLE,PF,52.9975,22.14875,36.25
P.J. Tucker,4300,HOU,PF,41.42419,18.086920000000003,21.43
Clint Capela,9200,HOU,C,72.03163,36.655409999999996,44.11
