entry_id,contest_id,contest_name,PG,PG,SG,SG,SF,SF,PF,PF,C,,Instructions
30608-15755,PF,Anthony,30608-15846,,,,
30608-40199,SF,Giannis,30608-15843,30608-15846,30608-23572,,,,
