"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"30608-15755","PF","Anthony","Anthony Davis","Davis","60.17058967141544","17","12500","WAS@NO","NO","WAS","","","","",""
"30608-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","55.23158023231908","19","12100","CHI@MIL","MIL","CHI","","","","",""
"30608-9644","SG","James","James Harden","Harden","52.70624923706055","16","11600","DAL@HOU","HOU","DAL","","","","",""
"30608-9642","PG","Russell","Russell Westbrook","Westbrook","51.16363525390625","11","11100","CLE@OKC","OKC","CLE","","","","",""
"30608-49111","C","Joel","Joel Embiid","Embiid","53.42727383700284","22","11100","NY@PHI","PHI","NY","","","","",""
"30608-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","42.342857724144345","21","9900","SA@MIN","MIN","SA","","","","",""
"30608-14507","PG","Kemba","Kemba Walker","Walker","44.86000061035156","20","9700","ATL@CHA","CHA","ATL","","","","",""
"30608-12341","SF","Paul","Paul George","George","46.7947355571546","19","9500","CLE@OKC","OKC","CLE","","","","",""
"30608-66115","PG","Ben","Ben Simmons","Simmons","41.171427408854164","21","9500","NY@PHI","PHI","NY","","","","",""
"30608-14514","C","Nikola","Nikola Vucevic","Vucevic","44.161905924479164","21","9500","ORL@POR","ORL","POR","","","","",""
"30608-20848","PG","Damian","Damian Lillard","Lillard","42.779998779296875","20","9500","ORL@POR","POR","ORL","","","","",""
"30608-12332","PG","John","John Wall","Wall","43.6","20","9300","WAS@NO","WAS","NO","","","","",""
"30608-55059","C","Clint","Clint Capela","Capela","40.24210397820724","19","9200","DAL@HOU","HOU","DAL","","","","",""
"30608-9663","SG","Jrue","Jrue Holiday","Holiday","42.109523228236604","21","9000","WAS@NO","NO","WAS","","","","",""
"30608-58460","SG","Devin","Devin Booker","Booker","39.32941032858456","17","8800","PHO@LAC","PHO","LAC","","","","",""
"30608-9714","SG","DeMar","DeMar DeRozan","DeRozan","42.425","20","8800","SA@MIN","SA","MIN","","","","",""
"30608-14528","SG","Jimmy","Jimmy Butler","Butler","40.294117647058826","17","8700","NY@PHI","PHI","NY","","","","",""
"30608-40783","SG","Zach","Zach LaVine","LaVine","39.52000122070312","20","8700","CHI@MIL","CHI","MIL","","","","",""
