Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2019-03-23,Kemba Walker,8900,CHA,PG,BOS,,35.0,36.31,10,222.5,150,109.25,-0.25,76.29,19.67,40.97,4.6,W,35,11,25,0.44,6,13,0.462,8,8,1.0,1,10,11,9,2,0,2,0,36,21,66.7
2019-03-23,Karl-Anthony Towns,11300,MIN,C,@ MEM,,35.0,28.94,9,217.5,-110,109.0,109,89.66,30.06,56.93,5.04,W,33,12,20,0.6,4,7,0.5710000000000001,5,5,1.0,4,19,23,3,1,1,5,5,33,12,66.1
2019-03-23,Ben Simmons,9500,PHI,PG,@ ATL,,36.0,25.14,30,236.0,-300,121.75, ,61.45,25.99,43.46,4.57,L,35,9,16,0.563,0,0,,3,4,0.75,1,5,6,9,4,2,2,4,21,1,57.7
2019-03-23,Luka Doncic,9600,DAL,SG,@ GSW,,32.0,28.91,27,219.0,800,102.75,-2.25,58.98,29.28,42.13,4.39,W,27,6,14,0.429,4,11,0.364,7,11,0.636,1,10,11,10,3,0,3,3,23,29,57.2
2019-03-23,Rudy Gobert,9200,UTA,C,@ CHI,,34.0,37.09,30,214.0,-600,112.5,112.5,70.87,21.48,42.36,4.6,W,26,9,11,0.818,0,0,,3,7,0.429,6,8,14,2,0,4,0,2,21,19,52.8
2019-03-23,Trae Young,7700,ATL,PG,PHI,,33.0,39.12,18,236.0,250,114.25,0.5,54.5,30.83,38.93,5.06,W,33,11,20,0.55,4,9,0.444,6,7,0.857,2,4,6,11,0,1,6,4,32,22,52.7
2019-03-23,Devin Booker,9300,PHO,SG,@ SAC,,37.0,39.11,16,230.5,500,110.0,-0.5,82.39,19.33,45.8,4.92,L,39,10,27,0.37,2,11,0.182,10,10,1.0,0,2,2,10,2,0,3,0,32,-5,52.4
2019-03-23,Kyrie Irving,10400,BOS,PG,@ CHA,,35.0,36.01,7,222.5,-175,113.25,0.75,63.77,20.68,45.55,4.38,L,35,12,23,0.522,4,11,0.364,3,4,0.75,0,7,7,6,2,0,3,5,31,-10,51.4
2019-03-23,Bam Adebayo,6400,MIA,PF,@ WAS,,29.0,32.64,20,220.5,105,109.75,-0.25,50.12,8.71,29.92,4.68,W,35,6,11,0.545,0,1,0.0,4,4,1.0,1,10,11,8,0,4,5,1,16,16,48.2
2019-03-23,Jaylen Brown,4800,BOS,SG,@ CHA,,30.0,25.27,14,222.5,-175,113.25,0.75,52.65,5.98,26.34,5.49,L,30,10,13,0.769,5,6,0.833,4,7,0.5710000000000001,0,4,4,4,1,2,1,2,29,3,47.8
2019-03-23,Jonas Valanciunas,7800,MEM,C,MIN,,32.0,29.57,5,217.5,-105,108.5,108.5,73.62,18.46,42.43,5.44,L,26,7,15,0.467,1,1,1.0,5,7,0.7140000000000001,6,8,14,3,0,3,4,5,20,-11,46.3
2019-03-23,Jimmy Butler,8400,PHI,SG,@ ATL,,35.0,27.22,25,236.0,-300,121.75, ,55.19,18.98,38.49,4.58,L,36,6,13,0.462,0,0,,13,13,1.0,2,4,6,4,2,1,1,0,25,-5,46.2
2019-03-23,Nemanja Bjelica,5200,SAC,SF,PHO,,28.0,35.63,30,230.5,-650,120.5, ,48.86,12.58,28.86,5.55,W,36,5,10,0.5,2,5,0.4,1,2,0.5,4,13,17,5,1,1,1,1,13,7,45.9
2019-03-23,Damian Lillard,10800,POR,PG,DET,,37.0,39.11,17,215.5,-214,110.25, ,79.75,25.48,48.16,4.46,W,37,9,16,0.563,6,10,0.6,4,5,0.8,2,4,6,9,0,0,4,1,28,3,44.7
2019-03-23,Kelly Olynyk,5300,MIA,PF,@ WAS,,27.0,32.17,17,220.5,105,109.75,-0.25,37.04,7.72,23.18,4.37,W,38,6,9,0.667,2,5,0.4,0,0,,1,6,7,5,2,3,1,4,14,19,43.9
2019-03-23,Miles Bridges,4900,CHA,SF,BOS,,32.0,27.19,3,222.5,150,109.25,-0.25,34.29,19.4,24.49,5.0,W,34,8,13,0.615,3,6,0.5,1,2,0.5,2,5,7,3,3,0,1,0,20,17,40.9
2019-03-23,Joel Embiid,12100,PHI,C,@ ATL,,35.0,27.41,5,236.0,-300,121.75, ,85.59,37.28,52.8,4.36,L,35,7,11,0.636,2,3,0.667,11,14,0.7859999999999999,1,11,12,2,0,0,4,0,27,3,40.4
2019-03-23,Buddy Hield,7400,SAC,SG,PHO,,35.0,22.31,18,230.5,-650,120.5, ,66.76,15.89,38.28,5.17,W,36,9,20,0.45,7,14,0.5,0,0,,3,4,7,2,1,1,2,5,25,10,40.4
2019-03-23,Andre Drummond,11000,DET,C,@ POR,,34.0,30.34,8,215.5,180,105.25, ,63.81,23.61,45.58,4.14,L,39,6,11,0.545,0,0,,7,7,1.0,4,7,11,1,1,1,0,4,19,4,39.7
2019-03-23,Blake Griffin,8300,DET,PF,@ POR,,34.0,30.64,14,215.5,180,105.25, ,68.13,20.66,37.29,4.49,L,35,10,18,0.556,3,8,0.375,4,4,1.0,0,2,2,6,1,0,2,3,27,1,39.4
