"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"29332-15755","PF","Anthony","Anthony Davis","Davis","67.0999984741211","2","13000","LAC@NO","NO","LAC","","","","",""
"29332-49111","C","Joel","Joel Embiid","Embiid","50.79999796549479","3","10700","PHI@DET","PHI","DET","","","","",""
"29332-55062","PF","Nikola","Nikola Jokic","Jokic","56","3","10600","SAC@DEN","DEN","SAC","","","","",""
"29332-66115","PG","Ben","Ben Simmons","Simmons","41.699999491373696","3","10500","PHI@DET","PHI","DET","GTD","Back","","",""
"29332-15557","C","Andre","Andre Drummond","Drummond","38.79999923706055","2","9700","PHI@DET","DET","PHI","","","","",""
"29332-9560","PF","Blake","Blake Griffin","Griffin","50.75","2","8800","PHI@DET","DET","PHI","","","","",""
"29332-80810","PG","De'Aaron","De'Aaron Fox","Fox","39.166666666666664","3","8000","SAC@DEN","SAC","DEN","","","","",""
"29332-14518","PF","Tobias","Tobias Harris","Harris","38.333333333333336","3","7900","LAC@NO","LAC","NO","","","","",""
"29332-42669","C","Julius","Julius Randle","Randle","33.95000076293945","2","7800","LAC@NO","NO","LAC","","","","",""
"29332-9663","SG","Jrue","Jrue Holiday","Holiday","35.900001525878906","2","7800","LAC@NO","NO","LAC","","","","",""
"29332-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","33.8999989827474","3","7400","SAC@DEN","SAC","DEN","","","","",""
"29332-14522","SF","Nikola","Nikola Mirotic","Mirotic","47.650001525878906","2","7400","LAC@NO","NO","LAC","","","","",""
"29332-24544","SG","Gary","Gary Harris","Harris","35.56666564941406","3","7200","SAC@DEN","DEN","SAC","","","","",""
"29332-9729","PF","Paul","Paul Millsap","Millsap","31.3000005086263","3","7100","SAC@DEN","DEN","SAC","","","","",""
"29332-19138","PG","Elfrid","Elfrid Payton","Payton","33.599998474121094","2","7000","LAC@NO","NO","LAC","","","","",""
"29332-17333","SF","Will","Will Barton","Barton","30","2","6800","SAC@DEN","DEN","SAC","O","Groin","","",""
"29332-9637","SF","Danilo","Danilo Gallinari","Gallinari","32.46666717529297","3","6600","LAC@NO","LAC","NO","","","","",""
"29332-66108","PG","Jamal","Jamal Murray","Murray","23.666666666666668","3","6400","SAC@DEN","DEN","SAC","","","","",""
"29332-14523","PG","Reggie","Reggie Jackson","Jackson","27.299999237060547","2","6300","PHI@DET","DET","PHI","","","","",""
"29332-20491","SF","Robert","Robert Covington","Covington","27.833333333333332","3","6100","PHI@DET","PHI","DET","","","","",""
"29332-23665","SG","Buddy","Buddy Hield","Hield","26.1999994913737","3","6000","SAC@DEN","SAC","DEN","","","","",""
"29332-55056","PF","Dario","Dario Saric","Saric","25.5","3","5900","PHI@DET","PHI","DET","","","","",""
"29332-80805","SG","Markelle","Markelle Fultz","Fultz","22.066665649414062","3","5900","PHI@DET","PHI","DET","","","","",""
"29332-55060","SG","Bogdan","Bogdan Bogdanovic","Bogdanovic","22.15696233435522","79","5800","SAC@DEN","SAC","DEN","O","Knee","","",""
"29332-9662","SG","Lou","Lou Williams","Williams","22.46666717529297","3","5500","LAC@NO","LAC","NO","","","","",""
