"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"29454-15755","PF","Anthony","Anthony Davis","Davis","68.26666768391927","3","13000","BKN@NO","NO","BKN","","","","",""
"29454-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","61.17499923706055","4","12300","MIL@MIN","MIL","MIN","","","","",""
"29454-9644","SG","James","James Harden","Harden","52","4","11600","LAC@HOU","HOU","LAC","O","Hamstring","","",""
"29454-9524","PG","Stephen","Stephen Curry","Curry","51.35999755859375","5","9900","GS@NY","GS","NY","","","","",""
"29454-9646","SF","Kevin","Kevin Durant","Durant","48.4","5","9900","GS@NY","GS","NY","","","","",""
"29454-14513","SF","Kawhi","Kawhi Leonard","Leonard","44.04999923706055","4","9800","DAL@TOR","TOR","DAL","","","","",""
"29454-9623","PG","Chris","Chris Paul","Paul","45.20000076293945","2","9700","LAC@HOU","HOU","LAC","","","","",""
"29454-12332","PG","John","John Wall","Wall","40.400001525878906","4","9600","WAS@SAC","WAS","SAC","","","","",""
"29454-14528","SG","Jimmy","Jimmy Butler","Butler","49.04999923706055","4","9400","MIL@MIN","MIN","MIL","GTD","Illness","","",""
"29454-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","34.23999938964844","5","8500","MIL@MIN","MIN","MIL","","","","",""
"29454-14507","PG","Kemba","Kemba Walker","Walker","44.779998779296875","5","8500","CHI@CHA","CHA","CHI","","","","",""
"29454-9535","PG","Kyle","Kyle Lowry","Lowry","42.92000122070313","5","8500","DAL@TOR","TOR","DAL","","","","",""
"29454-40783","SG","Zach","Zach LaVine","LaVine","42.375","4","8400","CHI@CHA","CHI","CHA","","","","",""
"29454-15595","SG","Bradley","Bradley Beal","Beal","39.875","4","8300","WAS@SAC","WAS","SAC","GTD","Chest","","",""
"29454-55059","C","Clint","Clint Capela","Capela","33.150001525878906","4","8100","LAC@HOU","HOU","LAC","","","","",""
"29454-80810","PG","De'Aaron","De'Aaron Fox","Fox","36.460000610351564","5","8000","WAS@SAC","SAC","WAS","","","","",""
"29454-9561","C","DeAndre","DeAndre Jordan","Jordan","40.57500076293945","4","7800","DAL@TOR","DAL","TOR","","","","",""
"29454-9663","SG","Jrue","Jrue Holiday","Holiday","34.1000010172526","3","7800","BKN@NO","NO","BKN","","","","",""
"29454-14516","C","Enes","Enes Kanter","Kanter","35.36000061035156","5","7700","GS@NY","NY","GS","","","","",""
"29454-14518","PF","Tobias","Tobias Harris","Harris","39.57500076293945","4","7700","LAC@HOU","LAC","HOU","","","","",""
"29454-12355","PG","Eric","Eric Bledsoe","Bledsoe","38.42499923706055","4","7600","MIL@MIN","MIL","MIN","","","","",""
"29454-16261","SG","Khris","Khris Middleton","Middleton","38.95000076293945","4","7600","MIL@MIN","MIL","MIN","","","","",""
"29454-14522","SF","Nikola","Nikola Mirotic","Mirotic","43.23333231608073","3","7500","BKN@NO","NO","BKN","","","","",""
"29454-15860","PF","Draymond","Draymond Green","Green","28.379998779296876","5","7500","GS@NY","GS","NY","","","","",""
"29454-84669","SG","Luka","Luka Doncic","Doncic","32.92499923706055","4","7400","DAL@TOR","DAL","TOR","","","","",""
"29454-19138","PG","Elfrid","Elfrid Payton","Payton","37.199999491373696","3","7400","BKN@NO","NO","BKN","","","","",""
"29454-23802","PG","Kris","Kris Dunn","Dunn","20.299999237060547","1","7200","CHI@CHA","CHI","CHA","O","Knee","","",""
"29454-42550","SF","Jabari","Jabari Parker","Parker","25.774999618530273","4","7000","CHI@CHA","CHI","CHA","","","","",""
"29454-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","32.279998779296875","5","7000","WAS@SAC","SAC","WAS","","","","",""
"29454-58312","PG","D'Angelo","D'Angelo Russell","Russell","27.700000762939453","4","7000","BKN@NO","BKN","NO","","","","",""
"29454-9637","SF","Danilo","Danilo Gallinari","Gallinari","34.025001525878906","4","6900","LAC@HOU","LAC","HOU","","","","",""
"29454-9660","C","Dwight","Dwight Howard","Howard","37.62839385609568","81","6900","WAS@SAC","WAS","SAC","O","Back","","",""
"29454-42669","C","Julius","Julius Randle","Randle","31.96666717529297","3","6800","BKN@NO","NO","BKN","GTD","Foot","","",""
"29454-23798","SG","Caris","Caris LeVert","LeVert","34.25","4","6800","BKN@NO","BKN","NO","","","","",""
"29454-15846","SG","Tim","Tim Hardaway Jr.","Hardaway Jr.","34.33999938964844","5","6700","GS@NY","NY","GS","","","","",""
"29454-42156","PF","Bobby","Bobby Portis","Portis","28.75","4","6600","CHI@CHA","CHI","CHA","O","Knee","","",""
"29454-9446","PG","Jeff","Jeff Teague","Teague","30.979998779296874","5","6500","MIL@MIN","MIN","MIL","","","","",""
"29454-9556","SG","Eric","Eric Gordon","Gordon","24.524999618530273","4","6500","LAC@HOU","HOU","LAC","","","","",""
"29454-9809","SF","Nicolas","Nicolas Batum","Batum","25.3","5","6400","CHI@CHA","CHA","CHI","","","","",""
"29454-9508","SF","Carmelo","Carmelo Anthony","Anthony","23.100000381469727","4","6400","LAC@HOU","HOU","LAC","","","","",""
"29454-80814","PG","Dennis","Dennis Smith Jr.","Smith Jr.","26.899999618530273","4","6400","DAL@TOR","DAL","TOR","","","","",""
"29454-80821","C","Jarrett","Jarrett Allen","Allen","29.475000381469727","4","6400","BKN@NO","BKN","NO","","","","",""
"29454-23665","SG","Buddy","Buddy Hield","Hield","24.1","5","6300","WAS@SAC","SAC","WAS","","","","",""
"29454-15628","SF","Otto","Otto Porter Jr.","Porter Jr.","28.524999618530273","4","6300","WAS@SAC","WAS","SAC","","","","",""
"29454-49116","SF","Andrew","Andrew Wiggins","Wiggins","24.600000381469727","4","6300","MIL@MIN","MIN","MIL","GTD","Quadriceps","","",""
"29454-14509","SG","Klay","Klay Thompson","Thompson","23.8","5","6200","GS@NY","GS","NY","","","","",""
"29454-84676","PF","Wendell","Wendell Carter Jr.","Carter Jr.","19.299999237060547","4","6000","CHI@CHA","CHI","CHA","","","","",""
"29454-12368","SF","Nemanja","Nemanja Bjelica","Bjelica","26.979998779296874","5","5800","WAS@SAC","SAC","WAS","","","","",""
"29454-14503","C","Jonas","Jonas Valanciunas","Valanciunas","26.720001220703125","5","5800","DAL@TOR","TOR","DAL","","","","",""
"29454-9621","C","Brook","Brook Lopez","Lopez","24.674999237060547","4","5800","MIL@MIN","MIL","MIN","","","","",""
"29454-48567","PG","Cameron","Cameron Payne","Payne","20.424999237060547","4","5800","CHI@CHA","CHI","CHA","","","","",""
"29454-55060","SG","Bogdan","Bogdan Bogdanovic","Bogdanovic","22.15696233435522","79","5700","WAS@SAC","SAC","WAS","O","Knee","","",""
"29454-9787","SF","DeMarre","DeMarre Carroll","Carroll","26.60684998394692","73","5600","BKN@NO","BKN","NO","O","Ankle","","",""
"29454-42148","PF","Rondae","Rondae Hollis-Jefferson","Hollis-Jefferson","19.600000381469727","1","5600","BKN@NO","BKN","NO","","","","",""
"29454-15559","SG","Jeremy","Jeremy Lamb","Lamb","25.539999389648436","5","5600","CHI@CHA","CHA","CHI","","","","",""
"29454-14511","PF","Markieff","Markieff Morris","Morris","30.75","4","5500","WAS@SAC","WAS","SAC","","","","",""
"29454-84679","PF","Marvin","Marvin Bagley III","Bagley III","28.7","5","5500","WAS@SAC","SAC","WAS","","","","",""
"29454-15843","PG","Trey","Trey Burke","Burke","23.539999389648436","5","5500","GS@NY","NY","GS","","","","",""
"29454-16359","SG","Malcolm","Malcolm Brogdon","Brogdon","24.325000762939453","4","5500","MIL@MIN","MIL","MIN","","","","",""
"29454-16604","SG","Justin","Justin Holiday","Holiday","23.549999237060547","4","5400","CHI@CHA","CHI","CHA","","","","",""
"29454-23776","PF","Montrezl","Montrezl Harrell","Harrell","26.25","4","5400","LAC@HOU","LAC","HOU","","","","",""
