Player Name,Salary,Position,Projection
Stephen Curry,9800,PG,73.10141999999999
Patrick Beverley,5100,PG,44.57226
Gary Harris,6000,SG,51.74015
Eric Gordon,5700,SG,49.755109999999995
James Ennis,3700,SF,37.12143
Taurean Prince,7200,SF,59.75728
Kevin Love,8100,PF,69.2261
Jerami Grant,4800,PF,50.2541
Nikola Jokic,9600,C,73.31473000000001
