Player Name,Salary,Position,Projection
Jamal Murray,5800,PG,48.6843
Trae Young,6100,PG,51.7266
Klay Thompson,6300,SG,52.62555
Eric Gordon,5700,SG,49.755109999999995
Taurean Prince,7200,SF,59.75728
Paul George,9200,SF,68.76144000000001
Kevin Love,8100,PF,69.2261
Jerami Grant,4800,PF,50.2541
Clint Capela,6800,C,57.635940000000005
