Player Name,Salary,Position,Projection
Stephen Curry,9800,PG,73.10141999999999
Trae Young,6100,PG,51.7266
Eric Gordon,5700,SG,49.755109999999995
Jordan Clarkson,4500,SG,41.19024
Taurean Prince,7200,SF,59.75728
Justin Jackson,4100,SF,40.27985
Kevin Love,8100,PF,69.2261
Jerami Grant,4800,PF,50.2541
Nikola Jokic,9600,C,73.31473000000001
