"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"29501-15755","PF","Anthony","Anthony Davis","Davis","67.5250015258789","4","12800","NO@DEN","NO","DEN","O","Elbow","","",""
"29501-9488","SF","LeBron","LeBron James","James","54.633331298828125","6","11800","LAL@MIN","LAL","MIN","","","","",""
"29501-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","52.5","6","11500","TOR@MIL","MIL","TOR","O","Concussion","","",""
"29501-49111","C","Joel","Joel Embiid","Embiid","55.95000203450521","6","11000","ATL@PHI","PHI","ATL","","","","",""
"29501-9646","SF","Kevin","Kevin Durant","Durant","50.557141985212056","7","10600","GS@CHI","GS","CHI","","","","",""
"29501-66115","PG","Ben","Ben Simmons","Simmons","40.620001220703124","5","10500","ATL@PHI","PHI","ATL","","","","",""
"29501-55062","C","Nikola","Nikola Jokic","Jokic","49.42000122070313","5","10300","NO@DEN","DEN","NO","","","","",""
"29501-20848","PG","Damian","Damian Lillard","Lillard","51.3","5","10200","POR@IND","POR","IND","","","","",""
"29501-14513","SF","Kawhi","Kawhi Leonard","Leonard","45.5","5","9800","TOR@MIL","TOR","MIL","O","Rest","","",""
"29501-9524","PG","Stephen","Stephen Curry","Curry","48.92857142857143","7","9800","GS@CHI","GS","CHI","","","","",""
"29501-14528","SG","Jimmy","Jimmy Butler","Butler","43.63999938964844","5","9400","LAL@MIN","MIN","LAL","","","","",""
"29501-15684","SG","Victor","Victor Oladipo","Oladipo","37.98333231608073","6","9000","POR@IND","IND","POR","","","","",""
"29501-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","34.18333435058594","6","8800","LAL@MIN","MIN","LAL","","","","",""
"29501-9535","PG","Kyle","Kyle Lowry","Lowry","43.3999989827474","6","8800","TOR@MIL","TOR","MIL","","","","",""
"29501-9714","SG","DeMar","DeMar DeRozan","DeRozan","47.3","5","8800","DAL@SA","SA","DAL","","","","",""
"29501-9688","PF","LaMarcus","LaMarcus Aldridge","Aldridge","43.3","5","8700","DAL@SA","SA","DAL","","","","",""
"29501-40783","SG","Zach","Zach LaVine","LaVine","39.300000508626304","6","8400","GS@CHI","CHI","GS","","","","",""
"29501-12363","C","Hassan","Hassan Whiteside","Whiteside","36.92000122070313","5","8300","SAC@MIA","MIA","SAC","","","","",""
"29501-9663","SG","Jrue","Jrue Holiday","Holiday","35.960000610351564","5","8000","NO@DEN","NO","DEN","","","","",""
"29501-9561","C","DeAndre","DeAndre Jordan","Jordan","42.68333435058594","6","7900","DAL@SA","DAL","SA","","","","",""
"29501-12355","PG","Eric","Eric Bledsoe","Bledsoe","32.86666615804037","6","7700","TOR@MIL","MIL","TOR","","","","",""
"29501-14516","C","Enes","Enes Kanter","Kanter","33.3999989827474","6","7700","BKN@NY","NY","BKN","","","","",""
"29501-80810","PG","De'Aaron","De'Aaron Fox","Fox","36","6","7700","SAC@MIA","SAC","MIA","","","","",""
"29501-84669","SG","Luka","Luka Doncic","Doncic","31.566665649414062","6","7600","DAL@SA","DAL","SA","GTD","Back","","",""
"29501-16261","SG","Khris","Khris Middleton","Middleton","36.25","6","7500","TOR@MIL","MIL","TOR","","","","",""
"29501-15860","PF","Draymond","Draymond Green","Green","32.57142857142857","7","7500","GS@CHI","GS","CHI","","","","",""
"29501-23572","SF","Taurean","Taurean Prince","Prince","32.8","5","7300","ATL@PHI","ATL","PHI","","","","",""
"29501-14522","SF","Nikola","Nikola Mirotic","Mirotic","37.679998779296874","5","7300","NO@DEN","NO","DEN","","","","",""
"29501-84671","PG","Trae","Trae Young","Young","34.07999877929687","5","7300","ATL@PHI","ATL","PHI","","","","",""
"29501-66108","PG","Jamal","Jamal Murray","Murray","27.73999938964844","5","7200","NO@DEN","DEN","NO","","","","",""
"29501-23798","SG","Caris","Caris LeVert","LeVert","33.88333384195963","6","7200","BKN@NY","BKN","NY","","","","",""
"29501-16233","SF","Josh","Josh Richardson","Richardson","30.039999389648436","5","7200","SAC@MIA","MIA","SAC","","","","",""
"29501-24544","SG","Gary","Gary Harris","Harris","32.179998779296874","5","7200","NO@DEN","DEN","NO","","","","",""
"29501-19138","PG","Elfrid","Elfrid Payton","Payton","29.2","5","7100","NO@DEN","NO","DEN","O","Ankle","","",""
"29501-55057","C","Jusuf","Jusuf Nurkic","Nurkic","33.379998779296876","5","7100","POR@IND","POR","IND","","","","",""
"29501-42550","SF","Jabari","Jabari Parker","Parker","27.350001017252605","6","7000","GS@CHI","CHI","GS","","","","",""
"29501-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","34.18333435058594","6","7000","SAC@MIA","SAC","MIA","","","","",""
"29501-80806","PG","Lonzo","Lonzo Ball","Ball","26.866666158040363","6","6900","LAL@MIN","LAL","MIN","","","","",""
"29501-80821","C","Jarrett","Jarrett Allen","Allen","30.0500005086263","6","6900","BKN@NY","BKN","NY","","","","",""
"29501-58312","PG","D'Angelo","D'Angelo Russell","Russell","30.666666666666668","6","6900","BKN@NY","BKN","NY","","","","",""
"29501-23802","PG","Kris","Kris Dunn","Dunn","20.299999237060547","1","6800","GS@CHI","CHI","GS","O","Knee","","",""
"29501-19067","SG","CJ","CJ McCollum","McCollum","28.3","5","6700","POR@IND","POR","IND","","","","",""
"29501-17333","SF","Will","Will Barton","Barton","30","2","6700","NO@DEN","DEN","NO","O","Groin","","",""
"29501-9673","PG","Goran","Goran Dragic","Dragic","32.179998779296874","5","6700","SAC@MIA","MIA","SAC","","","","",""
"29501-15846","SG","Tim","Tim Hardaway Jr.","Hardaway Jr.","33.51666768391927","6","6700","BKN@NY","NY","BKN","","","","",""
"29501-9729","PF","Paul","Paul Millsap","Millsap","27.779998779296875","5","6600","NO@DEN","DEN","NO","","","","",""
"29501-9739","C","JaVale","JaVale McGee","McGee","35.75","6","6600","LAL@MIN","LAL","MIN","","","","",""
"29501-42156","PF","Bobby","Bobby Portis","Portis","28.75","4","6600","GS@CHI","CHI","GS","O","Knee","","",""
"29501-66236","PF","John","John Collins","Collins","24.930667317708334","75","6600","ATL@PHI","ATL","PHI","O","Ankle","","",""
"29501-9446","PG","Jeff","Jeff Teague","Teague","27.5500005086263","6","6600","LAL@MIN","MIN","LAL","","","","",""
"29501-49116","SF","Andrew","Andrew Wiggins","Wiggins","24.600000381469727","4","6600","LAL@MIN","MIN","LAL","GTD","Quadriceps","","",""
"29501-66048","PF","Brandon","Brandon Ingram","Ingram","25.049999237060547","2","6400","LAL@MIN","LAL","MIN","","","","",""
"29501-22541","PF","Kelly","Kelly Olynyk","Olynyk","20.039999389648436","5","6400","SAC@MIA","MIA","SAC","","","","",""
"29501-23665","SG","Buddy","Buddy Hield","Hield","25.25","6","6400","SAC@MIA","SAC","MIA","","","","",""
"29501-9577","SF","Rudy","Rudy Gay","Gay","29.8","5","6400","DAL@SA","SA","DAL","","","","",""
"29501-80814","PG","Dennis","Dennis Smith Jr.","Smith Jr.","28.660000610351563","5","6400","DAL@SA","DAL","SA","","","","",""
"29501-20491","SF","Robert","Robert Covington","Covington","29.833333333333332","6","6300","ATL@PHI","PHI","ATL","","","","",""
"29501-12368","SF","Nemanja","Nemanja Bjelica","Bjelica","30.8000005086263","6","6300","SAC@MIA","SAC","MIA","","","","",""
"29501-42669","C","Julius","Julius Randle","Randle","29.679998779296874","5","6300","NO@DEN","NO","DEN","GTD","Foot","","",""
"29501-84676","PF","Wendell","Wendell Carter Jr.","Carter Jr.","21.5","6","6300","GS@CHI","CHI","GS","","","","",""
"29501-19781","SG","Kent","Kent Bazemore","Bazemore","30.26000061035156","5","6300","ATL@PHI","ATL","PHI","","","","",""
"29501-14509","SG","Klay","Klay Thompson","Thompson","24.32857186453683","7","6200","GS@CHI","GS","CHI","","","","",""
