Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS,Position #,Play?
2019-02-24,Kyle Lowry,8200,TOR,PG,ORL,,35.0,41.66,25,216.5,-300,111.75,-2,68.71,19.32,39.6,4.83,L,36,6,13,0.462,2,6,0.333,5,5,1.0,0,4,4,10,4,0,5,4,19,-7,45.8,1.0,1.0
2019-02-24,Jeremy Lin,4900,TOR,PG,ORL,,26.0,41.66,25,216.5,-300,111.75,-2,49.75,7.73,27.04,5.52,L,18,2,8,0.25,0,2,0.0,2,4,0.5,0,1,1,5,0,0,1,3,6,-14,13.7,1.0,1.0
2019-02-24,Danny Green,4700,TOR,SG,ORL,,30.0,22.2,5,216.5,-300,111.75,-2,35.96,7.91,22.6,4.81,L,27,4,9,0.444,2,4,0.5,0,0,,0,6,6,4,0,0,2,2,10,3,21.2,2.0,1.0
2019-02-24,Marco Belinelli,3900,SAS,SG,@ NYK,,27.0,20.51,14,225.0,-400,117.0,2.25,34.9,6.13,21.0,5.38,L,24,2,5,0.4,1,3,0.333,3,3,1.0,0,1,1,0,0,0,1,1,8,-10,8.2,2.0,1.0
2019-02-24,Rudy Gay,6000,SAS,SF,@ NYK,,32.0,32.12,23,225.0,-400,117.0,2.25,49.32,13.38,33.19,5.53,L,26,4,10,0.4,1,2,0.5,1,1,1.0,0,5,5,2,1,0,0,1,10,4,22.0,3.0,1.0
2019-02-24,Kevin Knox,5300,NYK,SF,SAS,,33.0,23.86,6,225.0,320,108.0,1.25,35.66,14.8,25.47,4.81,W,33,8,18,0.444,1,6,0.16699999999999998,2,3,0.667,0,10,10,2,0,1,2,5,19,10,35.0,3.0,1.0
2019-02-24,Pascal Siakam,7600,TOR,PF,ORL,,35.0,23.23,1,216.5,-300,111.75,-2,56.35,16.66,36.95,4.86,L,37,3,10,0.3,2,4,0.5,2,2,1.0,0,11,11,3,0,2,0,1,10,-5,33.7,4.0,1.0
2019-02-24,LaMarcus Aldridge,8000,SAS,PF,@ NYK,,34.0,34.25,26,225.0,-400,117.0,2.25,63.01,22.66,42.75,5.34,L,21,7,12,0.583,0,0,,4,4,1.0,0,3,3,1,0,2,2,4,18,-10,27.1,4.0,1.0
2019-02-24,Nikola Jokic,11400,DEN,C,LAC,,34.0,35.65,28,234.5,-450,121.75,0.75,77.61,32.73,55.28,4.85,W,28,9,16,0.563,0,2,0.0,4,6,0.667,3,13,16,3,3,1,6,5,22,14,51.7,5.0,1.0
