Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS,Position #,Play?
2018-12-23,Stephen Curry,9700,GSW,PG,LAC,,35.0,52.64,8,234.0,-550,122.25,0.5,69.75,25.99,49.89,5.14,W,36,12,22,0.545,6,15,0.4,12,13,0.923,3,3,6,2,1,0,0,4,42,8,55.2,1.0,1.0
2018-12-23,Tyus Jones,3600,MIN,PG,@ OKC,,29.0, , ,222.0,240,107.5,107.5,44.09,24.19,25.12,6.98,W,31,2,5,0.4,1,2,0.5,0,0,,1,4,5,4,1,1,1,2,5,4,22.0,1.0,1.0
2018-12-23,Alec Burks,4700,CLE,SG,CHI,,31.0, , ,201.5,-111,101.25,0.25,50.98,30.38,30.38,6.46,L,28,5,10,0.5,2,6,0.333,0,1,0.0,0,6,6,3,0,0,2,1,12,-4,21.7,2.0,1.0
2018-12-23,Jordan Clarkson,5400,CLE,SG,CHI,,33.0, , ,201.5,-111,101.25,0.25,54.98,29.67,33.3,6.17,L,31,8,13,0.615,1,3,0.333,0,0,,1,0,1,1,0,0,2,1,17,-10,17.7,2.0,1.0
2018-12-23,Harrison Barnes,5900,DAL,SF,@ POR,,34.0,51.40,9,215.0,260,103.75,-0.25,38.55,17.49,30.26,5.13,L,35,11,20,0.55,5,8,0.625,0,1,0.0,1,0,1,0,0,0,1,3,27,-3,27.2,3.0,1.0
2018-12-23,Cedi Osman,4700,CLE,SF,CHI,,33.0, , ,201.5,-111,101.25,0.25,35.02,12.18,27.06,5.76,L,37,6,11,0.545,2,4,0.5,3,3,1.0,1,6,7,1,0,0,1,3,17,-18,25.9,3.0,1.0
2018-12-23,Blake Griffin,9100,DET,PF,ATL,,36.0, , ,222.0,-400,115.75,-0.75,62.61,23.67,48.8,5.36,L,39,4,14,0.28600000000000003,1,7,0.14300000000000002,6,9,0.667,0,7,7,3,1,0,5,3,15,5,25.9,4.0,1.0
2018-12-23,Larry Nance,7300,CLE,PF,CHI,,34.0, , ,201.5,-111,101.25,0.25,57.93,22.63,38.88,5.33,L,33,9,14,0.643,0,2,0.0,2,4,0.5,3,3,6,1,3,0,2,3,20,-19,35.7,4.0,1.0
2018-12-23,Andre Drummond,9600,DET,C,ATL,,33.0, , ,222.0,-400,115.75,-0.75,60.38,22.66,49.37,5.14,L,29,6,12,0.5,0,0,,1,6,0.16699999999999998,2,13,15,2,2,5,2,3,13,-13,53.0,5.0,1.0
