Player Name,Salary,Position,Projection
Kemba Walker,8900,PG,70.13951999999999
Eric Bledsoe,7700,PG,71.28135
Donovan Mitchell,8500,SG,68.59908
Victor Oladipo,8500,SG,70.02108
Jae Crowder,5200,SF,47.30635
Jabari Parker,5500,SF,48.864329999999995
Josh Jackson,5300,PF,50.03497
Ersan Ilyasova,4700,PF,42.9768
Jonas Valanciunas,5500,C,51.67415
