Player Name,Salary,Position,Projection
Kemba Walker,8900,PG,70.13951999999999
Eric Bledsoe,7700,PG,71.28135
Devin Booker,8400,SG,69.26411999999999
Tim Hardaway Jr.,7400,SG,60.406169999999996
Otto Porter,6300,SF,54.170159999999996
Jae Crowder,5200,SF,47.30635
Josh Jackson,5300,PF,50.03497
Ersan Ilyasova,4700,PF,42.9768
Myles Turner,6100,C,54.21536
