Player Name,Salary,Team,Position,Ceiling,Floor,Projection
D.J. Augustin,4500,ORL,PG,38.61312,12.68176,23.66
Tony Parker,4000,CHA,PG,32.54416,19.36,19.36
Malcolm Brogdon,5600,MIL,SG,42.3808,19.5392,27.52
Khris Middleton,7400,MIL,SG,57.918330000000005,25.61841,35.73
Nikola Mirotic,7700,NOP,SF,58.47896,24.66168,38.96
Jonathan Isaac,4700,ORL,SF,42.51668,23.2879,26.02
Anthony Davis,12500,NOP,PF,93.00653,33.34921,64.01
P.J. Tucker,4300,HOU,PF,41.42419,18.086920000000003,21.43
Clint Capela,9200,HOU,C,72.03163,36.655409999999996,44.11
