Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Ryan Arcidiacono,4200,CHI,PG,33.50094,13.650889999999999,21.23
Tony Parker,4000,CHA,PG,32.54416,19.36,19.36
Bradley Beal,8200,WAS,SG,61.11594,26.29767,38.73
Khris Middleton,7400,MIL,SG,57.918330000000005,25.61841,35.73
Jonathan Isaac,4700,ORL,SF,42.51668,23.2879,26.02
Rodney Hood,5200,CLE,SF,41.37222,16.595489999999998,25.89
Anthony Davis,12500,NOP,PF,93.00653,33.34921,64.01
P.J. Tucker,4300,HOU,PF,41.42419,18.086920000000003,21.43
Clint Capela,9200,HOU,C,72.03163,36.655409999999996,44.11
