"entry_id","contest_id","contest_name","PG","PG","SG","SG","SF","SF","PF","PF","C","","Instructions"
"1602218047","30202-222517635","$250 NBA Small Swat","30202-9673","30202-49675","30202-9714","30202-15846","30202-16233","30202-9577","30202-9688","30202-42661","30202-14516","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1602218049","30202-222517635","$250 NBA Small Swat","30202-20848","30202-49675","30202-15595","30202-15846","30202-9577","30202-58084","30202-9688","30202-42661","30202-14516","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"1602218051","30202-222517635","$250 NBA Small Swat","30202-9673","30202-15843","30202-9714","30202-15846","30202-16233","30202-9577","30202-9688","30202-66048","30202-14516","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"1602218054","30202-222517635","$250 NBA Small Swat","30202-20848","30202-49675","30202-15595","30202-15846","30202-9577","30202-58084","30202-9688","30202-42661","30202-14516","","4) You can not use this form to create new entries"
"1602218058","30202-222517635","$250 NBA Small Swat","30202-20848","30202-15843","30202-9714","30202-15595","30202-9577","30202-58084","30202-9688","30202-42661","30202-14516",""
"1602218061","30202-222517635","$250 NBA Small Swat","30202-20848","30202-49675","30202-15595","30202-15846","30202-9577","30202-58084","30202-9688","30202-42661","30202-14516","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","","","","30202-9466:D.J. Augustin","30202-9466","PG","D.J.","D.J. Augustin","Augustin","21.612499237060547","16","4400","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-12359:Evan Turner","30202-12359","SF","Evan","Evan Turner","Turner","22.719999186197917","15","4300","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-9473:Tyson Chandler","30202-9473","C","Tyson","Tyson Chandler","Chandler","12.966667175292969","12","4200","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-80817:Bam Adebayo","30202-80817","C","Bam","Bam Adebayo","Adebayo","18.219999186197917","15","4100","LAL@MIA","MIA","LAL","","","","",""
"","","","","","","","","","","","","","30202-9939:Patty Mills","30202-9939","PG","Patty","Patty Mills","Mills","18.778570992606028","14","4100","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-42661:Noah Vonleh","30202-42661","PF","Noah","Noah Vonleh","Vonleh","21.825000762939453","16","4000","NY@ORL","NY","ORL","","","","",""
"","","","","","","","","","","","","","30202-80815:Zach Collins","30202-80815","PF","Zach","Zach Collins","Collins","19.126666259765624","15","4000","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-9648:Jeff Green","30202-9648","SF","Jeff","Jeff Green","Green","20.180000813802085","15","3900","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-9664:Andre Iguodala","30202-9664","SG","Andre","Andre Iguodala","Iguodala","15.340000406901042","15","3900","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-84675:Mohamed Bamba","30202-84675","C","Mohamed","Mohamed Bamba","Bamba","18.712499618530273","16","3900","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-58576:Kevon Looney","30202-58576","C","Kevon","Kevon Looney","Looney","16.388235653147976","17","3900","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-15843:Trey Burke","30202-15843","PG","Trey","Trey Burke","Burke","18.423076923076923","13","3900","NY@ORL","NY","ORL","","","","",""
"","","","","","","","","","","","","","30202-9962:Jonas Jerebko","30202-9962","PF","Jonas","Jonas Jerebko","Jerebko","16.15294153550092","17","3900","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-15636:Kentavious Caldwell-Pope","30202-15636","SG","Kentavious","Kentavious Caldwell-Pope","Caldwell-Pope","11.746666463216146","15","3800","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-40769:Jordan Bell","30202-40769","C","Jordan","Jordan Bell","Bell","10.931249618530273","16","3800","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-15996:Jerian Grant","30202-15996","PG","Jerian","Jerian Grant","Grant","15.943750381469727","16","3800","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-23676:Damyean Dotson","30202-23676","SG","Damyean","Damyean Dotson","Dotson","20.614286150251115","14","3800","NY@ORL","NY","ORL","","","","",""
"","","","","","","","","","","","","","30202-18821:Jonathon Simmons","30202-18821","SF","Jonathon","Jonathon Simmons","Simmons","16.32857186453683","14","3800","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-63123:Mario Hezonja","30202-63123","SF","Mario","Mario Hezonja","Hezonja","16.64000040690104","15","3800","NY@ORL","NY","ORL","GTD","Illness","","",""
"","","","","","","","","","","","","","30202-9956:Wayne Ellington","30202-9956","SG","Wayne","Wayne Ellington","Ellington","16.237499237060547","8","3800","LAL@MIA","MIA","LAL","","","","",""
"","","","","","","","","","","","","","30202-58378:Jakob Poeltl","30202-58378","C","Jakob","Jakob Poeltl","Poeltl","10.219999694824219","10","3700","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-22541:Kelly Olynyk","30202-22541","PF","Kelly","Kelly Olynyk","Olynyk","17.45333251953125","15","3700","LAL@MIA","MIA","LAL","","","","",""
"","","","","","","","","","","","","","30202-15669:Meyers Leonard","30202-15669","PF","Meyers","Meyers Leonard","Leonard","11.808333079020182","12","3700","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-12369:Lance Stephenson","30202-12369","SF","Lance","Lance Stephenson","Stephenson","18.25333251953125","15","3700","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-9940:Dante Cunningham","30202-9940","SF","Dante","Dante Cunningham","Cunningham","14.12142835344587","14","3700","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-48940:Wes Iwundu","30202-48940","SF","Wes","Wes Iwundu","Iwundu","10.591666539510092","12","3600","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-16178:Maurice Harkless","30202-16178","SF","Maurice","Maurice Harkless","Harkless","15.460000610351562","5","3600","POR@WAS","POR","WAS","O","Knee","","",""
"","","","","","","","","","","","","","30202-9587:Michael Beasley","30202-9587","SF","Michael","Michael Beasley","Beasley","3.950000047683716","4","3600","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-41082:Damian Jones","30202-41082","C","Damian","Damian Jones","Jones","15.658824247472426","17","3600","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-9615:Courtney Lee","30202-9615","SG","Courtney","Courtney Lee","Lee","21.826316431949014","76","3600","NY@ORL","NY","ORL","O","Neck","","",""
"","","","","","","","","","","","","","30202-15583:Seth Curry","30202-15583","PG","Seth","Seth Curry","Curry","7.771428789411273","14","3600","POR@WAS","POR","WAS","O","Knee","","",""
"","","","","","","","","","","","","","30202-84702:Lonnie Walker IV","30202-84702","SG","Lonnie","Lonnie Walker IV","Walker IV","null","null","3600","GS@SA","SA","GS","O","Knee","","",""
"","","","","","","","","","","","","","30202-23788:Bryn Forbes","30202-23788","PG","Bryn","Bryn Forbes","Forbes","19.814285278320312","14","3600","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-9715:Marco Belinelli","30202-9715","SG","Marco","Marco Belinelli","Belinelli","17.37857164655413","14","3600","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-18435:Alfonzo McKinnie","30202-18435","SF","Alfonzo","Alfonzo McKinnie","McKinnie","12.262499809265137","16","3500","GS@SA","GS","SA","O","Foot","","",""
"","","","","","","","","","","","","","30202-48668:Troy Caupain","30202-48668","PG","Troy","Troy Caupain","Caupain","null","null","3500","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-23581:Amile Jefferson","30202-23581","PF","Amile","Amile Jefferson","Jefferson","null","null","3500","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-23097:Tomas Satoransky","30202-23097","PG","Tomas","Tomas Satoransky","Satoransky","9.793332926432292","15","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-66104:Isaiah Briscoe","30202-66104","PG","Isaiah","Isaiah Briscoe","Briscoe","3.8500000635782876","6","3500","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-12357:Quincy Pondexter","30202-12357","SG","Quincy","Quincy Pondexter","Pondexter","5.372727134011009","11","3500","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-12362:DeMarcus Cousins","30202-12362","C","DeMarcus","DeMarcus Cousins","Cousins","53.335418701171875","48","3500","GS@SA","GS","SA","O","Achilles","","",""
"","","","","","","","","","","","","","30202-85586:Marcus Derrickson","30202-85586","PF","Marcus","Marcus Derrickson","Derrickson","1.100000023841858","2","3500","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-58457:Devin Robinson","30202-58457","SF","Devin","Devin Robinson","Robinson","11","1","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-16230:Jordan McRae","30202-16230","SG","Jordan","Jordan McRae","McRae","3.200000047683716","4","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-40819:Jarell Martin","30202-40819","PF","Jarell","Jarell Martin","Martin","8.13000030517578","10","3500","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-9589:Udonis Haslem","30202-9589","PF","Udonis","Udonis Haslem","Haslem","0.6000000238418579","2","3500","LAL@MIA","MIA","LAL","","","","",""
"","","","","","","","","","","","","","30202-58490:Wade Baldwin IV","30202-58490","PG","Wade","Wade Baldwin IV","Baldwin IV","2.075000047683716","4","3500","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-41083:Luke Kornet","30202-41083","PF","Luke","Luke Kornet","Kornet","0.5","4","3500","NY@ORL","NY","ORL","","","","",""
"","","","","","","","","","","","","","30202-12424:Timofey Mozgov","30202-12424","C","Timofey","Timofey Mozgov","Mozgov","9.229032454952117","31","3500","NY@ORL","ORL","NY","GTD","Knee","","",""
"","","","","","","","","","","","","","30202-66185:Caleb Swanigan","30202-66185","PF","Caleb","Caleb Swanigan","Swanigan","8.875","8","3500","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-85137:Duncan Robinson","30202-85137","SG","Duncan","Duncan Robinson","Robinson","4","3","3500","LAL@MIA","MIA","LAL","","","","",""
"","","","","","","","","","","","","","30202-66968:Derrick Jones Jr.","30202-66968","SF","Derrick","Derrick Jones Jr.","Jones Jr.","11.609999847412109","10","3500","LAL@MIA","MIA","LAL","","","","",""
"","","","","","","","","","","","","","30202-70827:Ivica Zubac","30202-70827","C","Ivica","Ivica Zubac","Zubac","8.55999984741211","5","3500","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-9643:Shaun Livingston","30202-9643","PG","Shaun","Shaun Livingston","Livingston","12.887499809265137","8","3500","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-80813:Frank Ntilikina","30202-80813","PG","Frank","Frank Ntilikina","Ntilikina","16.893749237060547","16","3500","NY@ORL","NY","ORL","","","","",""
"","","","","","","","","","","","","","30202-23981:Alex Caruso","30202-23981","PG","Alex","Alex Caruso","Caruso","10.31081081081081","37","3500","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-48570:Isaiah Hicks","30202-48570","PF","Isaiah","Isaiah Hicks","Hicks","8.622222052680122","18","3500","NY@ORL","NY","ORL","","","","",""
"","","","","","","","","","","","","","30202-84668:Troy Brown Jr.","30202-84668","SF","Troy","Troy Brown Jr.","Brown Jr.","5.428571428571429","7","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-9669:Jason Smith","30202-9669","PF","Jason","Jason Smith","Smith","10.911110772026909","9","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-22727:Ron Baker","30202-22727","SG","Ron","Ron Baker","Baker","4.3000000847710504","9","3500","NY@ORL","NY","ORL","","","","",""
"","","","","","","","","","","","","","30202-18376:Damion Lee","30202-18376","SG","Damion","Damion Lee","Lee","8.680000305175781","5","3500","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-14543:Davis Bertans","30202-14543","SF","Davis","Davis Bertans","Bertans","11.357142857142858","14","3500","GS@SA","SA","GS","O","Concussion","","",""
"","","","","","","","","","","","","","30202-16081:Khem Birch","30202-16081","PF","Khem","Khem Birch","Birch","5.783333460489909","6","3500","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-84695:Gary Trent Jr.","30202-84695","SG","Gary","Gary Trent Jr.","Trent Jr.","6.300000190734863","2","3500","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-84697:Jacob Evans","30202-84697","SG","Jacob","Jacob Evans","Evans","3.211111068725586","9","3500","GS@SA","GS","SA","","","","",""
"","","","","","","","","","","","","","30202-85467:Yante Maten","30202-85467","PF","Yante","Yante Maten","Maten","null","null","3500","LAL@MIA","MIA","LAL","","","","",""
"","","","","","","","","","","","","","30202-16859:Lance Thomas","30202-16859","SF","Lance","Lance Thomas","Thomas","9.527273004705256","11","3500","NY@ORL","NY","ORL","O","Knee","","",""
"","","","","","","","","","","","","","30202-84701:Chimezie Metu","30202-84701","PF","Chimezie","Chimezie Metu","Metu","3.9375","8","3500","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-9953:Ian Mahinmi","30202-9953","C","Ian","Ian Mahinmi","Mahinmi","11.899999445134943","11","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-23780:Jake Layman","30202-23780","SF","Jake","Jake Layman","Layman","10.906667073567709","15","3500","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-15592:Austin Rivers","30202-15592","SG","Austin","Austin Rivers","Rivers","13.373333740234376","15","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-84713:Svi Mykhailiuk","30202-84713","SG","Svi","Svi Mykhailiuk","Mykhailiuk","5.614285605294364","7","3500","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-84714:Moritz Wagner","30202-84714","C","Moritz","Moritz Wagner","Wagner","0","1","3500","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-84717:Anfernee Simons","30202-84717","SG","Anfernee","Anfernee Simons","Simons","4.700000127156575","3","3500","POR@WAS","POR","WAS","","","","",""
"","","","","","","","","","","","","","30202-97263:Drew Eubanks","30202-97263","PF","Drew","Drew Eubanks","Eubanks","2","2","3500","GS@SA","SA","GS","","","","",""
"","","","","","","","","","","","","","30202-67312:Thomas Bryant","30202-67312","C","Thomas","Thomas Bryant","Bryant","5.6200000762939455","5","3500","POR@WAS","WAS","POR","","","","",""
"","","","","","","","","","","","","","30202-84720:Melvin Frazier Jr.","30202-84720","SF","Melvin","Melvin Frazier Jr.","Frazier Jr.","-0.5","2","3500","NY@ORL","ORL","NY","","","","",""
"","","","","","","","","","","","","","30202-84722:Isaac Bonga","30202-84722","SF","Isaac","Isaac Bonga","Bonga","null","null","3500","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-85241:Johnathan Williams","30202-85241","PF","Johnathan","Johnathan Williams","Williams","10.699999491373697","6","3500","LAL@MIA","LAL","MIA","","","","",""
"","","","","","","","","","","","","","30202-23801:Nik Stauskas","30202-23801","SG","Nik","Nik Stauskas","Stauskas","13.453333536783854","15","3500","POR@WAS","POR","WAS","","","","",""
