Player Name,Salary,Position,Projection
Patrick Beverley,5100,PG,44.57226
Trae Young,6100,PG,51.7266
Gary Harris,6000,SG,51.74015
Eric Gordon,5700,SG,49.755109999999995
Kevin Durant,10400,SF,76.05192
Taurean Prince,7200,SF,59.75728
Montrezl Harrell,4500,PF,44.231359999999995
Kevin Love,8100,PF,69.2261
Clint Capela,6800,C,57.635940000000005
