"entry_id","contest_id","contest_name","PG","PG","SG","SG","SF","SF","PF","PF","C","","Instructions"
"1563170088","29270-221281711","NBA Beginner Mini Swat (Top 60 Win)","29270-9524","29270-12474","29270-24544","29270-9556","29270-23572","29270-9874","29270-23831","29270-55062","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1563170076","29270-221281711","NBA Beginner Mini Swat (Top 60 Win)","29270-9524","29270-12474","29270-24544","29270-9556","29270-23572","29270-9874","29270-23831","29270-55062","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"","","","","","","","","","","","","","4) You can not use this form to create new entries"
"","","","","","","","","","","","",""
"","","","","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","","","","29270-18435:Alfonzo McKinnie","29270-18435","SF","Alfonzo","Alfonzo McKinnie","McKinnie","3.700000047683716","2","3500","GS@DEN","GS","DEN","","","","",""
"","","","","","","","","","","","","","29270-19726:Abdel Nader","29270-19726","SF","Abdel","Abdel Nader","Nader","6.483333587646484","48","3500","SAC@OKC","OKC","SAC","","","","",""
"","","","","","","","","","","","","","29270-66064:Malik Beasley","29270-66064","SG","Malik","Malik Beasley","Beasley","7.050000190734863","2","3500","GS@DEN","DEN","GS","","","","",""
"","","","","","","","","","","","","","29270-85522:DeVaughn Akoon-Purcell","29270-85522","SG","DeVaughn","DeVaughn Akoon-Purcell","Akoon-Purcell","null","null","3500","GS@DEN","DEN","GS","","","","",""
"","","","","","","","","","","","","","29270-59416:John Holland","29270-59416","SG","John","John Holland","Holland","0","1","3500","ATL@CLE","CLE","ATL","","","","",""
"","","","","","","","","","","","","","29270-20277:Torrey Craig","29270-20277","SG","Torrey","Torrey Craig","Craig","6.699999809265137","1","3500","GS@DEN","DEN","GS","","","","",""
"","","","","","","","","","","","","","29270-66109:Skal Labissiere","29270-66109","PF","Skal","Skal Labissiere","Labissiere","5.199999809265137","1","3500","SAC@OKC","SAC","OKC","","","","",""
"","","","","","","","","","","","","","29270-9796:Luc Mbah a Moute","29270-9796","PF","Luc","Luc Mbah a Moute","Mbah a Moute","6.449999809265137","2","3500","HOU@LAC","LAC","HOU","","","","",""
"","","","","","","","","","","","","","29270-84808:Jaylen Adams","29270-84808","SG","Jaylen","Jaylen Adams","Adams","2.700000047683716","1","3500","ATL@CLE","ATL","CLE","","","","",""
"","","","","","","","","","","","","","29270-12362:DeMarcus Cousins","29270-12362","C","DeMarcus","DeMarcus Cousins","Cousins","53.335418701171875","48","3500","GS@DEN","GS","DEN","O","Achilles","","",""
"","","","","","","","","","","","","","29270-85587:Tyler Davis","29270-85587","C","Tyler","Tyler Davis","Davis","null","null","3500","SAC@OKC","OKC","SAC","","","","",""
"","","","","","","","","","","","","","29270-85586:Marcus Derrickson","29270-85586","PF","Marcus","Marcus Derrickson","Derrickson","null","null","3500","GS@DEN","GS","DEN","","","","",""
"","","","","","","","","","","","","","29270-84836:Angel Delgado","29270-84836","C","Angel","Angel Delgado","Delgado","null","null","3500","HOU@LAC","LAC","HOU","","","","",""
"","","","","","","","","","","","","","29270-85105:Billy Preston","29270-85105","PF","Billy","Billy Preston","Preston","null","null","3500","ATL@CLE","CLE","ATL","","","","",""
"","","","","","","","","","","","","","29270-85106:Deonte Burton","29270-85106","SG","Deonte","Deonte Burton","Burton","0","1","3500","SAC@OKC","OKC","SAC","","","","",""
"","","","","","","","","","","","","","29270-41077:Sindarius Thornwell","29270-41077","SG","Sindarius","Sindarius Thornwell","Thornwell","9.863013698630137","73","3500","HOU@LAC","LAC","HOU","","","","",""
"","","","","","","","","","","","","","29270-24186:Tyrone Wallace","29270-24186","SG","Tyrone","Tyrone Wallace","Wallace","19.916666666666668","30","3500","HOU@LAC","LAC","HOU","","","","",""
"","","","","","","","","","","","","","29270-41597:Johnathan Motley","29270-41597","PF","Johnathan","Johnathan Motley","Motley","15.5727275501598","11","3500","HOU@LAC","LAC","HOU","","","","",""
"","","","","","","","","","","","","","29270-9870:Kyle Korver","29270-9870","SG","Kyle","Kyle Korver","Korver","2.0999999046325684","2","3500","ATL@CLE","CLE","ATL","","","","",""
"","","","","","","","","","","","","","29270-66205:Tyler Lydon","29270-66205","SF","Tyler","Tyler Lydon","Lydon","0","1","3500","GS@DEN","DEN","GS","","","","",""
"","","","","","","","","","","","","","29270-70825:Timothe Luwawu-Cabarrot","29270-70825","SG","Timothe","Timothe Luwawu-Cabarrot","Luwawu-Cabarrot","9.219230651855469","52","3500","SAC@OKC","OKC","SAC","","","","",""
"","","","","","","","","","","","","","29270-14506:Brandon Knight","29270-14506","PG","Brandon","Brandon Knight","Knight","null","null","3500","HOU@LAC","HOU","LAC","O","Knee","","",""
"","","","","","","","","","","","","","29270-70830:Zhou Qi","29270-70830","PF","Zhou","Zhou Qi","Qi","4.966666751437717","18","3500","HOU@LAC","HOU","LAC","O","Knee","","",""
"","","","","","","","","","","","","","29270-58800:Daniel Hamilton","29270-58800","SG","Daniel","Daniel Hamilton","Hamilton","5.166666666666667","6","3500","ATL@CLE","ATL","CLE","O","Shoulder","","",""
"","","","","","","","","","","","","","29270-80819:Harry Giles III","29270-80819","PF","Harry","Harry Giles III","Giles III","7.5","2","3500","SAC@OKC","SAC","OKC","","","","",""
"","","","","","","","","","","","","","29270-80820:Terrance Ferguson","29270-80820","SG","Terrance","Terrance Ferguson","Ferguson","4.650000095367432","2","3500","SAC@OKC","OKC","SAC","","","","",""
"","","","","","","","","","","","","","29270-80825:Isaiah Hartenstein","29270-80825","PF","Isaiah","Isaiah Hartenstein","Hartenstein","0","1","3500","HOU@LAC","HOU","LAC","","","","",""
"","","","","","","","","","","","","","29270-15548:Andre Roberson","29270-15548","SG","Andre","Andre Roberson","Roberson","17.82051282051282","39","3500","SAC@OKC","OKC","SAC","O","Kneecap","","",""
"","","","","","","","","","","","","","29270-23744:Justin Anderson","29270-23744","SG","Justin","Justin Anderson","Anderson","11.450000160618833","38","3500","ATL@CLE","ATL","CLE","O","Leg","","",""
