Player Name,Salary,Position,Projection
Patrick Beverley,5100,PG,44.57226
Trae Young,6100,PG,51.7266
Gary Harris,6000,SG,51.74015
Klay Thompson,6300,SG,52.62555
Kevin Durant,10400,SF,76.05192
Taurean Prince,7200,SF,59.75728
Montrezl Harrell,4500,PF,44.231359999999995
Jerami Grant,4800,PF,50.2541
Nikola Jokic,9600,C,73.31473000000001
