Player Name,Salary,Position,Projection
Stephen Curry,9800,PG,73.10141999999999
Trae Young,6100,PG,51.7266
Gary Harris,6000,SG,51.74015
Dennis Schroder,7000,SG,54.908
Taurean Prince,7200,SF,59.75728
Justin Jackson,4100,SF,40.27985
Kevin Love,8100,PF,69.2261
Jerami Grant,4800,PF,50.2541
Clint Capela,6800,C,57.635940000000005
