Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2018-12-02,Anthony Davis,12300,NOP,PF,@ CHA,,37.0,51.08,6,233.5,125,115.5,-0.75,86.48,29.92,58.43,4.75,W,37,14,19,0.737,2,3,0.667,6,6,1.0,4,15,19,8,2,2,4,4,36,14,78.8
2018-12-02,Hassan Whiteside,8200,MIA,C,UTA,,25.0,51.46,11,208.0,150,102.25,-0.25,41.72,15.69,33.11,4.04,W,34,11,17,0.647,0,0,,1,6,0.16699999999999998,7,13,20,2,1,3,1,4,23,-8,61.0
2018-12-02,Damian Lillard,9600,POR,PG,@ SAS,,36.0,49.23,19,217.0,-111,109.0,1.5,56.53,21.7,44.55,4.64,L,41,12,28,0.429,3,11,0.273,10,10,1.0,0,2,2,10,2,0,1,2,37,-7,59.4
2018-12-02,DeMar DeRozan,8600,SAS,SG,POR,,35.0,43.09,8,217.0,-105,108.0,-0.5,57.64,20.15,41.89,4.87,W,38,13,27,0.481,0,0,,10,10,1.0,1,7,8,6,2,0,4,2,36,9,56.6
2018-12-02,DeAndre Jordan,7700,DAL,C,LAC,,33.0,59.99,27,223.5,138,110.0,-1.25,47.68,22.98,38.36,4.98,W,34,6,11,0.545,0,0,,4,7,0.5710000000000001,6,17,23,3,1,1,1,4,16,8,53.1
2018-12-02,Rudy Gobert,9000,UTA,C,@ MIA,,32.0,52.58,14,208.0,-175,105.75,-0.75,53.32,18.56,38.5,4.28,L,37,5,9,0.556,0,0,,2,5,0.4,4,14,18,4,1,3,2,2,12,19,49.6
2018-12-02,Ben Simmons,9400,PHI,PG,MEM,,36.0,45.25,22,212.0,-250,109.25,-1.0,58.75,19.19,45.05,4.79,W,37,8,10,0.8,0,0,,3,8,0.375,2,10,12,6,2,0,3,4,19,5,45.4
2018-12-02,LaMarcus Aldridge,8000,SAS,PF,POR,,34.0,55.66,18,217.0,-105,108.0,-0.5,61.6,27.07,42.57,5.32,W,34,11,15,0.733,0,0,,7,8,0.875,2,6,8,3,1,1,5,1,29,-2,44.1
2018-12-02,Montrezl Harrell,8800,LAC,PF,@ DAL,,30.0,49.47,4,223.5,-160,113.5,-0.25,51.22,26.8,34.31,3.9,L,24,11,15,0.733,0,0,,1,6,0.16699999999999998,4,6,10,1,1,1,0,5,23,1,42.5
2018-12-02,Harrison Barnes,6000,DAL,SF,LAC,,35.0,51.84,25,223.5,138,110.0,-1.25,39.89,18.31,31.51,5.25,W,38,11,28,0.393,3,9,0.333,5,5,1.0,5,4,9,1,0,1,3,1,30,10,42.3
2018-12-02,Kyle Kuzma,6300,LAL,PF,PHO,,33.0,49.18,17,221.5,-667,116.25,-0.75,41.34,18.03,32.02,5.08,W,29,8,14,0.5710000000000001,3,8,0.375,4,4,1.0,2,6,8,3,1,1,1,0,23,10,42.1
2018-12-02,Trevor Ariza,5000,PHO,SF,@ LAL,,35.0,35.38,13,221.5,500,105.25,-0.75,32.94,12.28,25.01,5.0,L,31,5,13,0.385,3,7,0.429,0,0,,0,9,9,3,4,0,1,3,13,-12,39.3
2018-12-02,LeBron James,11000,LAL,SF,PHO,,35.0,49.18,17,221.5,-667,116.25,-0.75,63.04,21.88,52.1,4.74,W,31,9,17,0.529,1,5,0.2,3,4,0.75,0,6,6,8,0,1,5,0,22,12,39.2
2018-12-02,Joel Embiid,11200,PHI,C,MEM,,35.0,53.52,11,212.0,-250,109.25,-1.0,61.61,21.52,50.75,4.53,W,38,4,13,0.308,0,2,0.0,7,8,0.875,0,14,14,3,1,1,4,3,15,13,38.3
2018-12-02,Ricky Rubio,6400,UTA,PG,@ MIA,,31.0,40.89,12,208.0,-175,105.75,-0.75,43.04,16.94,31.6,4.94,L,36,9,13,0.6920000000000001,2,4,0.5,3,3,1.0,0,5,5,6,1,0,3,3,23,14,38.0
2018-12-02,Al-Farouq Aminu,4700,POR,PF,@ SAS,,30.0,35.7,15,217.0,-111,109.0,1.5,38.37,18.71,24.98,5.31,L,36,7,9,0.778,4,5,0.8,2,2,1.0,1,8,9,1,1,1,1,4,20,-4,37.3
2018-12-02,Jusuf Nurkic,8100,POR,C,@ SAS,,28.0,56.64,24,217.0,-111,109.0,1.5,47.19,20.21,36.16,4.46,L,31,7,11,0.636,0,0,,2,2,1.0,3,5,8,5,2,0,2,4,16,6,37.1
2018-12-02,Mike Conley,9200,MEM,PG,@ PHI,,35.0,37.1,3,212.0,210,102.75,-0.5,55.43,22.39,37.38,4.06,L,33,6,17,0.353,3,6,0.5,6,7,0.857,0,2,2,5,1,1,1,1,21,-7,35.9
2018-12-02,Dwyane Wade,5700,MIA,SG,UTA,,26.0,39.65,1,208.0,150,102.25,-0.25,38.16,17.98,27.2,4.77,W,30,4,15,0.267,2,6,0.333,5,5,1.0,0,3,3,8,1,1,1,0,15,21,35.6
2018-12-02,Richaun Holmes,5100,PHO,PF,@ LAL,,17.0,57.0,26,221.5,500,105.25,-0.75,33.97,14.89,19.67,3.86,L,23,7,12,0.583,0,0,,1,1,1.0,0,1,1,0,3,4,2,3,15,-24,35.2
2018-12-02,Danilo Gallinari,7600,LAC,SF,@ DAL,,32.0,43.91,7,223.5,-160,113.5,-0.25,44.62,18.37,31.29,4.12,L,34,7,16,0.438,2,5,0.4,5,5,1.0,2,4,6,3,1,0,1,1,21,-13,34.7
2018-12-02,Jrue Holiday,8900,NOP,SG,@ CHA,,36.0,48.27,15,233.5,125,115.5,-0.75,54.58,19.16,40.16,4.51,W,32,7,13,0.5379999999999999,1,4,0.25,4,6,0.667,0,4,4,8,0,0,2,2,19,13,33.8
2018-12-02,Lou Williams,6200,LAC,SG,@ DAL,,24.0,48.27,22,223.5,-160,113.5,-0.25,42.55,17.07,27.9,4.5,L,26,8,16,0.5,2,6,0.333,3,3,1.0,0,3,3,8,0,0,3,1,21,8,33.6
2018-12-02,Miles Bridges,3900,CHA,SF,NOP,,20.0,47.67,14,233.5,-143,118.0,-1.25,17.16,3.06,16.91,4.34,L,29,6,13,0.462,3,6,0.5,1,2,0.5,2,6,8,1,0,2,0,1,16,-4,33.1
2018-12-02,J.J. Barea,5900,DAL,PG,LAC,,22.0,51.34,25,223.5,138,110.0,-1.25,37.3,18.32,25.17,4.27,W,27,9,18,0.5,1,2,0.5,5,5,1.0,0,5,5,4,0,0,3,0,24,-4,33.0
2018-12-02,Kelly Olynyk,3700,MIA,PF,UTA,,21.0,57.73,22,208.0,150,102.25,-0.25,28.14,15.86,18.9,5.11,W,29,4,8,0.5,3,6,0.5,5,7,0.7140000000000001,2,6,8,1,1,1,1,0,16,18,32.1
2018-12-02,JaMychal Green,4600,MEM,PF,@ PHI,,22.0,55.4,17,212.0,210,102.75,-0.5,35.57,18.62,21.31,4.63,L,25,6,10,0.6,2,4,0.5,0,2,0.0,2,5,7,0,4,0,3,4,14,6,31.4
2018-12-02,Josh Jackson,4000,PHO,PF,@ LAL,,32.0,49.58,26,221.5,500,105.25,-0.75,44.98,20.5,30.37,7.59,L,30,5,13,0.385,0,3,0.0,3,4,0.75,1,5,6,3,2,1,3,2,13,-9,30.700000000000006
2018-12-02,Maurice Harkless,3500,POR,SF,@ SAS,,18.0,35.7,15,217.0,-111,109.0,1.5,23.17,9.69,14.47,4.13,L,34,3,5,0.6,2,2,1.0,0,0,,2,5,7,3,1,3,3,3,8,6,29.9
2018-12-02,C.J. McCollum,6800,POR,SG,@ SAS,,34.0,48.37,23,217.0,-111,109.0,1.5,43.7,18.52,32.61,4.8,L,39,11,22,0.5,2,6,0.333,0,0,,0,2,2,3,0,1,4,2,24,-1,29.9
2018-12-02,Donovan Mitchell,7900,UTA,SG,@ MIA,,34.0,50.55,22,208.0,-175,105.75,-0.75,47.21,19.94,36.12,4.57,L,38,8,24,0.333,1,7,0.14300000000000002,1,1,1.0,0,5,5,3,1,0,2,2,18,-5,29.5
2018-12-02,Dennis Smith Jr.,6000,DAL,PG,LAC,,30.0,51.34,25,223.5,138,110.0,-1.25,38.64,15.64,28.64,4.77,W,32,3,7,0.429,1,4,0.25,2,2,1.0,0,3,3,5,2,2,3,1,9,6,29.1
2018-12-02,JaVale McGee,6400,LAL,C,PHO,,24.0,62.96,29,221.5,-667,116.25,-0.75,42.93,18.71,30.47,4.76,W,21,7,10,0.7,0,0,,0,0,,4,4,8,0,1,1,1,1,14,2,28.6
2018-12-02,Jae Crowder,4500,UTA,SF,@ MIA,,28.0,38.11,23,208.0,-175,105.75,-0.75,37.36,16.96,22.08,4.91,L,34,6,15,0.4,3,7,0.429,4,4,1.0,2,4,6,2,1,0,4,3,19,1,28.200000000000006
2018-12-02,Kemba Walker,9400,CHA,PG,NOP,,36.0,49.67,20,233.5,-143,118.0,-1.25,60.38,22.6,45.3,4.82,L,32,5,16,0.313,0,6,0.0,3,5,0.6,1,2,3,5,1,1,2,3,13,-10,28.1
2018-12-02,Tobias Harris,8400,LAC,PF,@ DAL,,35.0,43.91,7,223.5,-160,113.5,-0.25,47.27,19.45,35.17,4.19,L,36,5,18,0.278,1,5,0.2,4,4,1.0,0,5,5,4,1,0,2,3,15,-11,28.0
2018-12-02,Joe Ingles,5800,UTA,SF,@ MIA,,32.0,36.66,20,208.0,-175,105.75,-0.75,40.07,17.47,26.19,4.52,L,29,5,13,0.385,1,4,0.25,0,0,,0,4,4,4,2,0,0,4,11,7,27.8
2018-12-02,Jimmy Butler,8500,PHI,SG,MEM,,35.0,41.54,5,212.0,-250,109.25,-1.0,51.62,20.1,37.93,4.46,W,33,7,17,0.412,0,4,0.0,7,8,0.875,0,3,3,2,0,1,3,3,21,7,27.6
