Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Cory Joseph,4300,IND,PG,35.2628,16.1787,19.9
Kyle Lowry,8000,TOR,PG,56.56,21.92,40.0
Kentavious Caldwell-Pope,3800,LAL,SG,36.284,17.9728,18.8
Klay Thompson,7000,GSW,SG,48.52353,20.8626,35.97
Tyreke Evans,5100,IND,SF,40.25538,16.455560000000002,27.61
Kevin Durant,11500,GSW,SF,71.60264000000001,28.873820000000002,55.42
Serge Ibaka,6000,TOR,PF,43.9765,17.8723,31.3
Montrezl Harrell,8500,LAC,PF,59.07801,30.90417,39.57
Jonas Valanciunas,5600,TOR,C,43.4523,22.171999999999997,24.1
