Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Larry Nance,6000,CLE,PF,@ OKC,,36.00,45.89,1,216,600,101.75,0.25,53.00,22.15,36.25,6.04
Jordan Clarkson,5100,CLE,SG,@ OKC,,29.00,45.84,17,216,600,101.75,0.25,48.78,29.00,29,5.69
Jonathan Isaac,4700,ORL,SF,@ POR,,30.00,55.08,16,215,360,102.5,102.5,42.52,23.29,26.02,5.54
Danuel House,3500,HOU,SF,DAL,,24.00,49.04,20,216.5,-225,111,111,32.03,14.70,19.34,5.53
Jonathon Simmons,4000,ORL,SF,@ POR,,29.00,43.36,9,215,360,102.5,102.5,33.46,14.39,22.03,5.51
Rodney Hood,5200,CLE,SF,@ OKC,,36.00,45.84,17,216,600,101.75,0.25,45.18,18.12,28.27,5.44
Allonzo Trier,3700,NYK,SG,@ PHI,,27.00,45.79,16,228.5,600,108.25,0.75,20.17,3.69,19.95,5.39
Taj Gibson,4100,MIN,PF,SAS,,26.00,54.38,19,215.5,-175,110,-1.25,29.72,12.12,21.79,5.31
D.J. Augustin,4500,ORL,PG,@ POR,,29.00,38.63,5,215,360,102.5,102.5,38.61,12.68,23.66,5.26
Trevor Ariza,5100,PHO,SF,@ LAC,,36.00,34.81,13,227,800,106.5,-1.5,35.11,13.14,26.7,5.24
Trae Young,7000,ATL,PG,@ CHA,,33.00,47.37,14,231,500,109.75,-0.5,42.31,13.30,36.13,5.16
Ersan Ilyasova,3600,MIL,PF,CHI,,20.00,51.15,23,229.5,-1200,122,1,28.63,12.87,18.57,5.16
James Ennis,4000,HOU,SF,DAL,,32.00,40.53,26,216.5,-225,111,111,32.02,16.08,20.59,5.15
Otto Porter,6600,WAS,SF,@ NOP,,35.00,40.54,27,242,210,117.5,-0.25,49.33,22.98,34,5.15
Eric Gordon,5500,HOU,SG,DAL,,35.00,50.49,28,216.5,-225,111,111,41.06,19.26,28.24,5.13
Anthony Davis,12500,NOP,PF,WAS,,38.00,58.68,23,242,-250,124.5,0.75,93.01,33.35,64.01,5.12
Alex Len,3700,ATL,C,@ CHA,,18.00,52.51,12,231,500,109.75,-0.5,26.79,13.83,18.92,5.11
TJ Warren,6600,PHO,SF,@ LAC,,36.00,44.87,14,227,800,106.5,-1.5,43.72,19.43,33.55,5.08
Joel Embiid,11100,PHI,C,NYK,,35.00,61.79,27,228.5,-800,120.25,0.25,68.36,23.80,56.26,5.07
Cedi Osman,5200,CLE,SF,@ OKC,,37.00,37.47,19,216,600,101.75,0.25,32.60,12.14,26.33,5.06
Nikola Mirotic,7700,NOP,SF,WAS,,34.00,49.88,20,242,-250,124.5,0.75,58.48,24.66,38.96,5.06
Ryan Arcidiacono,4200,CHI,PG,@ MIL,,34.00,45.27,5,229.5,800,107.5, ,33.50,13.65,21.23,5.05
John Wall,9300,WAS,PG,@ NOP,,36.00,50.09,21,242,210,117.5,-0.25,52.96,18.44,46.91,5.04
Russell Westbrook,11100,OKC,PG,CLE,,36.00,48.59,17,216,-800,114.25,-0.25,62.47,18.87,55.83,5.03
Kent Bazemore,5800,ATL,SG,@ CHA,,29.00,48.34,23,231,500,109.75,-0.5,43.99,21.60,29.11,5.02
Karl-Anthony Towns,9900,MIN,C,SAS,,36.00,50.94,6,215.5,-175,110,-1.25,66.70,27.93,49.26,4.98
Deandre Ayton,7500,PHO,C,@ LAC,,32.00,54.39,13,227,800,106.5,-1.5,38.59,7.73,37.32,4.98
P.J. Tucker,4300,HOU,PF,DAL,,36.00,40.53,26,216.5,-225,111,111,41.42,18.09,21.43,4.98
James Harden,11600,HOU,SG,DAL,,38.00,49.04,20,216.5,-225,111,111,66.64,21.06,57.7,4.97
Al-Farouq Aminu,4800,POR,PF,ORL,,30.00,34.06,11,215,-450,112.5,112.5,36.70,17.73,23.8,4.96
Giannis Antetokounmpo,12100,MIL,SF,CHI,,35.00,51.15,23,229.5,-1200,122,1,71.13,26.24,59.77,4.94
Tomas Satoransky ,3700,WAS,PG,@ NOP,,20.00,50.09,21,242,210,117.5,-0.25,27.96,13.92,18.24,4.93
Wilson Chandler,4500,PHI,SF,NYK,,32.00,37.90,21,228.5,-800,120.25,0.25,33.27,15.50,22.18,4.93
Malcolm Brogdon,5600,MIL,SG,CHI,,34.00,48.34,15,229.5,-1200,122,1,42.38,19.54,27.52,4.91
Jrue Holiday,9000,NOP,SG,WAS,,37.00,55.21,30,242,-250,124.5,0.75,59.36,20.74,44.23,4.91
Dennis Schroder,6400,OKC,SG,CLE,,30.00,48.59,17,216,-800,114.25,-0.25,47.86,25.56,31.28,4.89
Avery Bradley,3700,LAC,SG,PHO,,31.00,35.51,16,227,-1200,120.5,0.5,26.31,11.14,18.02,4.87
Tony Parker,4000,CHA,PG,ATL,,21.00,44.37,21,231,-667,121.25,-1.5,32.54,19.36,19.36,4.84
Khris Middleton,7400,MIL,SG,CHI,,34.00,41.71,6,229.5,-1200,122,1,57.92,25.62,35.73,4.83
Eric Bledsoe,7400,MIL,PG,CHI,,33.00,47.99,29,229.5,-1200,122,1,52.01,21.78,35.65,4.82
C.J. McCollum,6800,POR,SG,ORL,,35.00,46.71,18,215,-450,112.5,112.5,43.34,18.94,32.71,4.81
Evan Fournier,5800,ORL,SG,@ POR,,32.00,37.73,22,215,360,102.5,102.5,35.77,14.84,27.9,4.81
Jeff Teague,6900,MIN,PG,SAS,,34.00,46.86,11,215.5,-175,110,-1.25,47.04,16.95,33.1,4.8
Steven Adams,7400,OKC,C,CLE,,35.00,53.72,15,216,-800,114.25,-0.25,47.99,23.53,35.44,4.79
Jeff Green,4200,WAS,SF,@ NOP,,27.00,48.30,14,242,210,117.5,-0.25,34.50,15.82,20.13,4.79
Clint Capela,9200,HOU,C,DAL,,35.00,51.16,10,216.5,-225,111,111,72.03,36.66,44.11,4.79
Kemba Walker,9700,CHA,PG,ATL,,36.00,50.72,23,231,-667,121.25,-1.5,61.97,23.20,46.49,4.79
J.J. Redick,5600,PHI,SG,NYK,,32.00,35.19,13,228.5,-800,120.25,0.25,36.03,17.25,26.75,4.78
Dewayne Dedmon,4800,ATL,C,@ CHA,,23.00,52.51,12,231,500,109.75,-0.5,32.34,13.64,22.92,4.78
Tristan Thompson,7100,CLE,C,@ OKC,,38.00,52.53,13,216,600,101.75,0.25,46.35,20.18,33.81,4.76
Tim Hardaway Jr.,7000,NYK,SG,@ PHI,,34.00,45.79,16,228.5,600,108.25,0.75,51.59,22.53,33.18,4.74
Malik Monk,3900,CHA,SG,ATL,,21.00,50.72,23,231,-667,121.25,-1.5,28.40,15.25,18.49,4.74
Cody Zeller,5000,CHA,C,ATL,,28.00,58.84,27,231,-667,121.25,-1.5,34.06,13.29,23.65,4.73
Mikal Bridges,4200,PHO,SF,@ LAC,,28.00,34.81,13,227,800,106.5,-1.5,20.56,4.12,19.88,4.73
Bradley Beal,8200,WAS,SG,@ NOP,,36.00,48.87,24,242,210,117.5,-0.25,61.12,26.30,38.73,4.72
Bryn Forbes,4000,SAS,PG,@ MIN,,28.00,37.27,19,215.5,150,105.5,-1.25,27.18,11.44,18.82,4.71
Terrence Ross,4800,ORL,SG,@ POR,,28.00,37.73,22,215,360,102.5,102.5,35.00,19.29,22.61,4.71
Jarrett Allen,6300,BKN,C,UTA,,30.00,51.96,11,215.5,138,106,106,40.82,17.98,29.62,4.7
Zach LaVine,8700,CHI,SG,@ MIL,,36.00,45.27,5,229.5,800,107.5, ,56.05,24.80,40.85,4.7
Jusuf Nurkic,7800,POR,C,ORL,,28.00,54.45,20,215,-450,112.5,112.5,47.29,20.19,36.57,4.69
Devin Booker,8800,PHO,SG,@ LAC,,36.00,51.54,26,227,800,106.5,-1.5,62.39,24.54,41.18,4.68
Nikola Vucevic,9500,ORL,C,@ POR,,34.00,55.08,16,215,360,102.5,102.5,58.00,21.93,44.48,4.68
D'Angelo Russell,7700,BKN,SG,UTA,,31.00,46.11,7,215.5,138,106,106,48.93,17.85,36.06,4.68
Montrezl Harrell,8300,LAC,PF,PHO,,32.00,55.79,17,227,-1200,120.5,0.5,58.52,30.29,38.73,4.67
Damian Lillard,9500,POR,PG,ORL,,36.00,46.31,9,215,-450,112.5,112.5,56.81,21.38,44.35,4.67
Joe Ingles,5800,UTA,SF,@ BKN,,33.00,29.68,1,215.5,-160,109.5,109.5,40.91,18.06,27.04,4.66
Jae Crowder,4700,UTA,SF,@ BKN,,28.00,31.47,1,215.5,-160,109.5,109.5,37.17,16.79,21.89,4.66
Marvin Williams,5300,CHA,PF,ATL,,30.00,56.42,30,231,-667,121.25,-1.5,41.10,20.99,24.67,4.65
Mike Muscala,3700,PHI,C,NYK,,22.00,61.79,27,228.5,-800,120.25,0.25,31.82,17.21,17.21,4.65
Maurice Harkless,3500,POR,SF,ORL,,22.00,34.06,11,215,-450,112.5,112.5,25.38,10.93,16.29,4.65
Joe Harris,4200,BKN,SF,UTA,,30.00,33.73,6,215.5,138,106,106,28.43,13.03,19.5,4.64
Gary Clark,3600,HOU,SF,DAL,,22.00,43.69,7,216.5,-225,111,111,17.18,3.27,16.66,4.63
Jeremy Lamb,6600,CHA,SG,ATL,,32.00,49.75,27,231,-667,121.25,-1.5,42.05,18.17,30.54,4.63
Nicolas Batum,5400,CHA,SF,ATL,,32.00,42.68,29,231,-667,121.25,-1.5,34.52,17.92,24.96,4.62
Shai Gilgeous-Alexander,5600,LAC,PG,PHO,,30.00,51.53,25,227,-1200,120.5,0.5,28.58,10.54,25.89,4.62
Meyers Leonard,3800,POR,PF,ORL,,17.00,49.85,5,215,-450,112.5,112.5,30.03,14.25,17.51,4.61
Jabari Parker,7400,CHI,SF,@ MIL,,34.00,42.50,4,229.5,800,107.5, ,47.10,18.37,34.01,4.6
Wesley Matthews,5000,DAL,SG,@ HOU,,32.00,35.61,17,216.5,200,105.5,105.5,34.09,14.06,22.97,4.59
Enes Kanter,8000,NYK,C,@ PHI,,32.00,57.66,21,228.5,600,108.25,0.75,48.35,18.12,36.38,4.55
Taurean Prince,5700,ATL,SF,@ CHA,,31.00,40.27,25,231,500,109.75,-0.5,36.13,15.50,25.92,4.55
Rudy Gobert,8500,UTA,C,@ BKN,,32.00,63.48,30,215.5,-160,109.5,109.5,53.91,19.12,38.62,4.54
Julius Randle,7300,NOP,C,WAS,,26.00,58.68,23,242,-250,124.5,0.75,46.06,24.97,33.16,4.54
John Collins,7200,ATL,PF,@ CHA,,30.00,52.51,12,231,500,109.75,-0.5,50.86,20.21,32.5,4.51
Collin Sexton,5900,CLE,PG,@ OKC,,36.00,44.04,3,216,600,101.75,0.25,25.10,2.98,26.59,4.51
Paul George,9500,OKC,SF,CLE,,37.00,43.42,6,216,-800,114.25,-0.25,59.89,26.37,42.87,4.51
LaMarcus Aldridge,8500,SAS,PF,@ MIN,,34.00,55.82,18,215.5,150,105.5,-1.25,55.05,24.94,38.2,4.49
Brook Lopez,5200,MIL,C,CHI,,27.00,70.74,30,229.5,-1200,122,1,35.16,15.47,23.3,4.48
Allen Crabbe,4100,BKN,SG,UTA,,26.00,33.73,6,215.5,138,106,106,29.26,12.08,18.38,4.48
J.J. Barea,4700,DAL,PG,@ HOU,,20.00,45.27,4,216.5,200,105.5,105.5,31.70,15.24,21.05,4.48
Rudy Gay,6300,SAS,SF,@ MIN,,29.00,53.55,27,215.5,150,105.5,-1.25,36.34,14.04,28.13,4.47
Tobias Harris,8400,LAC,PF,PHO,,35.00,48.98,17,227,-1200,120.5,0.5,49.77,20.04,37.45,4.46
Ben Simmons,9500,PHI,PG,NYK,,35.00,43.21,19,228.5,-800,120.25,0.25,54.56,18.10,42.39,4.46
Donovan Mitchell,7900,UTA,SG,@ BKN,,34.00,46.51,10,215.5,-160,109.5,109.5,46.02,19.44,35.21,4.46
Jerami Grant,5600,OKC,PF,CLE,,32.00,43.42,6,216,-800,114.25,-0.25,39.85,17.07,24.78,4.43
Spencer Dinwiddie,6500,BKN,PG,UTA,,29.00,46.11,7,215.5,138,106,106,44.89,19.96,28.76,4.42
Ed Davis,3800,BKN,PF,UTA,,18.00,51.96,11,215.5,138,106,106,30.60,12.51,16.75,4.41
Robin Lopez,3500,CHI,C,@ MIL,,21.00,50.71,8,229.5,800,107.5, ,30.88,15.45,15.45,4.41
Derrick Rose,6500,MIN,PG,SAS,,30.00,46.86,11,215.5,-175,110,-1.25,45.32,25.36,28.59,4.4
Ricky Rubio,6800,UTA,PG,@ BKN,,30.00,40.47,9,215.5,-160,109.5,109.5,39.85,15.95,29.92,4.4
Wendell Carter,6000,CHI,PF,@ MIL,,27.00,53.49,10,229.5,800,107.5, ,26.25,5.52,26.3,4.38
Kelly Oubre,4700,WAS,SF,@ NOP,,23.00,40.54,27,242,210,117.5,-0.25,30.05,13.11,20.58,4.38
Rondae Hollis-Jefferson,5800,BKN,PF,UTA,,28.00,48.86,16,215.5,138,106,106,38.63,16.38,25.28,4.36
Luka Doncic,7800,DAL,SG,@ HOU,,34.00,42.29,7,216.5,200,105.5,105.5,35.20,7.05,34.04,4.36
DeMar DeRozan,8800,SAS,SG,@ MIN,,36.00,47.39,21,215.5,150,105.5,-1.25,51.69,18.03,38.29,4.35
Robert Covington,6900,MIN,SF,SAS,,37.00,33.23,6,215.5,-175,110,-1.25,41.95,19.67,29.94,4.34
Derrick Favors,6000,UTA,PF,@ BKN,,24.00,60.53,26,215.5,-160,109.5,109.5,34.39,16.01,26.03,4.34
Evan Turner,4400,POR,SF,ORL,,25.00,46.71,18,215,-450,112.5,112.5,28.16,15.87,19.08,4.34
Andrew Harrison,3500,CLE,PG,@ OKC,,21.00,37.92,3,216,600,101.75,0.25,25.45,12.33,15.13,4.32
Zach Collins,4000,POR,PF,ORL,,18.00,49.85,5,215,-450,112.5,112.5,26.45,13.02,17.22,4.31
Jimmy Butler,8700,PHI,SG,NYK,,35.00,44.54,13,228.5,-800,120.25,0.25,50.65,19.74,37.24,4.28
E'Twaun Moore,5400,NOP,SF,WAS,,33.00,40.02,28,242,-250,124.5,0.75,35.67,15.91,23.13,4.28
Marco Belinelli,3800,SAS,SG,@ MIN,,21.00,37.27,19,215.5,150,105.5,-1.25,23.27,11.41,16.27,4.28
Mohamed Bamba,3600,ORL,C,@ POR,,15.00,54.03,17,215,360,102.5,102.5,15.58,2.85,15.41,4.28
Dennis Smith Jr.,5900,DAL,PG,@ HOU,,28.00,45.27,4,216.5,200,105.5,105.5,34.75,13.95,25.22,4.27
DeAndre Jordan,8000,DAL,C,@ HOU,,33.00,54.25,18,216.5,200,105.5,105.5,42.32,20.51,34.13,4.27
Danilo Gallinari,7000,LAC,SF,PHO,,31.00,48.98,17,227,-1200,120.5,0.5,41.45,16.63,29.8,4.26
Dante Exum,3500,UTA,PG,@ BKN,,18.00,40.47,9,215.5,-160,109.5,109.5,25.89,11.77,14.92,4.26
Mario Hezonja,3700,NYK,SF,@ PHI,,18.00,30.83,3,228.5,600,108.25,0.75,24.44,10.48,15.73,4.25
Nerlens Noel,3600,OKC,C,CLE,,13.00,53.72,15,216,-800,114.25,-0.25,26.40,12.99,15.26,4.24
Pat Connaughton,3600,MIL,SG,CHI,,20.00,34.80,11,229.5,-1200,122,1,27.23,11.67,15.16,4.21
Harrison Barnes,6400,DAL,SF,@ HOU,,32.00,44.28,8,216.5,200,105.5,105.5,34.31,15.57,26.93,4.21
Lou Williams,6200,LAC,SG,PHO,,26.00,51.93,30,227,-1200,120.5,0.5,38.94,16.11,26.03,4.2
Andrew Wiggins,6500,MIN,SG,SAS,,32.00,48.01,22,215.5,-175,110,-1.25,35.71,15.49,27.22,4.19
Jakob Poeltl,3600,SAS,C,@ MIN,,15.00,56.13,24,215.5,150,105.5,-1.25,29.98,13.29,15,4.17
Richaun Holmes,4300,PHO,PF,@ LAC,,16.00,59.40,28,227,800,106.5,-1.5,30.59,12.54,17.91,4.17
Boban Marjanovic,4700,LAC,C,PHO,,16.00,63.20,29,227,-1200,120.5,0.5,37.63,19.59,19.59,4.17
Jamal Crawford,3900,PHO,SG,@ LAC,,22.00,44.87,14,227,800,106.5,-1.5,28.47,16.22,16.22,4.16
Markieff Morris,6500,WAS,PF,@ NOP,,30.00,59.71,24,242,210,117.5,-0.25,36.89,19.17,26.93,4.14
Noah Vonleh,6700,NYK,PF,@ PHI,,32.00,51.87,26,228.5,600,108.25,0.75,38.31,18.13,27.72,4.14
T.J. McConnell,3500,PHI,PG,NYK,,18.00,43.21,19,228.5,-800,120.25,0.25,23.48,12.22,14.44,4.13
DeMarre Carroll,3900,BKN,SF,UTA,,20.00,32.06,4,215.5,138,106,106,27.29,12.40,16.06,4.12
Dante Cunningham,3600,SAS,SF,@ MIN,,24.00,53.55,27,215.5,150,105.5,-1.25,22.51,10.40,14.82,4.12
Jerian Grant,3500,ORL,PG,@ POR,,18.00,38.63,5,215,360,102.5,102.5,23.50,12.55,14.25,4.07
Josh Jackson,3600,PHO,PF,@ LAC,,16.00,44.87,14,227,800,106.5,-1.5,20.76,9.33,14.65,4.07
Seth Curry,3500,POR,PG,ORL,,18.00,39.67,27,215,-450,112.5,112.5,27.19,14.20,14.2,4.06
Darius Miller,3500,NOP,SF,WAS,,26.00,35.11,14,242,-250,124.5,0.75,24.92,14.16,14.16,4.05
Derrick White,3800,SAS,PG,@ MIN,,19.00,40.78,11,215.5,150,105.5,-1.25,28.29,12.69,15.4,4.05
Justin Holiday,6500,CHI,SG,@ MIL,,36.00,37.31,20,229.5,800,107.5, ,38.06,17.62,26.3,4.05
Thomas Bryant ,3500,WAS,C,@ NOP,,16.00,59.71,24,242,210,117.5,-0.25,22.75,10.74,13.65,3.9
Tim Frazier,3500,NOP,PG,WAS,,16.00,44.94,23,242,-250,124.5,0.75,24.82,12.06,13.49,3.85
Mitchell Robinson,3700,NYK,C,@ PHI,,16.00,50.79,9,228.5,600,108.25,0.75,14.33,2.62,14.17,3.83
Dario Saric,4800,MIN,PF,SAS,,22.00,49.62,19,215.5,-175,110,-1.25,30.83,14.78,18.23,3.8
Patty Mills,4000,SAS,PG,@ MIN,,22.00,42.98,2,215.5,150,105.5,-1.25,23.10,11.88,15.15,3.79
Kevin Huerter,4000,ATL,SG,@ CHA,,21.00,38.51,23,231,500,109.75,-0.5,17.73,5.57,15.14,3.79
Michael Kidd-Gilchrist,4300,CHA,SF,ATL,,20.00,42.68,29,231,-667,121.25,-1.5,26.99,13.89,16.27,3.78
Chandler Hutchison,3600,CHI,SF,@ MIL,,20.00,37.67,20,229.5,800,107.5, ,13.95,2.59,13.57,3.77
Patrick Beverley,4200,LAC,PG,PHO,,20.00,47.99,28,227,-1200,120.5,0.5,28.55,15.74,15.74,3.75
Shaquille Harrison,3800,CHI,PG,@ MIL,,18.00,44.19,20,229.5,800,107.5, ,22.81,11.42,14.07,3.7
DeAndre Bembry,5400,ATL,SF,@ CHA,,24.00,40.27,25,231,500,109.75,-0.5,29.47,16.58,19.74,3.66
Landry Shamet,3700,PHI,PG,NYK,,20.00,47.30,13,228.5,-800,120.25,0.25,14.71,3.11,13.56,3.66
Emmanuel Mudiay,5700,NYK,PG,@ PHI,,23.00,38.76,6,228.5,600,108.25,0.75,27.82,12.84,20.61,3.62
Dwight Powell,3700,DAL,PF,@ HOU,,13.00,57.22,20,216.5,200,105.5,105.5,20.76,10.58,13.36,3.61
Elie Okobo,3500,PHO,PG,@ LAC,,18.00,41.69,14,227,800,106.5,-1.5,12.75,2.33,12.61,3.6
Maxi Kleber,3700,DAL,PF,@ HOU,,16.00,44.28,8,216.5,200,105.5,105.5,21.66,10.84,13.15,3.55
Shabazz Napier,3500,BKN,PG,UTA,,14.00,47.27,27,215.5,138,106,106,22.37,9.89,12.16,3.47
Alex Abrines,3500,OKC,SG,CLE,,20.00,36.08,18,216,-800,114.25,-0.25,23.05,12.00,12,3.43
Omari Spellman,3700,ATL,PF,@ CHA,,15.00,49.47,18,231,500,109.75,-0.5,13.40,3.09,12.65,3.42
Austin Rivers,3600,WAS,SG,@ NOP,,17.00,60.00,30,242,210,117.5,-0.25,18.67,10.12,12.31,3.42
Miles Bridges,3800,CHA,SF,ATL,,14.00,56.42,30,231,-667,121.25,-1.5,12.06,2.15,11.88,3.13
Gorgui Dieng,3600,MIN,C,SAS,,11.00,54.38,19,215.5,-175,110,-1.25,17.15,8.20,11.17,3.1
Mike Scott,3700,LAC,PF,PHO,,14.00,48.98,17,227,-1200,120.5,0.5,22.65,13.40,11.33,3.06
Kevin Knox,3700,NYK,PF,@ PHI,,15.00,45.79,16,228.5,600,108.25,0.75,11.45,2.10,11.33,3.06
Damyean Dotson,3500,NYK,SG,@ PHI,,14.00,33.97,10,228.5,600,108.25,0.75,18.47,9.03,10.72,3.06
Royce O'Neale,3600,UTA,SF,@ BKN,,15.00,31.47,1,215.5,-160,109.5,109.5,16.14,8.11,10.92,3.03
Dorian Finney-Smith,4200,DAL,SF,@ HOU,,18.00,31.78,2,216.5,200,105.5,105.5,19.63,9.93,12.59,3
Jarell Martin,3500,ORL,PF,@ POR,,12.00,51.79,25,215,360,102.5,102.5,16.53,8.85,10.45,2.99
Michael Carter-Williams,3500,HOU,PG,DAL,,10.00,49.04,20,216.5,-225,111,111,15.76,8.32,10.27,2.93
Wesley Johnson,3500,NOP,SF,WAS,,15.00,35.11,14,242,-250,124.5,0.75,15.43,8.83,10.19,2.91
Devin Harris,3900,DAL,PG,@ HOU,,14.00,45.27,4,216.5,200,105.5,105.5,19.16,10.83,10.83,2.78
Trey Burke,6100,NYK,PG,@ PHI,,16.00,52.02,28,228.5,600,108.25,0.75,27.50,13.89,15.98,2.62
Davis Bertans,3500,SAS,SF,@ MIN,,12.00,55.82,18,215.5,150,105.5,-1.25,14.56,7.33,9.15,2.61
Timothe Luwawu-Cabarrot,3500,OKC,SG,CLE,,14.00,37.17,17,216,-800,114.25,-0.25,14.13,7.21,9.03,2.58
Patrick Patterson,3500,OKC,PF,CLE,,13.00,49.45,2,216,-800,114.25,-0.25,15.27,7.41,8.77,2.51
Grayson Allen,3500,UTA,SG,@ BKN,,11.00,29.68,1,215.5,-160,109.5,109.5,8.59,1.57,8.5,2.43
Tyus Jones,3600,MIN,PG,SAS,,12.00,45.64,26,215.5,-175,110,-1.25,15.69,8.26,8.59,2.39
Donte DiVincenzo,3600,MIL,SG,CHI,,11.00,34.80,11,229.5,-1200,122,1,8.25,1.47,8.13,2.26
Jared Dudley,3500,BKN,SF,UTA,,14.00,32.06,4,215.5,138,106,106,13.69,6.71,7.68,2.19
Frank Ntilikina,3700,NYK,PG,@ PHI,,13.00,38.76,6,228.5,600,108.25,0.75,12.49,6.78,7.78,2.1
Raul Neto,3600,UTA,PG,@ BKN,,9.00,40.47,9,215.5,-160,109.5,109.5,13.89,6.53,7.34,2.04
Nik Stauskas,3500,POR,SG,ORL,,11.00,39.67,27,215,-450,112.5,112.5,11.70,5.53,7.12,2.03
Wesley Iwundu,3500,ORL,SF,@ POR,,13.00,42.93,30,215,360,102.5,102.5,14.07,7.04,7.04,2.01
Deonte Burton,3500,OKC,SG,CLE,,10.00,48.59,17,216,-800,114.25,-0.25,7.08,1.26,6.98,1.99
Ante Zizic,3500,CLE,PF,@ OKC,,7.00,52.53,13,216,600,101.75,0.25,12.95,6.48,6.48,1.85
Cameron Payne,3500,CHI,PG,@ MIL,,8.00,45.27,5,229.5,800,107.5, ,10.72,5.44,6.27,1.79
Justin Anderson,3500,ATL,SG,@ CHA,,8.00,40.27,25,231,500,109.75,-0.5,9.74,4.71,6.12,1.75
Solomon Hill,3500,NOP,SF,WAS,,10.00,35.11,14,242,-250,124.5,0.75,11.18,5.86,5.86,1.67
