Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Alex Len,4700,ATL,C,BKN,,28.00,30.19,8,239,163,117.25,1.25,54.40,12.21,30.22,6.43
Derrick Rose,5300,MIN,PG,WAS,,29.00,39.99,22,242.5,-275,124.75,-0.25,66.79,8.35,33.41,6.3
Dario Saric,4300,MIN,PF,WAS,,27.00,28.32,6,242.5,-275,124.75,-0.25,38.24,11.54,25.7,5.98
Josh Hart,4300,LAL,SG,BOS,,33.00,18.77,3,221,275,106.75,106.75,47.44,5.23,25.38,5.9
Josh Okogie,3700,MIN,SG,WAS,,32.00,25.44,15,242.5,-275,124.75,-0.25,30.48,12.65,21.77,5.88
Kentavious Caldwell-Pope,3500,LAL,SG,BOS,,28.00,18.77,3,221,275,106.75,106.75,40.92,5.52,20.51,5.86
Enes Kanter,4400,POR,C,PHO,,20.00,34.47,26,227,-900,119.5,-1.5,50.33,8.94,25.18,5.72
Joe Harris,4200,BKN,SF,@ ATL,,31.00,20.16,8,239,-188,121.75,2.25,41.84,9.08,23.77,5.66
JaVale McGee,5000,LAL,C,BOS,,22.00,32.48,19,221,275,106.75,106.75,56.25,7.26,28.14,5.63
DeAndre Jordan,6300,NYK,C,SAC,,27.00,31.26,13,225.5,210,109.75,-1.75,48.94,21.15,34.96,5.55
Jeff Teague,6700,MIN,PG,WAS,,34.00,39.99,22,242.5,-275,124.75,-0.25,62.43,19.26,37.18,5.55
Trae Young,8300,ATL,PG,BKN,,34.00,38.61,16,239,163,117.25,1.25,62.80,35.53,44.86,5.4
Ed Davis,3800,BKN,PF,@ ATL,,19.00,33.50,24,239,-188,121.75,2.25,40.44,5.95,20.23,5.32
Tomas Satoransky ,6300,WAS,PG,@ MIN,,36.00,37.67,14,242.5,230,117.75,-0.25,65.38,11.13,33.02,5.24
Allen Crabbe,3800,BKN,SG,@ ATL,,26.00,20.16,8,239,-188,121.75,2.25,33.15,7.82,19.79,5.21
Jeff Green,4500,WAS,SF,@ MIN,,27.00,32.14,20,242.5,230,117.75,-0.25,44.46,8.66,23.4,5.2
Bogdan Bogdanovic,6100,SAC,SG,@ NYK,,33.00,25.85,17,225.5,-250,115.75,-0.75,52.25,12.34,31.63,5.19
Emmanuel Mudiay,4800,NYK,PG,SAC,,23.00,25.08,30,225.5,210,109.75,-1.75,49.58,7.09,24.8,5.17
Tyus Jones,3600,MIN,PG,WAS,,21.00,22.19,20,242.5,-275,124.75,-0.25,32.35,4.96,18.57,5.16
Karl-Anthony Towns,11600,MIN,C,WAS,,35.00,33.34,22,242.5,-275,124.75,-0.25,93.85,31.56,59.78,5.15
Keita Bates-Diop,3500,MIN,SF,WAS,,26.00,28.32,6,242.5,-275,124.75,-0.25,25.24,15.13,18.03,5.15
Kevin Knox,4200,NYK,SF,SAC,,28.00,25.77,16,225.5,210,109.75,-1.75,30.31,17.15,21.65,5.15
Marvin Williams,5200,CHA,PF,@ MIL,,32.00,29.01,12,228,650,108,0.25,52.69,6.27,26.36,5.07
Taurean Prince,5000,ATL,SF,BKN,,30.00,25.29,14,239,163,117.25,1.25,46.10,9.85,25.26,5.05
Jayson Tatum,6500,BOS,PF,@ LAL,,31.00,27.84,4,221,-333,114.25,114.25,46.80,13.00,32.01,4.92
Al-Farouq Aminu,4900,POR,PF,PHO,,29.00,21.53,3,227,-900,119.5,-1.5,35.29,6.79,24.01,4.9
Kevin Huerter,4100,ATL,SG,BKN,,28.00,16.66,1,239,163,117.25,1.25,27.99,15.83,19.99,4.88
Al Horford,7100,BOS,C,@ LAL,,31.00,33.30,21,221,-333,114.25,114.25,56.28,17.62,34.42,4.85
Bobby Portis,6300,WAS,PF,@ MIN,,27.00,33.71,23,242.5,230,117.75,-0.25,51.03,10.75,30.45,4.83
Giannis Antetokounmpo,12100,MIL,SF,CHA,,35.00,29.63,15,228,-900,120,-0.25,81.80,33.89,58.43,4.83
Jabari Parker,5800,WAS,SF,@ MIN,,26.00,32.14,20,242.5,230,117.75,-0.25,51.12,5.18,27.98,4.82
Eric Bledsoe,7300,MIL,PG,CHA,,31.00,36.86,6,228,-900,120,-0.25,70.32,14.63,35.18,4.82
De'Aaron Fox,7700,SAC,PG,@ NYK,,33.00,42.25,27,225.5,-250,115.75,-0.75,58.48,18.02,36.71,4.77
Nicolas Batum,6100,CHA,SF,@ MIL,,36.00,30.05,29,228,650,108,0.25,52.59,11.07,28.99,4.75
Kyrie Irving,9500,BOS,PG,@ LAL,,36.00,41.83,26,221,-333,114.25,114.25,63.03,18.46,45.02,4.74
Jeremy Lamb,6600,CHA,SG,@ MIL,,32.00,26.15,18,228,650,108,0.25,59.95,8.73,31.06,4.71
Marcus Morris,4900,BOS,PF,@ LAL,,28.00,25.91,19,221,-333,114.25,114.25,39.08,7.56,22.99,4.69
Allonzo Trier,5000,NYK,SG,SAC,,27.00,25.77,16,225.5,210,109.75,-1.75,32.79,17.71,23.42,4.68
D'Angelo Russell,9100,BKN,SG,@ ATL,,32.00,43.99,30,239,-188,121.75,2.25,65.65,18.80,42.44,4.66
Malcolm Brogdon,6400,MIL,SG,CHA,,31.00,36.86,6,228,-900,120,-0.25,55.06,10.45,29.78,4.65
DeMarre Carroll,4500,BKN,SF,@ ATL,,21.00,30.83,30,239,-188,121.75,2.25,41.74,4.72,20.88,4.64
DeAndre Bembry,4500,ATL,SF,BKN,,24.00,25.29,14,239,163,117.25,1.25,34.80,5.45,20.79,4.62
Caris LeVert,6300,BKN,SG,@ ATL,,27.00,43.99,30,239,-188,121.75,2.25,50.12,11.20,29.02,4.61
Rajon Rondo,7400,LAL,PG,BOS,,34.00,20.81,17,221,275,106.75,106.75,52.90,10.03,34.11,4.61
Henry Ellenson,3500,NYK,PF,SAC,,19.00,34.85,27,225.5,210,109.75,-1.75,32.14,2.48,16.08,4.59
Kemba Walker,8900,CHA,PG,@ MIL,,36.00,36.12,5,228,650,108,0.25,74.33,18.37,40.73,4.58
Nemanja Bjelica,4100,SAC,SF,@ NYK,,19.00,32.53,23,225.5,-250,115.75,-0.75,37.34,4.32,18.68,4.56
