Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Shelvin Mack,3800,MEM,PG,@ UTA,,25.00, , ,213.5,450,101.5,101.5,38.06,18.43,20.73,5.46
Wesley Matthews,4600,DAL,SG,CHI,,34.00, , ,230,-205,117.5, ,43.86,14.24,24.46,5.32
Luka Doncic,7500,DAL,SG,CHI,,34.00, , ,230,-205,117.5, ,56.93,17.03,39.51,5.27
Bojan Bogdanovic,4400,IND,SF,@ MIN,,29.00, , ,228.5,110,113.25,113.25,38.97,15.55,22.87,5.2
Deandre Ayton,7600,PHO,C,@ GSW,,34.00, , ,227.5,700,107.75,107.75,45.99,7.46,39.07,5.14
Darren Collison,4700,IND,PG,@ MIN,,27.00, , ,228.5,110,113.25,113.25,39.99,13.43,23.99,5.1
Marcus Smart,4900,BOS,SG,ORL,,25.00, , ,210,-900,110.5,110.5,44.34,17.21,24.84,5.07
Otto Porter,6300,WAS,SF,@ POR,,33.00, , ,227.5,170,111.25,111.25,54.17,20.95,31.79,5.05
Terry Rozier,4600,BOS,PG,ORL,,24.00, , ,210,-900,110.5,110.5,40.80,16.19,23.09,5.02
Victor Oladipo,8500,IND,SG,@ MIN,,33.00, , ,228.5,110,113.25,113.25,70.02,32.36,42.36,4.98
Dorian Finney-Smith,4300,DAL,SF,CHI,,29.00, , ,230,-205,117.5, ,40.06,15.46,21.41,4.98
Ricky Rubio,6300,UTA,PG,MEM,,30.18, , ,213.5,-600,112,112,50.17,18.46,31.24,4.96
Danny Green,4700,TOR,SG,CHA,,27.00, , ,225,-400,116.75,116.75,39.29,15.62,23.25,4.95
Frank Ntilikina,4800,NYK,PG,@ MIL,,29.00, , ,226.5,625,107.5,107.5,44.29,15.99,23.72,4.94
Justin Holiday,4500,CHI,SG,@ DAL,,29.00, , ,230,175,112.5,1,36.66,11.42,22.14,4.92
D.J. Augustin,4500,ORL,PG,@ BOS,,25.00, , ,210,625,99.5,99.5,37.68,12.67,22.15,4.92
Enes Kanter,7500,NYK,C,@ MIL,,30.00, , ,226.5,625,107.5,107.5,58.83,21.85,36.91,4.92
Kentavious Caldwell-Pope,4600,LAL,SG,SAS,,29.00, , ,224,-115,112.5,2.25,36.00,12.66,22.53,4.9
Rudy Gay,6100,SAS,SF,@ LAL,,28.00, , ,224,-105,111.5,0.25,48.35,17.89,29.92,4.9
Jeremy Lamb,5500,CHA,SG,@ TOR,,28.00, , ,225,320,108.25,108.25,45.71,17.55,26.92,4.89
Lance Stephenson,4800,LAL,SF,SAS,,24.00, , ,224,-115,112.5,2.25,39.68,15.52,23.45,4.89
Fred VanVleet,4900,TOR,PG,CHA,,22.51, , ,225,-400,116.75,116.75,47.50,22.24,23.76,4.85
Chandler Parsons,3900,MEM,SF,@ UTA,,25.00, , ,213.5,450,101.5,101.5,31.81,11.82,18.79,4.82
Eric Bledsoe,7700,MIL,PG,NYK,,34.00, , ,226.5,-900,119,119,73.46,22.76,37.01,4.81
Donovan Mitchell,8500,UTA,SG,MEM,,33.57, , ,213.5,-600,112,112,68.60,24.62,40.76,4.8
Ersan Ilyasova,4700,MIL,PF,NYK,,27.00, , ,226.5,-900,119,119,42.98,19.36,22.56,4.8
Quinn Cook,3500,GSW,PG,PHO,,21.00, , ,227.5,-1100,119.75,119.75,33.60,16.81,16.81,4.8
Taj Gibson,4900,MIN,PF,IND,,29.00, , ,228.5,-130,115.25,115.25,40.45,14.97,23.53,4.8
Omri Casspi,3800,MEM,SF,@ UTA,,22.00, , ,213.5,450,101.5,101.5,36.36,17.48,18.19,4.79
Jerian Grant,3800,ORL,PG,@ BOS,,22.00, , ,210,625,99.5,99.5,33.90,14.76,18.15,4.78
Patty Mills,4000,SAS,PG,@ LAL,,28.00, , ,224,-105,111.5,0.25,38.20,19.11,19.11,4.78
J.J. Barea,4900,DAL,PG,CHI,,20.00, , ,230,-205,117.5, ,36.67,15.32,23.43,4.78
Austin Rivers,3800,WAS,SG,@ POR,,24.00, , ,227.5,170,111.25,111.25,36.22,17.43,18.12,4.77
Cody Zeller,4800,CHA,C,@ TOR,,25.34, , ,225,320,108.25,108.25,38.91,14.54,22.9,4.77
Wendell Carter,5000,CHI,PF,@ DAL,,25.00, , ,230,175,112.5,1,27.95,4.54,23.75,4.75
Jaylen Brown,5300,BOS,SG,ORL,,30.00, , ,210,-900,110.5,110.5,40.51,17.37,25.1,4.74
Josh Jackson,5300,PHO,PF,@ GSW,,28.00, , ,227.5,700,107.75,107.75,50.03,19.65,25.03,4.72
Serge Ibaka,5500,TOR,PF,CHA,,27.38, , ,225,-400,116.75,116.75,42.27,15.49,25.95,4.72
Garrett Temple,4100,MEM,SG,@ UTA,,25.00, , ,213.5,450,101.5,101.5,37.11,16.30,19.34,4.72
Jonathon Simmons,4300,ORL,SF,@ BOS,,27.00, , ,210,625,99.5,99.5,40.54,20.28,20.28,4.72
Trey Burke,5900,NYK,PG,@ MIL,,29.00, , ,226.5,625,107.5,107.5,42.65,13.93,27.8,4.71
Jonas Valanciunas,5500,TOR,C,CHA,,20.00, , ,225,-400,116.75,116.75,51.67,20.11,25.85,4.7
Antonio Blakeney,4100,CHI,SG,@ DAL,,24.00, , ,230,175,112.5,1,38.52,15.65,19.27,4.7
JaVale McGee,5500,LAL,C,SAS,,21.00, , ,224,-115,112.5,2.25,41.79,14.08,25.78,4.69
