Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Cheick Diallo,4000,NOP,PF,POR,,24.00,30.78,9,232.5,360,111.75,-2.25,52.31,7.93,26.17,6.54
Emmanuel Mudiay,4800,NYK,PG,@ SAS,,32.00,22.51,23,214,650,100.5,-1.25,60.94,8.42,30.5,6.35
Willy Hernangomez,3600,CHA,C,@ WAS,,18.00,31.99,18,234,125,115.5,115.5,35.11,7.16,21.9,6.08
Jahlil Okafor,3500,NOP,C,POR,,20.00,30.78,9,232.5,360,111.75,-2.25,42.24,5.07,21.13,6.04
Reggie Bullock,3600,LAL,SG,@ DET,,32.00,23.66,6,216,600,101.75,101.75,38.25,9.91,21.12,5.87
Moritz Wagner,3800,LAL,C,@ DET,,24.00,28.34,9,216,600,101.75,101.75,30.23,16.82,21.59,5.68
Alex Caruso,3600,LAL,PG,@ DET,,28.00,39.11,16,216,600,101.75,101.75,32.50,8.68,20.43,5.68
Ish Smith,4000,DET,PG,LAL,,24.00,17.76,1,216,-800,114.25,114.25,40.82,6.55,21.85,5.46
Kentavious Caldwell-Pope,4000,LAL,SG,@ DET,,32.00,23.37,25,216,600,101.75,101.75,43.08,6.64,21.55,5.39
Danuel House,3500,HOU,SF,PHO,,24.00,39.43,20,225.5,-1000,118.75,-0.25,37.48,6.24,18.75,5.36
Buddy Hield,6800,SAC,SG,@ PHI,,35.00,19.78,5,233.5,450,111.5,111.5,64.03,15.18,36.4,5.35
Reggie Jackson,4800,DET,PG,LAL,,28.00,42.31,28,216,-800,114.25,114.25,38.79,14.01,25.57,5.33
Rajon Rondo,6800,LAL,PG,@ DET,,33.00,19.46,9,216,600,101.75,101.75,50.74,10.76,36.24,5.33
Rodney Hood,3700,POR,SF,@ NOP,,26.00,30.15,29,232.5,-450,120.75,-0.75,33.16,5.43,19.69,5.32
Julius Randle,8500,NOP,PF,POR,,35.00,29.39,13,232.5,360,111.75,-2.25,79.77,19.55,44.64,5.25
JaVale McGee,5100,LAL,C,@ DET,,23.00,31.84,17,216,600,101.75,101.75,45.97,13.17,26.71,5.24
Willie Cauley-Stein,5600,SAC,C,@ PHI,,28.00,33.01,23,233.5,450,111.5,111.5,41.22,15.29,29.34,5.24
Al-Farouq Aminu,4600,POR,PF,@ NOP,,29.00,24.38,10,232.5,-450,120.75,-0.75,35.04,6.75,23.84,5.18
Jake Layman,3700,POR,SF,@ NOP,,24.00,24.38,10,232.5,-450,120.75,-0.75,36.33,6.12,19.12,5.17
James Harden,12500,HOU,SG,PHO,,37.00,39.43,20,225.5,-1000,118.75,-0.25,89.78,45.79,64.13,5.13
