Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Trey Lyles,3600,DEN,PF,@ ATL,,25.00,54.77,30,224.5,-214,115,0.25,41.34,22.52,26.25,7.29
Alec Burks,4000,CLE,SG,WAS,,32.00,44.78,13,216.5,260,104.5,104.5,49.08,29.16,29.16,7.29
Daniel Theis,3500,BOS,PF,@ CHI,,24.00,57.01,25,214,-300,110.75,110.75,41.54,22.39,24.8,7.09
Justise Winslow,4900,MIA,SF,@ LAC,,34.00,34.23,6,219.5,360,105,105,50.61,25.12,32.67,6.67
Jordan Clarkson,5500,CLE,SG,WAS,,35.00,44.78,13,216.5,260,104.5,104.5,57.56,31.02,34.82,6.33
Larry Nance,5300,CLE,PF,WAS,,30.00,61.97,27,216.5,260,104.5,104.5,48.56,19.19,32.97,6.22
Malik Beasley,3700,DEN,SG,@ ATL,,31.00,44.71,30,224.5,-214,115,0.25,40.67,23.03,23.03,6.22
Josh Hart,3600,LAL,SG,@ MEM,,32.00,34.29,11,209,110,103.25,0.75,31.02,15.43,22.33,6.2
Noah Vonleh,5100,NYK,PF,BKN,,30.00,47.54,12,220,-133,111,0.25,44.15,20.54,31.4,6.16
James Johnson,3900,MIA,PF,@ LAC,,29.00,51.92,25,219.5,360,105,105,31.10,12.55,23.76,6.09
Bam Adebayo,5500,MIA,PF,@ LAC,,32.00,59.97,28,219.5,360,105,105,46.85,19.23,33.44,6.08
Tyler Johnson,4700,MIA,PG,@ LAC,,34.00,52.16,24,219.5,360,105,105,44.14,20.30,28.59,6.08
Terry Rozier,3700,BOS,PG,@ CHI,,22.00,41.77,5,214,-300,110.75,110.75,34.73,18.25,22.01,5.95
Kent Bazemore,5900,ATL,SG,DEN,,33.00,39.86,2,224.5,180,109.5,1.75,46.92,16.81,33.02,5.6
Rodney McGruder,4800,MIA,SG,@ LAC,,36.00,33.20,7,219.5,360,105,105,42.32,18.12,26.8,5.58
Dario Saric,4000,MIN,PF,@ POR,,24.00,51.11,22,219.5,120,108.25,0.25,37.12,18.72,22.28,5.57
Cedi Osman,4800,CLE,SF,WAS,,35.00,35.44,13,216.5,260,104.5,104.5,35.03,11.86,26.3,5.48
Collin Sexton,4900,CLE,PG,WAS,,36.00,53.69,29,216.5,260,104.5,104.5,29.57,10.90,26.78,5.47
Kyle Anderson,5900,MEM,SF,LAL,,33.00,36.53,15,209,-125,105.75,0.75,42.76,17.33,32.03,5.43
Kentavious Caldwell-Pope,3700,LAL,SG,@ MEM,,30.00,34.29,11,209,110,103.25,0.75,37.75,17.50,20.07,5.42
Tyreke Evans,5000,IND,SF,SAC,,26.00,43.39,6,223,-214,114.25,114.25,39.40,15.01,27.04,5.41
Kelly Olynyk,5200,MIA,PF,@ LAC,,28.00,55.43,17,219.5,360,105,105,41.97,21.25,28.11,5.41
Dwyane Wade,5700,MIA,SG,@ LAC,,29.00,45.28,15,219.5,360,105,105,43.80,20.35,30.65,5.38
Eric Gordon,5100,HOU,SG,@ DAL,,32.00,47.99,23,218,-160,110.75,0.25,42.11,20.35,27.43,5.38
Juan Hernangomez,5000,DEN,SF,@ ATL,,32.00,54.77,30,224.5,-214,115,0.25,45.21,17.60,26.58,5.32
Derrick Rose,5500,MIN,PG,@ POR,,32.00,45.55,5,219.5,120,108.25,0.25,45.02,25.01,29.08,5.29
Thaddeus Young,5300,IND,PF,SAC,,30.00,53.40,28,223,-214,114.25,114.25,39.68,14.93,27.96,5.28
Shelvin Mack,3700,MEM,PG,LAL,,24.00,34.61,2,209,-125,105.75,0.75,29.61,15.18,19.39,5.24
Monte Morris,3900,DEN,SG,@ ATL,,25.00,53.48,28,224.5,-214,115,0.25,30.23,16.34,20.3,5.21
Mario Hezonja,3500,NYK,SF,BKN,,18.00,29.40,1,220,-133,111,0.25,27.44,11.49,18.15,5.19
Garrett Temple,4200,MEM,SG,LAL,,32.00,32.65,4,209,-125,105.75,0.75,34.72,15.68,21.78,5.19
Emmanuel Mudiay,5800,NYK,PG,BKN,,32.00,38.73,8,220,-133,111,0.25,38.96,16.56,29.9,5.16
