Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Josh Hart,3700,LAL,SG,@ SAC,,30.00,40.28,29,230,150,112.75,-0.5,34.18,17.08,24.57,6.64
Austin Rivers,3600,HOU,SG,BOS,,31.00,39.03,11,214,115,105.75,105.75,34.01,17.61,21.61,6
Lonzo Ball,6000,LAL,PG,@ SAC,,34.00,44.35,26,230,150,112.75,-0.5,46.89,18.11,34.97,5.83
Luke Kornet,3500,NYK,PF,@ MIL,,24.00,40.01,28,228.5,750,107,1.25,31.93,15.26,20.26,5.79
George Hill,3700,MIL,PG,NYK,,23.00,41.57,19,228.5,-1100,121.5,1.25,35.77,18.03,20.92,5.65
Kentavious Caldwell-Pope,3800,LAL,SG,@ SAC,,26.00,40.28,29,230,150,112.75,-0.5,39.73,18.33,21.02,5.53
Damyean Dotson,3600,NYK,SG,@ MIL,,24.00,40.01,28,228.5,750,107,1.25,34.07,16.74,19.88,5.52
Kyle Kuzma,6700,LAL,PF,@ SAC,,36.00,51.24,26,230,150,112.75,-0.5,47.61,20.39,36.68,5.47
Wilson Chandler,4200,PHI,SF,@ UTA,,30.00,30.02,1,219,150,107.25,0.25,34.15,16.23,22.83,5.44
Brandon Ingram,6400,LAL,SF,@ SAC,,36.00,45.74,15,230,150,112.75,-0.5,52.10,21.30,33.81,5.28
Gerald Green,3600,HOU,SF,BOS,,24.00,42.40,5,214,115,105.75,105.75,32.80,15.37,18.95,5.26
Buddy Hield,7200,SAC,SG,LAL,,35.00,34.73,13,230,-175,117.25,0.5,56.72,25.90,37.59,5.22
Maurice Harkless,4000,POR,SF,@ GSW,,25.00,35.98,14,227,300,109.25,0.5,32.90,13.77,20.55,5.14
Nemanja Bjelica,5500,SAC,SF,LAL,,28.00,44.20,3,230,-175,117.25,0.5,45.90,18.77,28.23,5.13
Willie Cauley-Stein,7500,SAC,C,LAL,,33.00,58.00,26,230,-175,117.25,0.5,52.74,21.76,38.05,5.07
Kosta Koufos,3500,SAC,C,LAL,,16.00,58.00,26,230,-175,117.25,0.5,33.99,17.73,17.73,5.07
Donovan Mitchell,7400,UTA,SG,PHI,,35.00,52.39,22,219,-175,111.75,-0.25,48.89,20.13,37.35,5.05
Allonzo Trier,3500,NYK,SG,@ MIL,,24.00,46.83,20,228.5,750,107,1.25,18.14,3.37,17.65,5.04
Gordon Hayward,5600,BOS,SF,@ HOU,,29.00,45.17,6,214,-133,108.25,108.25,41.49,19.49,28.17,5.03
C.J. McCollum,6300,POR,SG,@ GSW,,33.00,44.06,8,227,300,109.25,0.5,42.44,17.99,31.67,5.03
Kevin Durant,10500,GSW,SF,POR,,36.00,50.99,24,227,-350,117.75,-0.5,69.30,24.43,52.42,4.99
Brook Lopez,5500,MIL,C,NYK,,27.00,59.82,28,228.5,-1100,121.5,1.25,41.54,18.70,27.42,4.99
Terry Rozier,4000,BOS,PG,@ HOU,,21.00,46.73,19,214,-133,108.25,108.25,31.40,16.50,19.9,4.98
