Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Marquese Chriss,3600,CLE,PF,DET,,26.00,28.59,10,214.5,275,103.25,-1.75,39.80,12.30,25.05,6.96
Rajon Rondo,5600,LAL,PG,@ PHO,,34.00,23.87,26,235,-275,121,1.5,49.67,10.54,35.48,6.34
Larry Nance,6000,CLE,PF,DET,,34.00,28.59,10,214.5,275,103.25,-1.75,70.46,12.35,37.78,6.3
Dennis Schroder,5100,OKC,SG,@ SAS,,32.00,39.01,18,229.5,175,112.25,1,51.44,7.86,31.44,6.16
Ersan Ilyasova,3800,MIL,PF,@ UTA,,28.00,31.05,18,225.5,163,110.5,110.5,39.45,3.72,21.76,5.73
Bam Adebayo,5200,MIA,PF,BKN,,30.00,30.88,12,220.5,-138,111.5,-0.5,49.30,8.27,29.33,5.64
J.J. Redick,5400,PHI,SF,GSW,,34.00,22.03,23,238,180,116.5,0.75,49.82,11.97,29.55,5.47
Marco Belinelli,3800,SAS,SG,OKC,,25.00,22.99,26,229.5,-200,117.25,5,34.47,6.06,20.74,5.46
DeMarcus Cousins,8500,GSW,C,@ PHI,,31.00,33.14,22,238,-214,121.5,0.75,66.17,21.56,46.27,5.44
Jordan Clarkson,5400,CLE,SG,DET,,28.00,25.24,12,214.5,275,103.25,-1.75,57.73,10.05,28.88,5.35
Andre Iguodala,4000,GSW,SG,@ PHI,,28.00,25.57,17,238,-214,121.5,0.75,36.51,10.39,21.29,5.32
Will Barton,5600,DEN,SF,NOP,,32.00,30.70,29,238,-1200,125.75,2,51.43,11.56,29.8,5.32
Gary Harris,4400,DEN,SF,NOP,,25.00,30.70,29,238,-1200,125.75,2,46.50,5.21,23.26,5.29
Draymond Green,6100,GSW,PF,@ PHI,,33.00,33.14,22,238,-214,121.5,0.75,47.36,13.83,32.02,5.25
Bryn Forbes,3600,SAS,PG,OKC,,28.00,37.91,16,229.5,-200,117.25,5,31.15,4.61,18.88,5.24
Cheick Diallo,4700,NOP,PF,@ DEN,,24.00,32.16,15,238,800,112.25,2,49.24,7.46,24.63,5.24
Brandon Knight,3500,CLE,PG,DET,,21.00,37.80,14,214.5,275,103.25,-1.75,36.04,4.38,18.03,5.15
Dion Waiters,5100,MIA,SG,BKN,,32.00,26.47,18,220.5,-138,111.5,-0.5,39.17,10.96,26.15,5.13
