Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tristan Thompson,4100,CLE,C,@ MIN,,28.00, , ,222.5,300,107,107,44.66,16.91,22.34,5.45
Yogi Ferrell,3900,SAC,PG,@ NOP,,29.00, , ,232,600,110.5,110.5,42.42,18.12,21.22,5.44
Trae Young,6100,ATL,PG,@ MEM,,34.00, , ,215.5,225,104.5,104.5,38.62,6.40,32.51,5.33
De'Aaron Fox,6500,SAC,PG,@ NOP,,35.00, , ,232,600,110.5,110.5,61.44,26.08,34.36,5.29
Ersan Ilyasova,4500,MIL,PF,IND,,28.00, , ,217,-175,110.5,110.5,41.97,18.15,23.82,5.29
Fred VanVleet,4400,TOR,PG,BOS,,25.00, , ,209.5,-140,106.25,106.25,39.42,16.91,23.16,5.26
Shelvin Mack,3800,MEM,PG,ATL,,22.00, , ,215.5,-270,111,111,33.80,11.33,19.95,5.25
Derrick Rose,4000,MIN,PG,CLE,,25.00, , ,222.5,-380,115.5,115.5,40.80,20.41,20.41,5.1
Alex Len,5400,ATL,C,@ MEM,,29.00, , ,215.5,225,104.5,104.5,53.74,21.86,27.46,5.09
Dennis Schroder,7000,OKC,SG,@ LAC,,34.00, , ,214.5,135,105.75,105.75,60.86,25.95,35.59,5.08
Garrett Temple,3800,MEM,SG,ATL,,27.00, , ,215.5,-270,111,111,36.77,16.14,19.31,5.08
Cody Zeller,4800,CHA,C,@ ORL,,24.00, , ,215.5,-120,108.5,108.5,48.49,23.62,24.33,5.07
Joe Harris,4300,BKN,SG,NYK,,30.00, , ,221.5,-170,112.75,112.75,38.59,15.21,21.63,5.03
Ed Davis,3700,BKN,C,NYK,,19.00, , ,221.5,-170,112.75,112.75,30.62,12.28,18.5,5
Elfrid Payton,7000,NOP,PG,SAC,,34.50, , ,232,-850,121.5,121.5,68.94,28.27,34.94,4.99
