Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Ersan Ilyasova,3600,MIL,PF,CLE,,28.00,44.86,7,216,-550,113.25,113.25,39.92,17.94,25.89,7.19
Langston Galloway,3500,DET,SG,@ PHI,,32.00,31.82,2,218.5,500,103.5,103.5,42.71,20.52,24.69,7.05
Terry Rozier,4100,BOS,PG,NOP,,32.00,49.51,26,223,-133,112.5,112.5,45.96,24.53,28.83,7.03
Austin Rivers,3600,WAS,SG,@ IND,,33.00,35.54,4,217,210,105.5,105.5,39.38,15.86,25.13,6.98
Bruce Brown,3600,DET,SG,@ PHI,,32.00,51.33,23,218.5,500,103.5,103.5,24.24,4.44,23.98,6.66
Daniel Theis,4400,BOS,PF,NOP,,28.00,51.70,11,223,-133,112.5,112.5,49.14,26.02,28.82,6.55
Tomas Satoransky ,4300,WAS,PG,@ IND,,35.00,47.10,10,217,210,105.5,105.5,38.83,15.30,27.17,6.32
Jonathon Simmons,3500,ORL,SF,@ DAL,,28.00,45.96,17,210.5,163,103, ,33.06,14.31,21.95,6.27
Luke Kennard,3500,DET,SG,@ PHI,,25.00,31.82,2,218.5,500,103.5,103.5,32.34,14.98,21.46,6.13
Marcus Smart,4800,BOS,SG,NOP,,32.00,48.81,15,223,-133,112.5,112.5,41.60,16.27,29.01,6.04
Jerian Grant,3500,ORL,PG,@ DAL,,24.00,43.80,23,210.5,163,103, ,33.83,18.01,20.49,5.85
Wilson Chandler,4300,PHI,SF,DET,,30.00,34.02,5,218.5,-667,115,115,36.81,16.48,24.31,5.65
Jaylen Brown,5100,BOS,SG,NOP,,32.00,41.30,29,223,-133,112.5,112.5,54.05,23.72,28.54,5.6
Khris Middleton,7100,MIL,SG,CLE,,36.00,52.96,30,216,-550,113.25,113.25,63.41,28.05,39.12,5.51
Boban Marjanovic,3900,LAC,C,@ PHO,,17.00,61.97,29,223,-450,116.25,116.25,41.74,20.83,21.36,5.48
Dennis Schroder,5600,OKC,SG,UTA,,28.00,46.07,7,217.5,-200,111.25,0.25,46.62,24.89,30.47,5.44
Cedi Osman,4700,CLE,SF,@ MIL,,32.00,39.82,26,216,450,102.75,102.75,31.63,11.88,25.43,5.41
Otto Porter,7000,WAS,SF,@ IND,,34.00,34.74,10,217,210,105.5,105.5,55.21,25.51,37.74,5.39
Lonzo Ball,6500,LAL,PG,MIA,,35.00,39.73,11,222,-225,113.75,1,46.31,17.92,34.79,5.35
Andre Drummond,9000,DET,C,@ PHI,,35.00,52.69,14,218.5,500,103.5,103.5,59.03,22.28,47.91,5.32
Josh Hart,4500,LAL,SG,MIA,,32.00,35.80,17,222,-225,113.75,1,32.91,16.59,23.9,5.31
Jon Leuer,3500,DET,PF,@ PHI,,21.00,55.14,15,218.5,500,103.5,103.5,30.18,15.75,18.55,5.3
JaVale McGee,5800,LAL,C,MIA,,25.00,52.50,12,222,-225,113.75,1,42.81,18.65,30.38,5.24
Kevon Looney,4700,GSW,C,MIN,,25.00,55.22,21,228.5,-450,119,0.25,35.06,15.66,24.55,5.22
Garrett Temple,4000,MEM,SG,@ DEN,,31.00,32.12,3,198,125,97.5,97.5,33.49,14.96,20.83,5.21
Brook Lopez,5300,MIL,C,CLE,,28.00,46.53,1,216,-550,113.25,113.25,41.59,18.30,27.56,5.2
Jeff Teague,6700,MIN,PG,@ GSW,,34.00,47.54,12,228.5,360,109.5,1.25,48.90,17.98,34.78,5.19
Zach LaVine,8100,CHI,SG,SAC,,36.00,52.54,25,225.5,110,111.75,0.5,58.31,25.02,41.98,5.18
Marcus Morris,5500,BOS,PF,NOP,,32.00,41.30,29,223,-133,112.5,112.5,38.08,14.98,28.42,5.17
Shelvin Mack,3700,MEM,PG,@ DEN,,24.00,39.65,10,198,125,97.5,97.5,29.94,14.80,19.12,5.17
Mike Muscala,4400,PHI,C,DET,,26.00,56.71,21,218.5,-667,115,115,41.74,22.76,22.76,5.17
Trey Lyles,5600,DEN,PF,MEM,,30.00,39.74,1,198,-143,100.5,100.5,38.60,16.44,28.89,5.16
Troy Daniels,3700,PHO,SG,LAC,,22.00,33.49,9,223,360,106.75,106.75,34.72,19.09,19.09,5.16
Kentavious Caldwell-Pope,3900,LAL,SG,MIA,,27.00,35.80,17,222,-225,113.75,1,38.18,19.99,19.99,5.13
Derrick Rose,5900,MIN,PG,@ GSW,,28.00,47.54,12,228.5,360,109.5,1.25,47.25,25.98,30.25,5.13
Nikola Jokic,10100,DEN,C,MEM,,34.00,53.86,13,198,-143,100.5,100.5,65.72,21.22,51.63,5.11
Solomon Hill,3500,NOP,SF,@ BOS,,29.00,33.68,4,223,115,110.5,110.5,28.20,15.24,17.87,5.11
Lou Williams,5300,LAC,SG,@ PHO,,23.00,47.79,23,223,-450,116.25,116.25,41.08,16.49,26.94,5.08
Avery Bradley,4000,LAC,SG,@ PHO,,31.00,35.04,12,223,-450,116.25,116.25,30.31,13.28,20.3,5.08
D.J. Augustin,4700,ORL,PG,@ DAL,,29.00,43.80,23,210.5,163,103, ,38.85,12.81,23.85,5.07
Kyle Anderson,5600,MEM,SF,@ DEN,,33.00,34.43,6,198,125,97.5,97.5,39.21,14.38,28.41,5.07
Nemanja Bjelica,4600,SAC,SF,@ CHI,,23.00,50.62,21,225.5,-125,113.75, ,38.70,15.38,23.34,5.07
DeAndre Jordan,7000,DAL,C,ORL,,31.00,55.56,22,210.5,-188,107.5,-1,43.96,20.87,35.37,5.05
Jayson Tatum,6800,BOS,PF,NOP,,35.00,47.57,12,223,-133,112.5,112.5,43.38,17.93,34.29,5.04
Malcolm Brogdon,6100,MIL,SG,CLE,,32.00,53.55,29,216,-550,113.25,113.25,47.37,21.84,30.76,5.04
Dario Saric,4000,MIN,PF,@ GSW,,21.00,47.52,11,228.5,360,109.5,1.25,33.78,16.91,20.11,5.03
Andrew Wiggins,6400,MIN,SG,@ GSW,,34.00,43.91,7,228.5,360,109.5,1.25,42.40,18.27,32.22,5.03
Harrison Barnes,5800,DAL,SF,ORL,,33.00,48.74,17,210.5,-188,107.5,-1,36.95,16.96,29.19,5.03
