Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Allonzo Trier,3700,NYK,SG,ORL,,27.00,24.15,6,215.5,250,104,-0.5,28.27,15.26,20.19,5.46
Kawhi Leonard,9600,TOR,SF,BOS,,35.00,26.66,20,226,-160,115, ,72.07,19.23,47.95,4.99
Steven Adams,6600,OKC,C,@ DEN,,34.00,31.83,13,238,138,117.25,0.5,56.00,14.88,32.71,4.96
Jamal Murray,6800,DEN,PG,OKC,,33.00,38.26,15,238,-160,120.75,0.5,50.30,11.95,33.38,4.91
Will Barton,5200,DEN,SF,OKC,,27.00,27.83,24,238,-160,120.75,0.5,43.69,9.82,25.31,4.87
Aaron Gordon,7000,ORL,PF,@ NYK,,32.00,32.11,23,215.5,-300,111.5,0.5,57.64,13.89,33.71,4.82
Terrence Ross,5800,ORL,SG,@ NYK,,28.00,20.31,13,215.5,-300,111.5,0.5,55.49,5.75,27.76,4.79
Nikola Jokic,11000,DEN,C,OKC,,33.00,27.21,7,238,-160,120.75,0.5,72.66,30.64,51.75,4.7
Marcus Morris,5100,BOS,PF,@ TOR,,28.00,24.52,10,226,138,111, ,40.60,8.79,23.88,4.68
Pascal Siakam,7500,TOR,PF,BOS,,34.00,29.42,12,226,-160,115, ,53.33,15.77,34.97,4.66
D.J. Augustin,4800,ORL,PG,@ NYK,,28.00,18.71,6,215.5,-300,111.5,0.5,39.52,10.47,22.09,4.6
Jayson Tatum,6700,BOS,PF,@ TOR,,32.00,30.37,14,226,138,111, ,44.87,11.95,30.73,4.59
Marc Gasol,5700,TOR,C,BOS,,24.00,29.42,12,226,-160,115, ,41.24,13.56,26.12,4.58
Nikola Vucevic,10200,ORL,C,@ NYK,,30.00,34.45,26,215.5,-300,111.5,0.5,69.61,16.77,46.59,4.57
Damyean Dotson,5400,NYK,SG,ORL,,31.00,22.62,7,215.5,250,104,-0.5,41.97,11.03,24.57,4.55
Kyrie Irving,9700,BOS,PG,@ TOR,,34.00,33.22,1,226,138,111, ,61.21,19.85,43.72,4.51
Mitchell Robinson,6500,NYK,C,ORL,,27.00,33.73,23,215.5,250,104,-0.5,40.95,22.11,29.25,4.5
Paul George,11600,OKC,SF,@ DEN,,38.00,31.67,19,238,138,117.25,0.5,82.40,25.17,52.22,4.5
Gordon Hayward,5300,BOS,SF,@ TOR,,26.00,30.37,14,226,138,111, ,47.54,8.39,23.78,4.49
Gary Harris,4800,DEN,SF,OKC,,23.00,27.83,24,238,-160,120.75,0.5,42.90,5.11,21.46,4.47
Russell Westbrook,12200,OKC,PG,@ DEN,,36.00,37.26,12,238,138,117.25,0.5,76.30,27.69,54.5,4.47
Danny Green,4500,TOR,SG,BOS,,30.00,21.23,3,226,-160,115, ,31.93,7.02,20.07,4.46
Marcus Smart,5100,BOS,SG,@ TOR,,30.00,33.22,1,226,138,111, ,37.02,9.57,22.67,4.45
Noah Vonleh,4000,NYK,PF,ORL,,19.00,23.87,1,215.5,250,104,-0.5,30.30,8.09,17.71,4.43
Jerami Grant,5800,OKC,PF,@ DEN,,34.00,31.67,19,238,138,117.25,0.5,51.13,3.38,25.58,4.41
Evan Fournier,6000,ORL,SG,@ NYK,,33.00,20.31,13,215.5,-300,111.5,0.5,41.27,9.47,26.39,4.4
Dennis Schroder,5200,OKC,SG,@ DEN,,25.00,37.26,12,238,138,117.25,0.5,37.40,5.71,22.86,4.4
Kyle Lowry,8000,TOR,PG,BOS,,35.00,35.63,7,226,-160,115, ,60.57,17.04,34.91,4.36
Torrey Craig,3500,DEN,SG,OKC,,18.00,27.66,25,238,-160,120.75,0.5,30.26,3.60,15.14,4.33
Daniel Theis,3700,BOS,PF,@ TOR,,16.00,28.71,4,226,138,111, ,28.86,4.00,15.99,4.32
Jerian Grant,3700,ORL,PG,@ NYK,,20.00,18.71,6,215.5,-300,111.5,0.5,30.32,4.26,15.96,4.31
Kevin Knox,5700,NYK,SF,ORL,,34.00,24.15,6,215.5,250,104,-0.5,34.24,19.37,24.46,4.29
Malik Beasley,4500,DEN,SG,OKC,,24.00,27.66,25,238,-160,120.75,0.5,37.57,6.18,19.14,4.25
Jeremy Lin,4400,TOR,PG,BOS,,20.00,35.63,7,226,-160,115, ,34.35,5.34,18.67,4.24
Jonathan Isaac,6500,ORL,SF,@ NYK,,30.00,32.11,23,215.5,-300,111.5,0.5,49.89,8.35,27.46,4.22
Al Horford,8000,BOS,C,@ TOR,,31.00,31.80,17,226,138,111, ,54.18,17.10,33.67,4.21
Khem Birch,3700,ORL,PF,@ NYK,,18.00,31.46,12,215.5,-300,111.5,0.5,24.48,4.49,15.54,4.2
Emmanuel Mudiay,5500,NYK,PG,ORL,,23.00,18.96,7,215.5,250,104,-0.5,45.42,6.50,22.72,4.13
Dennis Smith Jr.,7400,NYK,PG,ORL,,29.00,41.95,25,215.5,250,104,-0.5,51.92,12.65,30.49,4.12
Paul Millsap,8400,DEN,PF,OKC,,30.00,29.03,9,238,-160,120.75,0.5,56.29,13.67,34.51,4.11
Jaylen Brown,4900,BOS,SG,@ TOR,,24.00,24.52,10,226,138,111, ,39.36,4.47,19.69,4.02
Terrance Ferguson,3700,OKC,SG,@ DEN,,30.00,20.33,14,238,138,117.25,0.5,29.15,4.32,14.58,3.94
Isaiah Thomas,3900,DEN,PG,OKC,,17.00,38.26,15,238,-160,120.75,0.5,26.05,4.24,15.38,3.94
Serge Ibaka,7000,TOR,PF,BOS,,24.00,24.61,2,226,-160,115, ,45.55,7.07,25.15,3.59
Mason Plumlee,5400,DEN,C,OKC,,17.00,35.41,29,238,-160,120.75,0.5,38.36,5.49,19.19,3.55
Markieff Morris,4500,OKC,PF,@ DEN,,18.00,26.46,5,238,138,117.25,0.5,30.96,4.28,15.49,3.44
Wes Iwundu,3700,ORL,SF,@ NYK,,21.00,29.82,28,215.5,-300,111.5,0.5,25.33,3.31,12.67,3.42
Lance Thomas,3700,NYK,SF,ORL,,21.00,22.62,7,215.5,250,104,-0.5,24.24,3.31,12.38,3.35
Nerlens Noel,4400,OKC,C,@ DEN,,13.00,31.83,13,238,138,117.25,0.5,28.21,2.75,14.16,3.22
Monte Morris,4700,DEN,SG,OKC,,18.00,38.26,15,238,-160,120.75,0.5,20.82,11.24,14.87,3.16
OG Anunoby,3800,TOR,SF,BOS,,17.00,21.23,3,226,-160,115, ,21.69,2.36,11.81,3.11
Norman Powell,3500,TOR,SF,BOS,,15.00,19.07,4,226,-160,115, ,21.45,2.80,10.73,3.07
John Jenkins,3500,NYK,SF,ORL,,14.00,41.95,25,215.5,250,104,-0.5,13.86,7.48,9.9,2.83
Terry Rozier,6400,BOS,PG,@ TOR,,19.00,27.69,23,226,138,111, ,31.38,6.16,17.91,2.8
Abdel Nader,3500,OKC,SF,@ DEN,,12.00,26.02,19,238,138,117.25,0.5,15.25,1.76,7.63,2.18
Luke Kornet,4700,NYK,PF,ORL,,10.00,23.87,1,215.5,250,104,-0.5,17.24,2.98,8.78,1.87
Henry Ellenson,3600,NYK,PF,ORL,,5.00,23.87,1,215.5,250,104,-0.5,7.80,0.60,3.9,1.08
Patrick McCaw,3700,TOR,SG,BOS,,6.00,19.07,4,226,-160,115, ,7.84,1.15,3.92,1.06
Juancho Hernangomez,3500,DEN,SF,OKC,,1.00,29.03,9,238,-160,120.75,0.5,1.44,0.14,0.72,0.21
